단지명,거래구분,전용면적(㎡),시군구,번지,계약년월,건축년도,평균 거래금액(만원)
우성아파트,매매,131,서울특별시 송파구 잠실동,101-1,202503,1981,278000
미성,매매,52,서울특별시 구로구 신도림동,290,202503,1989,61333
영등포푸르지오,매매,84,서울특별시 영등포구 영등포동,647,202503,2002,119980
한양,매매,84,서울특별시 강동구 명일동,54,202503,1986,151000
왕십리KCC스위첸,매매,84,서울특별시 성동구 하왕십리동,1002,202503,2016,123000
목동신시가지1,매매,88,서울특별시 양천구 목동,901,202503,1985,225000
목동신시가지2,매매,144,서울특별시 양천구 목동,902,202503,1986,296000
부영그린타운1,매매,147,서울특별시 양천구 목동,907-12,202503,1999,155000
청백3,매매,49,서울특별시 노원구 월계동,780,202503,1998,36450
동도센트리움(601),매매,84,서울특별시 노원구 중계동,601,202503,2005,86000
미성,매매,33,서울특별시 노원구 월계동,13,202503,1986,55620
미륭,매매,51,서울특별시 노원구 월계동,13,202503,1986,68525
꿈의숲SKVIEW,매매,84,서울특별시 노원구 월계동,949,202503,2016,83800
일신건영휴먼빌아파트,매매,84,서울특별시 성북구 돈암동,524,202503,2005,77350
강서한강자이,매매,59,서울특별시 강서구 가양동,1500,202503,2013,117000
현대프라임,매매,84,서울특별시 광진구 구의동,631-1,202503,1997,168000
구의현대2단지,매매,84,서울특별시 광진구 구의동,611,202503,1996,155167
래미안파크스위트,매매,59,서울특별시 광진구 구의동,668,202503,2018,126111
현대3,매매,84,서울특별시 광진구 광장동,484,202503,1990,156167
극동2,매매,75,서울특별시 광진구 광장동,218-1,202503,1989,168000
마포한강2차푸르지오,매매,110,서울특별시 마포구 합정동,473,202503,2016,245000
삼성,매매,114,서울특별시 중구 신당동,843,202503,1999,134650
경희궁자이(3단지),매매,59,서울특별시 종로구 평동,233,202503,2017,180125
진흥,매매,110,서울특별시 서대문구 홍은동,459,202503,2002,74000
롯데캐슬,매매,84,서울특별시 중구 황학동,2545,202503,2008,106614
청량리역한양수자인그라시엘,매매,84,서울특별시 동대문구 용두동,39-1,202503,2023,150600
청솔,매매,39,서울특별시 강서구 방화동,832,202503,1994,43300
래미안월곡,매매,59,서울특별시 성북구 하월곡동,225,202503,2006,73125
래미안월곡,매매,84,서울특별시 성북구 하월곡동,225,202503,2006,91929
벽산베스트블루밍,매매,84,서울특별시 구로구 고척동,342,202503,2010,85000
고척파크푸르지오,매매,59,서울특별시 구로구 고척동,339,202503,2009,86500
DMC래미안e편한세상,매매,84,서울특별시 서대문구 북가좌동,481,202503,2012,123725
남산타운,매매,59,서울특별시 중구 신당동,844,202503,2002,106569
동답한신,매매,35,서울특별시 동대문구 답십리동,42,202503,1992,37350
신동아아파트1,매매,62,서울특별시 도봉구 방학동,271-1,202503,1988,39500
대길B,매매,33,서울특별시 구로구 구로동,799-5,202503,1996,19400
삼각산아이원,매매,84,서울특별시 강북구 미아동,1357,202503,2003,71050
탑건진선미,매매,84,서울특별시 마포구 망원동,506,202503,2004,100000
주공2,매매,32,서울특별시 구로구 구로동,685-223,202503,1987,37750
파인마루오피스텔,매매,15,서울특별시 구로구 구로동,98-12,202503,2016,12875
현대연예인,매매,54,서울특별시 구로구 구로동,685-70,202503,1989,50975
삼성,매매,84,서울특별시 마포구 도화동,550,202503,1997,159000
힐스테이트신촌,매매,59,서울특별시 서대문구 북아현동,1017,202503,2020,131167
창신쌍용2,매매,106,서울특별시 종로구 창신동,703,202503,1993,79333
e편한세상신촌3단지,매매,59,서울특별시 서대문구 북아현동,1013,202503,2018,154500
개포우성1,매매,127,서울특별시 강남구 대치동,503,202503,1983,475000
삼전솔하임2차,매매,16,서울특별시 종로구 숭인동,296-19,202503,2012,11200
다성이즈빌,매매,26,서울특별시 강동구 길동,416-17,202503,2021,33000
초원동아,매매,84,서울특별시 강동구 둔촌동,621,202503,1997,90000
월드컵아이파크(666-0),매매,94,서울특별시 마포구 성산동,666,202503,2008,110000
중앙하이츠(1269),매매,82,서울특별시 구로구 구로동,1269,202503,2001,75000
상암월드컵파크7단지,매매,104,서울특별시 마포구 상암동,1660,202503,2005,130500
더샵파크프레스티지,매매,84,서울특별시 영등포구 신길동,4974,202503,2022,124350
보라매에스케이뷰,매매,59,서울특별시 영등포구 신길동,4958,202503,2020,130357
방화3차우림필유,매매,84,서울특별시 강서구 방화동,546-1,202503,2005,71000
동부센트레빌,매매,59,서울특별시 강서구 방화동,870,202503,2003,65500
서울숲더샵,매매,84,서울특별시 성동구 행당동,377,202503,2014,175000
우장산힐스테이트,매매,84,서울특별시 강서구 내발산동,657,202503,2005,138125
서울숲 한신 더 휴,매매,84,서울특별시 성동구 행당동,349,202503,2003,142800
녹번역e편한세상캐슬,매매,84,서울특별시 은평구 응암동,769,202503,2021,126750
래미안수유,매매,84,서울특별시 강북구 수유동,730,202503,2001,72000
"등촌7,8단지주공아파트",매매,41,서울특별시 강서구 등촌동,707,202503,1994,58850
현대,매매,84,서울특별시 강서구 등촌동,655-27,202503,1995,58250
수산트리플,매매,59,서울특별시 도봉구 창동,817,202503,2004,52000
사당자이,매매,60,서울특별시 동작구 사당동,1139,202503,1999,86000
길음뉴타운9단지(래미안),매매,114,서울특별시 성북구 길음동,1286,202503,2010,129333
길음동동부센트레빌(1278-0),매매,59,서울특별시 성북구 길음동,1278,202503,2003,77188
강변현대,매매,84,서울특별시 성동구 성수동2가,400,202503,1994,270000
마포프레스티지자이,매매,59,서울특별시 마포구 염리동,532,202503,2021,179720
염리삼성래미안,매매,59,서울특별시 마포구 염리동,520,202503,2001,112250
이수역리가,매매,84,서울특별시 동작구 사당동,1157,202503,2013,143300
신동아5,매매,59,서울특별시 동작구 사당동,1137,202503,1998,92833
백련산힐스테이트2차,매매,59,서울특별시 은평구 응암동,760,202503,2011,75075
래미안수유,매매,59,서울특별시 강북구 수유동,730,202503,2001,54000
롯데낙천대,매매,80,서울특별시 동작구 신대방동,713,202503,2003,99100
녹번역e편한세상캐슬,매매,59,서울특별시 은평구 응암동,769,202503,2021,104820
관악푸르지오,매매,59,서울특별시 관악구 봉천동,1717,202503,2004,79206
신촌태영데시앙,매매,84,서울특별시 마포구 창전동,439,202503,2003,118600
DMC파크뷰자이1단지,매매,120,서울특별시 서대문구 남가좌동,385,202503,2015,165000
상계주공6(고층),매매,38,서울특별시 노원구 상계동,720,202503,1988,44000
상계주공16(고층),매매,58,서울특별시 노원구 상계동,624,202503,1988,50950
신동아,매매,104,서울특별시 동작구 본동,481,202503,1993,111000
유원제일2차,매매,84,서울특별시 영등포구 당산동5가,7-2,202503,1984,154000
청솔(시영7),매매,39,서울특별시 노원구 하계동,274,202503,1989,36250
대방동현대,매매,84,서울특별시 동작구 대방동,502,202503,1994,104750
포스코더샵,매매,84,서울특별시 동작구 상도동,521,202503,2007,138900
가우디캐슬,매매,25,서울특별시 동대문구 장안동,415-14,202503,2016,23900
청구1차,매매,84,서울특별시 서대문구 홍제동,453,202503,1994,92000
서울숲푸르지오,매매,59,서울특별시 성동구 금호동4가,340,202503,2007,149000
경남아너스빌,매매,84,서울특별시 구로구 오류동,344,202503,2003,66667
당산현대5차,매매,84,서울특별시 영등포구 당산동4가,30-1,202503,2000,133614
북가좌삼호,매매,84,서울특별시 서대문구 북가좌동,449,202503,1996,79567
경희궁자이(2단지),매매,84,서울특별시 종로구 홍파동,199,202503,2017,236927
래미안세레니티,매매,59,서울특별시 성북구 종암동,133,202503,2009,86750
대림e-편한세상,매매,84,서울특별시 동대문구 이문동,225,202503,2003,89500
동성3,매매,59,서울특별시 중랑구 신내동,618,202503,1997,49375
정릉2차e-편한세상,매매,114,서울특별시 성북구 정릉동,1035,202503,2009,100150
목동신시가지14,매매,83,서울특별시 양천구 신정동,329,202503,1988,190667
삼익그린2차,매매,107,서울특별시 강동구 명일동,15,202503,1983,178917
목동신시가지9,매매,53,서울특별시 양천구 신정동,312,202503,1987,141833
목동신시가지9,매매,126,서울특별시 양천구 신정동,312,202503,1987,256000
푸른마을2,매매,59,서울특별시 양천구 신정동,1281,202503,2001,64000
풍림아파트B,매매,31,서울특별시 노원구 공릉동,727,202503,2001,28900
공릉동한보에센시티아파트,매매,59,서울특별시 노원구 공릉동,743,202503,2000,53500
비선아파트,매매,59,서울특별시 노원구 공릉동,109,202503,1999,52250
개봉푸르지오,매매,119,서울특별시 구로구 개봉동,492,202503,2014,116000
동부,매매,114,서울특별시 관악구 신림동,1695,202503,1993,100000
태릉해링턴플레이스,매매,84,서울특별시 노원구 공릉동,758,202503,2022,103000
마포래미안푸르지오1단지,매매,59,서울특별시 마포구 아현동,777,202503,2014,166667
쌍용,매매,59,서울특별시 동대문구 이문동,64,202503,2000,72170
래미안상도3차,매매,84,서울특별시 동작구 상도동,431,202503,2004,132875
건영1,매매,41,서울특별시 관악구 신림동,746-43,202503,1984,35250
정릉2차e-편한세상,매매,59,서울특별시 성북구 정릉동,1035,202503,2009,74900
길음뉴타운경남아너스빌,매매,59,서울특별시 성북구 정릉동,1015,202503,1999,59500
방화5,매매,33,서울특별시 강서구 방화동,814,202503,1994,40420
번동한양아파트,매매,84,서울특별시 강북구 번동,133-1,202503,1992,54500
"현대7차(73~77,82,85동)",매매,157,서울특별시 강남구 압구정동,456,202503,1979,807500
휘경베스트빌현대,매매,59,서울특별시 동대문구 휘경동,52,202503,2000,57875
한강현대,매매,59,서울특별시 강동구 암사동,442-1,202503,1999,86000
성내동삼성아파트,매매,59,서울특별시 강동구 성내동,590,202503,1999,91080
에스케이허브진,매매,47,서울특별시 강동구 성내동,194,202503,2004,61500
고덕리엔파크1단지,매매,84,서울특별시 강동구 강일동,707,202503,2011,106000
삼성,매매,72,서울특별시 마포구 도화동,550,202503,1997,147000
은천2단지아파트,매매,59,서울특별시 관악구 봉천동,1707-1,202503,2000,64500
e편한세상서울대입구1단지,매매,59,서울특별시 관악구 봉천동,1730,202503,2019,108200
건영,매매,32,서울특별시 동작구 상도동,414,202503,1997,57833
극동,매매,148,서울특별시 성동구 옥수동,428,202503,1986,201667
서울가든,매매,86,서울특별시 양천구 신월동,475,202503,1985,61000
힐스테이트녹번,매매,59,서울특별시 은평구 녹번동,282,202503,2019,104050
성산시영(대우),매매,50,서울특별시 마포구 성산동,446,202503,1986,96923
성산시영(유원),매매,59,서울특별시 마포구 성산동,446,202503,1986,119200
상계대림e편한세상,매매,83,서울특별시 노원구 상계동,1301,202503,2002,59800
동인샤인빌,매매,57,서울특별시 성동구 옥수동,12,202503,2003,91000
둔촌푸르지오,매매,84,서울특별시 강동구 둔촌동,630,202503,2010,131600
DMC우방,매매,59,서울특별시 은평구 증산동,244,202503,2000,69250
한진(609-1),매매,59,서울특별시 성북구 돈암동,609-1,202503,1998,58150
금호베스트빌,매매,84,서울특별시 광진구 광장동,578,202503,2001,131750
한일유앤아이,매매,74,서울특별시 구로구 구로동,1281,202503,2006,61000
북한산월드메르디앙,매매,82,서울특별시 도봉구 쌍문동,728,202503,2005,64250
삼성래미안,매매,84,서울특별시 영등포구 신길동,4934,202503,2001,94500
삼익,매매,84,서울특별시 동작구 노량진동,330,202503,2001,88250
서서울삼성,매매,48,서울특별시 마포구 아현동,692,202503,1998,74333
용두두산위브,매매,59,서울특별시 동대문구 용두동,791,202503,2009,98250
홍제한양,매매,60,서울특별시 서대문구 홍제동,82,202503,1993,69875
한진한화그랑빌,매매,84,서울특별시 노원구 월계동,18,202503,2002,88422
롯데캐슬에듀포레,매매,84,서울특별시 동작구 흑석동,340,202503,2018,182583
서울숲2차푸르지오,매매,84,서울특별시 성동구 금호동4가,235,202503,2012,181500
이편한세상청계센트럴포레,매매,59,서울특별시 동대문구 용두동,795,202503,2021,122714
우물골2단지두산위브(223~244동)BL2-7,매매,84,서울특별시 은평구 진관동,84,202503,2010,91000
창동주공3단지(해등마을),매매,49,서울특별시 도봉구 창동,347,202503,1991,54310
창동주공1단지,매매,49,서울특별시 도봉구 창동,305,202503,1990,46750
서울숲아이파크,매매,84,서울특별시 성동구 송정동,104,202503,2009,117000
그린아파트빌,매매,110,서울특별시 양천구 신월동,438-4,202503,2006,57000
아이파크종암동2차,매매,59,서울특별시 성북구 종암동,131,202503,2005,73833
힐스테이트청계,매매,84,서울특별시 동대문구 답십리동,1009,202503,2018,136867
세심아파트,매매,84,서울특별시 금천구 독산동,181-139,202503,2004,40000
래미안베라힐즈,매매,84,서울특별시 은평구 녹번동,283,202503,2019,114200
더-위일이노펠리체,매매,57,서울특별시 은평구 역촌동,85-1,202503,2024,70000
고덕아르테온,매매,84,서울특별시 강동구 상일동,519,202503,2020,178059
현대벤처빌,매매,34,서울특별시 마포구 노고산동,107-36,202503,2002,29400
한신아파트,매매,59,서울특별시 동대문구 제기동,1212,202503,2004,74500
북한산스카이뷰아파트,매매,56,서울특별시 강북구 수유동,739,202503,2020,36500
홍릉동부,매매,84,서울특별시 동대문구 청량리동,212,202503,2001,84667
가양우성,매매,84,서울특별시 강서구 가양동,14-3,202503,1990,92000
아남1,매매,84,서울특별시 종로구 명륜2가,4,202503,1995,113250
목동신시가지9,매매,106,서울특별시 양천구 신정동,312,202503,1987,187300
여의도더리브스타일,매매,30,서울특별시 영등포구 영등포동1가,94-2,202503,2020,47000
고덕센트럴IPARK,매매,84,서울특별시 강동구 상일동,513,202503,2019,155083
롯데낙천대,매매,55,서울특별시 동작구 신대방동,713,202503,2003,85000
보라매자이더포레스트,매매,84,서울특별시 동작구 신대방동,724,202503,2021,145000
마포센트럴 아이파크,매매,59,서울특별시 마포구 아현동,802,202503,2017,143000
목동센트럴아이파크위브3단지,매매,52,서울특별시 양천구 신월동,1077,202503,2020,78025
구파발10단지어울림(1011~1019동)BL3-1,매매,84,서울특별시 은평구 진관동,27,202503,2010,94000
벽산타운II,매매,57,서울특별시 관악구 봉천동,1716,202503,2003,60500
고덕아르테온,매매,59,서울특별시 강동구 상일동,519,202503,2020,147175
남해그린힐,매매,59,서울특별시 은평구 불광동,632,202503,2001,37800
한강아파트,매매,59,서울특별시 영등포구 당산동4가,29,202503,1999,87250
삼익파크맨션,매매,88,서울특별시 강동구 길동,53,202503,1985,117500
삼익,매매,82,서울특별시 영등포구 당산동3가,394,202503,1979,89500
고덕센트럴푸르지오,매매,59,서울특별시 강동구 고덕동,210-1,202503,2020,113667
가양강나루현대,매매,59,서울특별시 강서구 가양동,448-1,202503,1999,85875
강변,매매,39,서울특별시 강서구 가양동,1475,202503,1992,58975
한신아파트상가동유치원동(103~109),매매,59,서울특별시 중랑구 중화동,450,202503,1997,65615
당산푸르지오,매매,79,서울특별시 영등포구 영등포동8가,91,202503,2004,130000
여의도더리브스타일,매매,14,서울특별시 영등포구 영등포동1가,94-2,202503,2020,20500
DMC파크뷰자이2단지,매매,84,서울특별시 서대문구 남가좌동,385,202503,2015,128312
DMC센트럴아이파크,매매,84,서울특별시 서대문구 남가좌동,388,202503,2018,116567
DMC에코자이,매매,59,서울특별시 서대문구 남가좌동,389,202503,2019,105875
DMC금호리첸시아,매매,84,서울특별시 서대문구 남가좌동,396,202503,2024,123467
벽산,매매,84,서울특별시 금천구 시흥동,1010,202503,2000,49900
현대프라임,매매,59,서울특별시 광진구 구의동,631-1,202503,1997,126200
강변,매매,49,서울특별시 강서구 가양동,1475,202503,1992,75333
영등포자이르네,매매,49,서울특별시 영등포구 대림동,1132,202503,2022,64000
래미안파크스위트,매매,84,서울특별시 광진구 구의동,668,202503,2018,149360
한솔솔파크,매매,84,서울특별시 영등포구 대림동,1123,202503,2008,79525
성원(650),매매,59,서울특별시 영등포구 대림동,650,202503,1995,60950
가양6단지,매매,49,서울특별시 강서구 가양동,1485,202503,1992,77786
전농동삼성래미안,매매,84,서울특별시 동대문구 전농동,155,202503,2000,85750
래미안크레시티,매매,59,서울특별시 동대문구 전농동,690,202503,2014,116333
대상3,매매,84,서울특별시 마포구 망원동,491,202503,2000,77500
e편한세상 수색 에코포레,매매,84,서울특별시 은평구 수색동,415-1,202503,2003,72540
공덕SK리더스뷰,매매,84,서울특별시 마포구 공덕동,479,202503,2021,202667
미미,매매,59,서울특별시 은평구 갈현동,538,202503,1997,51000
개포우성3차,매매,133,서울특별시 강남구 개포동,652,202503,1984,355000
월드컵아이파크(667),매매,59,서울특별시 마포구 성산동,667,202503,2009,95000
개포우성3차,매매,104,서울특별시 강남구 개포동,652,202503,1984,271000
가양2단지(성지),매매,39,서울특별시 강서구 가양동,1461,202503,1992,59183
길음뉴타운5단지(래미안),매매,84,서울특별시 성북구 길음동,1282,202503,2006,104250
쌍용,매매,84,서울특별시 동대문구 이문동,64,202503,2000,83167
신성둔촌미소지움2,매매,59,서울특별시 강동구 둔촌동,134-10,202503,2000,92167
둔촌하이츠,매매,59,서울특별시 강동구 둔촌동,545,202503,1998,82000
길음뉴타운6단지(래미안),매매,59,서울특별시 성북구 길음동,1283,202503,2007,94167
욱현하이브Ⅲ,매매,15,서울특별시 광진구 중곡동,699,202503,2012,14300
길음동동부센트레빌(1278-0),매매,84,서울특별시 성북구 길음동,1278,202503,2003,86533
길음뉴타운4단지(e편한세상),매매,59,서울특별시 성북구 길음동,1281,202503,2005,75229
길음뉴타운4단지(e편한세상),매매,84,서울특별시 성북구 길음동,1281,202503,2005,93125
건영,매매,84,서울특별시 성동구 송정동,90,202503,2000,91500
래미안크레시티,매매,84,서울특별시 동대문구 전농동,690,202503,2014,143167
동대문롯데캐슬노블레스,매매,84,서울특별시 동대문구 전농동,695,202503,2018,132000
신동아리버파크,매매,114,서울특별시 동작구 노량진동,325,202503,2001,122500
예성그린캐슬1차,매매,63,서울특별시 관악구 남현동,1084-1,202503,2003,72300
신길파크자이,매매,84,서울특별시 영등포구 신길동,4967,202503,2022,148333
신길센트럴아이파크,매매,84,서울특별시 영등포구 신길동,4955,202503,2019,132150
에스케이북한산시티,매매,59,서울특별시 강북구 미아동,1353,202503,2004,60100
흑석한강센트레빌,매매,84,서울특별시 동작구 흑석동,335,202503,2011,184000
흑석한강센트레빌Ⅱ,매매,84,서울특별시 동작구 흑석동,339,202503,2012,164715
두산,매매,59,서울특별시 서대문구 북아현동,1009,202503,1999,89250
e편한세상신촌4단지,매매,84,서울특별시 서대문구 북아현동,1013,202503,2018,191250
현대(명일),매매,84,서울특별시 강동구 명일동,251-1,202503,1988,89000
남가좌동현대,매매,59,서울특별시 서대문구 남가좌동,376,202503,1999,71250
라이프미성,매매,66,서울특별시 은평구 불광동,248,202503,1988,66475
한신아파트,매매,89,서울특별시 금천구 독산동,1093-4,202503,1991,56667
독산주공14단지,매매,44,서울특별시 금천구 독산동,1088,202503,1990,34767
래미안목동아델리체(119동~123동),매매,59,서울특별시 양천구 신정동,1326,202503,2021,114583
롯데캐슬,매매,84,서울특별시 양천구 신정동,1309,202503,2004,138250
금천롯데캐슬골드파크1차,매매,84,서울특별시 금천구 독산동,1147,202503,2016,114167
독산동한양수자인,매매,67,서울특별시 금천구 독산동,1144,202503,2011,65000
목동신시가지14,매매,55,서울특별시 양천구 신정동,329,202503,1987,135800
목동신시가지8,매매,54,서울특별시 양천구 신정동,314,202503,1987,142950
목동현대3차,매매,71,서울특별시 양천구 신정동,1279,202503,1997,108167
한신1,매매,44,서울특별시 노원구 하계동,284,202503,1988,48000
학여울청구,매매,59,서울특별시 노원구 하계동,354,202503,1999,59125
장미(시영6),매매,39,서울특별시 노원구 하계동,273,202503,1989,42300
벽산,매매,57,서울특별시 노원구 하계동,271-3,202503,1988,54000
흑석동양아파트,매매,59,서울특별시 동작구 흑석동,328,202503,2003,97250
흑석동양아파트,매매,84,서울특별시 동작구 흑석동,328,202503,2003,108333
하버라인2단지,매매,84,서울특별시 구로구 항동,237,202503,2019,85000
광남캐스빌101동,매매,83,서울특별시 강동구 둔촌동,435-7,202503,2004,86450
종암에스케이,매매,84,서울특별시 성북구 종암동,104-1,202503,1999,79500
종암에스케이,매매,59,서울특별시 성북구 종암동,104-1,202503,1999,66560
래미안크리시엘,매매,59,서울특별시 성북구 종암동,80,202503,2004,75450
신트리1,매매,49,서울특별시 양천구 신정동,1259,202503,1999,62800
신트리3,매매,84,서울특별시 양천구 신정동,1276,202503,2000,95060
신트리4,매매,59,서울특별시 양천구 신정동,1277,202503,2000,67000
신트리4,매매,49,서울특별시 양천구 신정동,1277,202503,2000,54400
대림e-편한세상,매매,84,서울특별시 양천구 신정동,1303,202503,2004,89000
태강아파트(아이파크),매매,49,서울특별시 노원구 공릉동,81,202503,1999,50030
삼익4단지아파트,매매,59,서울특별시 노원구 공릉동,714,202503,1994,50500
이수힐스테이트,매매,84,서울특별시 동작구 동작동,333,202503,2013,175000
건양(346-33),매매,70,서울특별시 구로구 개봉동,346-33,202503,2001,30000
태경하이빌,매매,72,서울특별시 구로구 개봉동,367-2,202503,2004,33500
현대홈타운,매매,59,서울특별시 구로구 개봉동,480,202503,2001,64500
한진,매매,59,서울특별시 구로구 개봉동,478,202503,2000,51400
금강KCC,매매,84,서울특별시 동작구 동작동,331,202503,2003,110225
건영4,매매,84,서울특별시 관악구 신림동,1702-1,202503,1997,66333
힐스테이트뉴포레,매매,59,서울특별시 관악구 신림동,1746,202503,2022,108375
현대,매매,77,서울특별시 성동구 옥수동,4,202503,1990,160000
옥수하이츠,매매,114,서울특별시 성동구 옥수동,100,202503,1998,255833
옥수파크힐스117동~125동,매매,59,서울특별시 성동구 옥수동,528-1,202503,2016,179333
옥수파크힐스101동~116동,매매,59,서울특별시 성동구 옥수동,528,202503,2016,187429
거성,매매,63,서울특별시 은평구 녹번동,83-37,202503,2008,44300
명륜동주상복합아남아파트,매매,50,서울특별시 종로구 명륜2가,237,202503,1999,65700
성북힐스테이트(101동),매매,84,서울특별시 성북구 하월곡동,88-64,202503,2007,75000
월곡래미안루나밸리,매매,84,서울특별시 성북구 하월곡동,226,202503,2007,91083
관악산휴먼시아2단지,매매,84,서울특별시 관악구 신림동,1735,202503,2008,68450
경남아너스빌(1356-0),매매,84,서울특별시 강북구 미아동,1356,202503,2003,72800
중계3벽산,매매,59,서울특별시 노원구 중계동,592,202503,1999,62100
중계그린1단지,매매,49,서울특별시 노원구 중계동,502-1,202503,1990,50740
목동에버하임,매매,41,서울특별시 양천구 목동,966,202503,2019,43500
목동2차아이파크,매매,84,서울특별시 양천구 목동,758-2,202503,2004,124000
목동신시가지1,매매,65,서울특별시 양천구 목동,901,202503,1985,182000
목동신시가지1,매매,99,서울특별시 양천구 목동,901,202503,1985,231000
목동신시가지2,매매,65,서울특별시 양천구 목동,902,202503,1986,181833
목동신시가지3,매매,64,서울특별시 양천구 목동,903,202503,1986,182000
목동신시가지4,매매,115,서울특별시 양천구 목동,904,202503,1986,270000
목동신시가지4,매매,95,서울특별시 양천구 목동,904,202503,1986,226333
목동신시가지4,매매,65,서울특별시 양천구 목동,904,202503,1986,186000
목동신시가지7,매매,53,서울특별시 양천구 목동,925,202503,1986,167500
목동청구한신아파트,매매,84,서울특별시 양천구 목동,929,202503,1997,164393
대원칸타빌3,매매,119,서울특별시 양천구 목동,944,202503,2003,148000
월드메르디앙2,매매,84,서울특별시 양천구 목동,948,202503,2003,104250
신공덕e편한세상,매매,59,서울특별시 마포구 신공덕동,168,202503,2007,109000
삼호3,매매,59,서울특별시 노원구 월계동,13,202503,1986,75167
동원베네스트,매매,59,서울특별시 노원구 월계동,940,202503,2005,58000
동신,매매,71,서울특별시 노원구 월계동,436,202503,1983,62900
동신,매매,91,서울특별시 노원구 월계동,436,202503,1983,69800
월계역신도브래뉴,매매,59,서울특별시 노원구 월계동,942,202503,2005,53250
삼성래미안,매매,59,서울특별시 영등포구 신길동,4934,202503,2001,81100
삼성,매매,60,서울특별시 영등포구 신길동,4759,202503,1984,70000
대림아파트,매매,84,서울특별시 동작구 상도동,411,202503,1995,81250
꿈의숲푸르지오,매매,59,서울특별시 성북구 하월곡동,228,202503,2010,71900
동신,매매,59,서울특별시 성북구 하월곡동,219,202503,1998,58933
배재현대,매매,59,서울특별시 강동구 고덕동,312,202503,1995,105925
래미안힐스테이트고덕,매매,59,서울특별시 강동구 고덕동,688,202503,2016,146480
래미안힐스테이트고덕,매매,84,서울특별시 강동구 고덕동,688,202503,2016,168225
뉴월드(240-63),매매,81,서울특별시 은평구 응암동,240-63,202503,2005,41400
대림아파트(276),매매,84,서울특별시 은평구 녹번동,276,202503,1993,66900
타워,매매,74,서울특별시 중구 신당동,294-12,202503,2002,73500
센트라스,매매,84,서울특별시 성동구 하왕십리동,1070,202503,2016,178447
왕십리자이,매매,84,서울특별시 성동구 하왕십리동,1071,202503,2017,146500
왕십리자이,매매,59,서울특별시 성동구 하왕십리동,1071,202503,2017,128550
금호베스트빌,매매,59,서울특별시 성동구 하왕십리동,1052,202503,2001,79500
금호베스트빌,매매,84,서울특별시 성동구 하왕십리동,1052,202503,2001,110000
주공2,매매,41,서울특별시 구로구 구로동,685-223,202503,1987,46150
백련산힐스테이트2차,매매,84,서울특별시 은평구 응암동,760,202503,2011,81875
백련산에스케이뷰아이파크,매매,59,서울특별시 은평구 응암동,767,202503,2020,87075
서안에이스,매매,108,서울특별시 은평구 응암동,97-3,202503,2004,43500
SK허브프리모,매매,67,서울특별시 강남구 도곡동,953-1,202503,2006,102250
목동센트럴아이파크위브2단지,매매,84,서울특별시 양천구 신월동,1076,202503,2020,115614
목동센트럴아이파크위브4단지,매매,84,서울특별시 양천구 신월동,1078,202503,2020,114500
신월시영,매매,50,서울특별시 양천구 신월동,987-1,202503,1988,52300
신안약수,매매,87,서울특별시 양천구 신월동,591-1,202503,1985,71000
태헌(신월프라자),매매,56,서울특별시 양천구 신월동,128,202503,1999,26000
강동LG자이,매매,84,서울특별시 강동구 길동,474,202503,2003,122000
