단지명,전용면적(㎡),거래구분,번지,평균 거래금액(만원),시군구,계약년월,건축년도
가양도시개발9-2단지,34,매매,1490,53500,서울특별시 강서구 가양동,202506,개인
가양도시개발9-2단지,39,매매,1490,58575,서울특별시 강서구 가양동,202506,개인
가양도시개발9-2단지,49,매매,1490,72000,서울특별시 강서구 가양동,202506,개인
가양역두산위브,50,매매,726,85000,서울특별시 강서구 등촌동,202506,개인
가양역두산위브,84,매매,726,121000,서울특별시 강서구 등촌동,202506,개인
가양우성,75,매매,14-3,89500,서울특별시 강서구 가양동,202506,개인
가양우성,84,매매,14-3,95000,서울특별시 강서구 가양동,202506,개인
가우디캐슬,29,매매,104-34,31500,서울특별시 동대문구 용두동,202506,개인
각산,84,매매,1093-5,49000,서울특별시 금천구 독산동,202506,개인
갈현1단지e-편한세상,59,매매,547,58500,서울특별시 은평구 구산동,202506,개인
갈현현대,59,매매,382,44700,서울특별시 은평구 구산동,202506,개인
갑을,59,매매,1700,65000,서울특별시 관악구 봉천동,202506,개인
강나루2현대,84,매매,448,94800,서울특별시 강서구 가양동,202506,개인
강남 더샵 포레스트,146,매매,799,317000,서울특별시 강남구 수서동,202506,개인
강남데시앙파크,84,매매,525,129700,서울특별시 강남구 세곡동,202506,개인
강남데시앙파크,114,매매,525,155500,서울특별시 강남구 세곡동,202506,개인
강남데시앙포레,59,매매,795,165500,서울특별시 강남구 수서동,202506,개인
강남데시앙포레,84,매매,795,187000,서울특별시 강남구 수서동,202506,개인
강남엘에이치1단지,74,매매,579,146000,서울특별시 강남구 세곡동,202506,개인
강남엘에이치1단지,84,매매,579,159000,서울특별시 강남구 세곡동,202506,개인
강남자곡 힐스테이트,74,매매,619,115000,서울특별시 강남구 자곡동,202506,개인
강남자곡 힐스테이트,84,매매,619,132500,서울특별시 강남구 자곡동,202506,개인
강남자곡아이파크,74,매매,602,162667,서울특별시 강남구 자곡동,202506,개인
강남자곡아이파크,84,매매,602,176000,서울특별시 강남구 자곡동,202506,법인
강남한양수자인(4단지),84,매매,686,169500,서울특별시 강남구 자곡동,202506,개인
강남한양수자인(4단지),114,매매,686,186000,서울특별시 강남구 자곡동,202506,개인
강동LG자이,84,매매,474,124700,서울특별시 강동구 길동,202506,개인
강동LG자이,126,매매,474,130000,서울특별시 강동구 길동,202506,개인
강동LG자이,147,매매,474,149000,서울특별시 강동구 길동,202506,개인
강동리버스트4단지,49,매매,114,74147,서울특별시 강동구 강일동,202506,개인
강동리버스트4단지,59,매매,114,89125,서울특별시 강동구 강일동,202506,개인
강동리버스트8단지,59,매매,66,89800,서울특별시 강동구 강일동,202506,개인
강동역두산위브센티움,59,매매,155-5,64750,서울특별시 강동구 천호동,202506,개인
강동역신동아파밀리에,94,매매,447-17,107000,서울특별시 강동구 천호동,202506,개인
강동역신동아파밀리에,101,매매,447-17,120000,서울특별시 강동구 천호동,202506,개인
강동역신동아파밀리에,107,매매,447-17,124000,서울특별시 강동구 천호동,202506,개인
강동역에스케이허브,84,매매,445-1,86500,서울특별시 강동구 길동,202506,개인
강동와이시티,13,매매,414-4,9800,서울특별시 강동구 길동,202506,개인
강동이루미아파트,84,매매,46,76500,서울특별시 강동구 천호동,202506,개인
강동헤리티지자이,45,매매,483,113000,서울특별시 강동구 길동,202506,개인
강동헤리티지자이,59,매매,483,141500,서울특별시 강동구 길동,202506,개인
강림월드타운,68,매매,36-29,59600,서울특별시 마포구 중동,202506,개인
강변,34,매매,1475,52642,서울특별시 강서구 가양동,202506,개인
강변,39,매매,1475,61625,서울특별시 강서구 가양동,202506,개인
강변,49,매매,1475,79000,서울특별시 강서구 가양동,202506,개인
강변,84,매매,53-15,279150,서울특별시 서초구 잠원동,202506,개인
강변건영아파트,73,매매,710,195000,서울특별시 성동구 성수동1가,202506,개인
강변건영아파트,84,매매,710,234333,서울특별시 성동구 성수동1가,202506,개인
강변그대가갤럭시,84,매매,570,130000,서울특별시 강동구 천호동,202506,개인
강변그대가리버뷰,84,매매,568,133250,서울특별시 강동구 천호동,202506,개인
강변금호타운,84,매매,830,299000,서울특별시 성동구 성수동2가,202506,개인
강변래미안,78,매매,376,144500,서울특별시 영등포구 당산동,202506,개인
강변래미안,79,매매,376,153000,서울특별시 영등포구 당산동,202506,개인
강변래미안,108,매매,376,150800,서울특별시 영등포구 당산동,202506,개인
강변에스케이뷰,84,매매,667,155500,서울특별시 광진구 구의동,202506,개인
강변월드메르디앙,84,매매,240-1,104000,서울특별시 강서구 염창동,202506,개인
강변임광,84,매매,609-2,300000,서울특별시 성동구 성수동2가,202506,개인
강변타운,84,매매,490,91000,서울특별시 마포구 망원동,202506,개인
강변한신코아,77,매매,350,90000,서울특별시 마포구 마포동,202506,개인
강변한신코아,83,매매,350,122000,서울특별시 마포구 마포동,202506,개인
강변현대하이엘,133,매매,547,154000,서울특별시 광진구 구의동,202506,개인
강변힐스테이트,59,매매,222,125067,서울특별시 마포구 현석동,202506,개인
강변힐스테이트,84,매매,222,143583,서울특별시 마포구 현석동,202506,개인
강변힐스테이트,84,매매,299,125300,서울특별시 강서구 염창동,202506,개인
강서쌍용예가,84,매매,308,97900,서울특별시 강서구 염창동,202506,개인
강서아이파크,83,매매,980-21,63000,서울특별시 강서구 화곡동,202506,개인
강서월드메르디앙,84,매매,659-1,87000,서울특별시 강서구 내발산동,202506,개인
강서한강월드메르디앙,84,매매,1462,97500,서울특별시 강서구 가양동,202506,개인
강서한강자이,59,매매,1500,116950,서울특별시 강서구 가양동,202506,개인
강서한강자이,84,매매,1500,141500,서울특별시 강서구 가양동,202506,개인
강서한강자이,124,매매,1500,168000,서울특별시 강서구 가양동,202506,개인
강서힐스테이트,59,매매,1165,114700,서울특별시 강서구 화곡동,202506,개인
강서힐스테이트,84,매매,1165,134000,서울특별시 강서구 화곡동,202506,개인
강서힐스테이트,128,매매,1165,157000,서울특별시 강서구 화곡동,202506,개인
강서힐스테이트,152,매매,1165,164750,서울특별시 강서구 화곡동,202506,개인
강일리버파크10단지,84,매매,695,110000,서울특별시 강동구 강일동,202506,개인
강일리버파크10단지,114,매매,695,138500,서울특별시 강동구 강일동,202506,개인
강일리버파크1단지,84,매매,665,96167,서울특별시 강동구 강일동,202506,개인
강일리버파크3단지,59,매매,674,92500,서울특별시 강동구 강일동,202506,개인
강일리버파크3단지,84,매매,674,97000,서울특별시 강동구 강일동,202506,개인
강일리버파크4단지,84,매매,673,110000,서울특별시 강동구 강일동,202506,개인
강일리버파크5단지,84,매매,670,103400,서울특별시 강동구 강일동,202506,개인
강일리버파크6단지,84,매매,684,102650,서울특별시 강동구 강일동,202506,개인
강일리버파크7단지,59,매매,686,86700,서울특별시 강동구 강일동,202506,개인
강일리버파크7단지,84,매매,686,73000,서울특별시 강동구 강일동,202506,개인
강일리버파크8단지,84,매매,701,110000,서울특별시 강동구 강일동,202506,개인
강촌,59,매매,402,190000,서울특별시 용산구 이촌동,202506,개인
강촌,84,매매,402,261000,서울특별시 용산구 이촌동,202506,개인
강촌,114,매매,402,277000,서울특별시 용산구 이촌동,202506,개인
개나리SK뷰,84,매매,716-3,345000,서울특별시 강남구 역삼동,202506,개인
개나리래미안,129,매매,754,360000,서울특별시 강남구 역삼동,202506,개인
개나리푸르지오,84,매매,755-1,330000,서울특별시 강남구 역삼동,202506,개인
개봉동현대아이파크,59,매매,489,80200,서울특별시 구로구 개봉동,202506,개인
개봉동현대아이파크,84,매매,489,89250,서울특별시 구로구 개봉동,202506,개인
개봉푸르지오,59,매매,492,75375,서울특별시 구로구 개봉동,202506,개인
개봉푸르지오,71,매매,492,82167,서울특별시 구로구 개봉동,202506,개인
개봉푸르지오,84,매매,492,86688,서울특별시 구로구 개봉동,202506,개인
개인택시주택조합(미성아파트),55,매매,1-41,33550,서울특별시 중랑구 면목동,202506,개인
개포2차현대아파트(220),77,매매,655-2,203000,서울특별시 강남구 개포동,202506,개인
개포더샵트리에,105,매매,651-1,289000,서울특별시 강남구 개포동,202506,개인
개포더샵트리에,108,매매,651-1,286000,서울특별시 강남구 개포동,202506,개인
개포래미안포레스트,49,매매,1282,230000,서울특별시 강남구 개포동,202506,개인
개포래미안포레스트,59,매매,1282,255000,서울특별시 강남구 개포동,202506,개인
개포래미안포레스트,74,매매,1282,291100,서울특별시 강남구 개포동,202506,개인
개포래미안포레스트,84,매매,1282,317000,서울특별시 강남구 개포동,202506,개인
개포우성1,158,매매,503,620000,서울특별시 강남구 대치동,202506,개인
개포우성2,127,매매,500,526667,서울특별시 강남구 대치동,202506,개인
개포우성3차,161,매매,652,400000,서울특별시 강남구 개포동,202506,개인
개포자이프레지던스,59,매매,1284,289000,서울특별시 강남구 개포동,202506,개인
개포자이프레지던스,78,매매,1284,360000,서울특별시 강남구 개포동,202506,개인
개포자이프레지던스,84,매매,1284,374000,서울특별시 강남구 개포동,202506,개인
개포자이프레지던스,102,매매,1284,475000,서울특별시 강남구 개포동,202506,개인
개포자이프레지던스,114,매매,1284,520000,서울특별시 강남구 개포동,202506,개인
개포주공5단지,53,매매,187,293333,서울특별시 강남구 개포동,202506,개인
개포주공5단지,61,매매,187,338250,서울특별시 강남구 개포동,202506,개인
개포주공5단지,74,매매,187,340800,서울특별시 강남구 개포동,202506,개인
개포주공5단지,83,매매,187,340250,서울특별시 강남구 개포동,202506,개인
개포주공7단지,53,매매,185,295000,서울특별시 강남구 개포동,202506,개인
개포주공7단지,73,매매,185,334750,서울특별시 강남구 개포동,202506,개인
개포한신,82,매매,615-1,227000,서울특별시 강남구 일원동,202506,개인
개포한신,107,매매,615-1,254750,서울특별시 강남구 일원동,202506,개인
개포현대200동,82,매매,655-1,235000,서울특별시 강남구 개포동,202506,개인
개화,101,매매,819,80000,서울특별시 강서구 방화동,202506,개인
개화,133,매매,819,89000,서울특별시 강서구 방화동,202506,개인
갤러리아팰리스,151,매매,40,280000,서울특별시 송파구 잠실동,202506,개인
갤러리아팰리스,163,매매,40,342000,서울특별시 송파구 잠실동,202506,개인
거성파스텔,84,매매,90-1,108833,서울특별시 영등포구 양평동3가,202506,개인
거성푸르뫼,59,매매,60-101,41750,서울특별시 구로구 개봉동,202506,개인
거여1단지,39,매매,290,60400,서울특별시 송파구 거여동,202506,개인
거여1단지,49,매매,290,81250,서울특별시 송파구 거여동,202506,개인
거여1단지,59,매매,290,81500,서울특별시 송파구 거여동,202506,개인
거여2단지효성아파트,101,매매,291,130000,서울특별시 송파구 거여동,202506,개인
거여4단지,39,매매,293,63150,서울특별시 송파구 거여동,202506,개인
거여4단지,49,매매,293,82000,서울특별시 송파구 거여동,202506,개인
거여4단지,59,매매,293,92000,서울특별시 송파구 거여동,202506,개인
거여5단지,59,매매,294,82757,서울특별시 송파구 거여동,202506,개인
거장메카,48,매매,91-3,58200,서울특별시 은평구 응암동,202506,개인
건영,32,매매,414,55600,서울특별시 동작구 상도동,202506,개인
건영,45,매매,271-3,41000,서울특별시 노원구 하계동,202506,개인
건영,53,매매,271-3,49733,서울특별시 노원구 하계동,202506,개인
건영,59,매매,90,78650,서울특별시 성동구 송정동,202506,개인
건영,74,매매,271-3,71600,서울특별시 노원구 하계동,202506,개인
건영,84,매매,271-3,75000,서울특별시 노원구 하계동,202506,개인
건영,84,매매,47-1,47900,서울특별시 구로구 개봉동,202506,개인
건영,84,매매,90,90167,서울특별시 성동구 송정동,202506,개인
건영,110,매매,90,106000,서울특별시 성동구 송정동,202506,개인
건영,114,매매,414,117750,서울특별시 동작구 상도동,202506,개인
건영(103동-106동),84,매매,324,108880,서울특별시 동작구 노량진동,202506,개인
건영(103동-106동),114,매매,324,117500,서울특별시 동작구 노량진동,202506,개인
건영1,74,매매,746-43,60000,서울특별시 관악구 신림동,202506,개인
건영1,84,매매,1,66500,서울특별시 중랑구 상봉동,202506,개인
건영2,75,매매,515-2,69000,서울특별시 노원구 중계동,202506,개인
건영2,84,매매,515-2,75400,서울특별시 노원구 중계동,202506,개인
건영2차,57,매매,785,58000,서울특별시 중랑구 신내동,202506,개인
건영2차,74,매매,785,69600,서울특별시 중랑구 신내동,202506,개인
건영2차아파트,57,매매,63,55000,서울특별시 중랑구 상봉동,202506,개인
건영2차아파트,84,매매,63,72880,서울특별시 중랑구 상봉동,202506,개인
건영3,84,매매,360-15,116891,서울특별시 노원구 중계동,202506,개인
건영6,59,매매,1701,69167,서울특별시 관악구 봉천동,202506,개인
건영캐스빌,84,매매,499,84000,서울특별시 중랑구 상봉동,202506,개인
경남,50,매매,505,49650,서울특별시 노원구 중계동,202506,개인
경남,59,매매,641,94333,서울특별시 광진구 자양동,202506,개인
경남,59,매매,67-1,92500,서울특별시 영등포구 신길동,202506,개인
경남,59,매매,967,186000,서울특별시 강남구 도곡동,202506,개인
경남,74,매매,505,69000,서울특별시 노원구 중계동,202506,개인
경남,84,매매,67-1,97700,서울특별시 영등포구 신길동,202506,개인
경남,84,매매,967,209000,서울특별시 강남구 도곡동,202506,개인
경남(2차),122,매매,118-9,170000,서울특별시 서대문구 북아현동,202506,개인
경남1,123,매매,649,370000,서울특별시 강남구 개포동,202506,개인
경남1,166,매매,649,420000,서울특별시 강남구 개포동,202506,개인
경남2,59,매매,306,52300,서울특별시 구로구 고척동,202506,개인
경남2,84,매매,306,64500,서울특별시 구로구 고척동,202506,개인
경남교수,84,매매,710,113000,서울특별시 동작구 신대방동,202506,개인
경남논현,59,매매,274,113000,서울특별시 강남구 논현동,202506,개인
경남아너스빌,59,매매,1529,70050,서울특별시 중랑구 면목동,202506,개인
경남아너스빌,59,매매,46-1,96125,서울특별시 영등포구 영등포동7가,202506,개인
경남아너스빌,59,매매,51-1,80000,서울특별시 영등포구 양평동4가,202506,개인
경남아너스빌,59,매매,55-1,73500,서울특별시 영등포구 양평동3가,202506,개인
경남아너스빌,59,매매,666-28,85000,서울특별시 광진구 자양동,202506,개인
경남아너스빌,70,매매,51-1,83000,서울특별시 영등포구 양평동4가,202506,개인
경남아너스빌,84,매매,1307,129500,서울특별시 양천구 신정동,202506,개인
경남아너스빌,84,매매,344,63800,서울특별시 구로구 오류동,202506,개인
경남아너스빌,84,매매,46-1,106140,서울특별시 영등포구 영등포동7가,202506,개인
경남아너스빌,84,매매,512,123000,서울특별시 동작구 대방동,202506,개인
경남아너스빌,84,매매,55-1,91000,서울특별시 영등포구 양평동3가,202506,개인
경남아너스빌,84,매매,597,74000,서울특별시 노원구 중계동,202506,개인
경남아너스빌,84,매매,666-28,103625,서울특별시 광진구 자양동,202506,개인
경남아너스빌,95,매매,1307,128000,서울특별시 양천구 신정동,202506,개인
경남아너스빌,96,매매,1307,157667,서울특별시 양천구 신정동,202506,개인
경남아너스빌,103,매매,1307,144000,서울특별시 양천구 신정동,202506,개인
경남아너스빌,114,매매,46-1,128250,서울특별시 영등포구 영등포동7가,202506,개인
경남아너스빌,127,매매,1455-9,208000,서울특별시 서초구 서초동,202506,개인
경남아너스빌(1356-0),59,매매,1356,66000,서울특별시 강북구 미아동,202506,개인
경남아너스빌(1356-0),84,매매,1356,76500,서울특별시 강북구 미아동,202506,개인
경남아너스빌1차,84,매매,1134,99700,서울특별시 동작구 사당동,202506,개인
경남아너스빌1차,114,매매,1134,108000,서울특별시 동작구 사당동,202506,개인
경남아너스빌2차,84,매매,1135,90500,서울특별시 동작구 사당동,202506,개인
경남아파트,59,매매,820-12,44500,서울특별시 금천구 시흥동,202506,개인
경동윈츠리버,56,매매,484,96000,서울특별시 동작구 본동,202506,개인
경동윈츠리버,79,매매,484,113167,서울특별시 동작구 본동,202506,개인
경서,37,매매,205-44,31000,서울특별시 중구 남창동,202506,개인
경성B,44,매매,779-65,18000,서울특별시 구로구 구로동,202506,개인
경원파발리안,67,매매,93-8,55000,서울특별시 은평구 응암동,202506,개인
경지Arium,14,매매,413-11,17800,서울특별시 강동구 길동,202506,개인
경향파크,84,매매,162-1,46800,서울특별시 은평구 구산동,202506,개인
