단지명,전용면적(㎡),거래구분,번지,평균 거래금액(만원),시군구,계약년월,건축년도
길음역금호어울림센터힐,84,매매,643,104000,서울특별시 성북구 돈암동,202506,개인
길음현대,32,매매,1277,35000,서울특별시 성북구 길음동,202506,개인
길음현대,59,매매,1277,60000,서울특별시 성북구 길음동,202506,개인
길훈,49,매매,341-1,31000,서울특별시 양천구 신월동,202506,개인
길훈,65,매매,1565,52000,서울특별시 강서구 마곡동,202506,개인
까치마을,34,매매,746,96000,서울특별시 강남구 수서동,202506,개인
까치마을,39,매매,746,106944,서울특별시 강남구 수서동,202506,개인
까치마을,49,매매,746,146100,서울특별시 강남구 수서동,202506,개인
꿈의숲SKVIEW,59,매매,949,75250,서울특별시 노원구 월계동,202506,개인
꿈의숲SKVIEW,84,매매,949,85750,서울특별시 노원구 월계동,202506,개인
꿈의숲대명루첸아파트,59,매매,317,75500,서울특별시 성북구 장위동,202506,개인
꿈의숲대명루첸아파트,84,매매,317,89812,서울특별시 성북구 장위동,202506,개인
꿈의숲대명루첸아파트,122,매매,317,99500,서울특별시 성북구 장위동,202506,개인
꿈의숲롯데캐슬,59,매매,4,78500,서울특별시 강북구 미아동,202506,개인
꿈의숲롯데캐슬,84,매매,4,90167,서울특별시 강북구 미아동,202506,개인
꿈의숲아이파크,59,매매,323,101286,서울특별시 성북구 장위동,202506,개인
꿈의숲아이파크,84,매매,323,120583,서울특별시 성북구 장위동,202506,개인
꿈의숲코오롱하늘채,84,매매,319,101500,서울특별시 성북구 장위동,202506,개인
꿈의숲푸르지오,59,매매,228,72643,서울특별시 성북구 하월곡동,202506,개인
꿈의숲푸르지오,84,매매,228,82750,서울특별시 성북구 하월곡동,202506,개인
꿈의숲해링턴플레이스,59,매매,1369,79786,서울특별시 강북구 미아동,202506,개인
꿈의숲해링턴플레이스,84,매매,1369,88325,서울특별시 강북구 미아동,202506,개인
꿈의숲해링턴플레이스,99,매매,1369,97000,서울특별시 강북구 미아동,202506,개인
나성,59,매매,635-6,59500,서울특별시 강서구 등촌동,202506,개인
낙성대현대(296),59,매매,296,78700,서울특별시 관악구 봉천동,202506,개인
낙성대현대아파트,84,매매,179-58,79750,서울특별시 관악구 봉천동,202506,개인
낙성대현대홈타운,114,매매,1713,111450,서울특별시 관악구 봉천동,202506,개인
남가좌동현대,59,매매,376,74479,서울특별시 서대문구 남가좌동,202506,개인
남가좌동현대,73,매매,376,89500,서울특별시 서대문구 남가좌동,202506,개인
남가좌동현대,84,매매,376,92875,서울특별시 서대문구 남가좌동,202506,개인
남가좌동현대,114,매매,376,105500,서울특별시 서대문구 남가좌동,202506,개인
남광아파트,32,매매,920-15,23300,서울특별시 강서구 화곡동,202506,개인
남광아파트,45,매매,917-5,26750,서울특별시 강서구 화곡동,202506,개인
남산대림,59,매매,729,147333,서울특별시 용산구 이태원동,202506,개인
남산대림,84,매매,729,177000,서울특별시 용산구 이태원동,202506,개인
남산대림,149,매매,729,270000,서울특별시 용산구 이태원동,202506,개인
남산타운,59,매매,844,114425,서울특별시 중구 신당동,202506,개인
남산타운,84,매매,844,140056,서울특별시 중구 신당동,202506,개인
남산타운,114,매매,844,159611,서울특별시 중구 신당동,202506,개인
남서울,42,매매,3002,98000,서울특별시 영등포구 신길동,202506,개인
남서울,48,매매,3002,101107,서울특별시 영등포구 신길동,202506,개인
남서울건영2,41,매매,384-12,31900,서울특별시 금천구 시흥동,202506,개인
남서울건영2,61,매매,384-12,43067,서울특별시 금천구 시흥동,202506,개인
남서울힐스테이트,59,매매,1026,78029,서울특별시 금천구 시흥동,202506,개인
남서울힐스테이트,84,매매,1026,93780,서울특별시 금천구 시흥동,202506,개인
남서울힐스테이트,113,매매,1026,114783,서울특별시 금천구 시흥동,202506,개인
남서울힐스테이트,115,매매,1026,112000,서울특별시 금천구 시흥동,202506,개인
남성,58,매매,35,74900,서울특별시 영등포구 문래동2가,202506,개인
남성골든빌A동B동,45,매매,212-3,47200,서울특별시 동작구 사당동,202506,개인
남양,83,매매,457,66500,서울특별시 서대문구 홍제동,202506,개인
남해오네뜨,59,매매,1143,71750,서울특별시 동작구 사당동,202506,개인
내츄럴1차,70,매매,695,55000,서울특별시 강서구 내발산동,202506,개인
네르비,81,매매,161-8,74000,서울특별시 은평구 증산동,202506,개인
네스코수피아아파트,46,매매,602-28,64500,서울특별시 관악구 남현동,202506,개인
네오빌,84,매매,339-7,49000,서울특별시 동대문구 장안동,202506,개인
노량진맨션,72,매매,227-5,161000,서울특별시 동작구 노량진동,202506,개인
노블스톤,96,매매,1072-50,58500,서울특별시 관악구 남현동,202506,개인
노원IPARK,131,매매,1318,91700,서울특별시 노원구 상계동,202506,개인
노원IPARK,145,매매,1318,81250,서울특별시 노원구 상계동,202506,개인
노원롯데캐슬시그니처,59,매매,1410,83967,서울특별시 노원구 상계동,202506,개인
노원롯데캐슬시그니처,84,매매,1410,107960,서울특별시 노원구 상계동,202506,개인
노원센트럴푸르지오,59,매매,1355,82750,서울특별시 노원구 상계동,202506,개인
노원센트럴푸르지오,84,매매,1355,103000,서울특별시 노원구 상계동,202506,개인
노원센트럴푸르지오,104,매매,1355,140000,서울특별시 노원구 상계동,202506,개인
노원프레미어스엠코,84,매매,670-20,88000,서울특별시 노원구 공릉동,202506,개인
노원현대,84,매매,359,69500,서울특별시 노원구 상계동,202506,개인
녹번2현대,84,매매,278-1,76500,서울특별시 은평구 녹번동,202506,개인
녹번JR아파트,59,매매,280-1,62000,서울특별시 은평구 녹번동,202506,개인
녹번역e편한세상캐슬,44,매매,769,87000,서울특별시 은평구 응암동,202506,개인
녹번역e편한세상캐슬,59,매매,769,108629,서울특별시 은평구 응암동,202506,개인
녹번역e편한세상캐슬,84,매매,769,127750,서울특별시 은평구 응암동,202506,개인
녹번역e편한세상캐슬,99,매매,769,147667,서울특별시 은평구 응암동,202506,개인
녹번역e편한세상캐슬,114,매매,769,161000,서울특별시 은평구 응암동,202506,개인
녹번역센트레빌,84,매매,762,87000,서울특별시 은평구 응암동,202506,개인
녹번타워,44,매매,160-3,59180,서울특별시 은평구 녹번동,202506,법인
녹번타워,48,매매,160-3,65507,서울특별시 은평구 녹번동,202506,법인
녹번타워,49,매매,160-3,65393,서울특별시 은평구 녹번동,202506,법인
녹천역두산위브아파트,84,매매,950,72000,서울특별시 노원구 월계동,202506,개인
논현동월드메르디앙,115,매매,212-13,150000,서울특별시 강남구 논현동,202506,개인
논현동한화꿈에그린,67,매매,205-2,101000,서울특별시 강남구 논현동,202506,개인
논현베르빌,111,매매,214-2,141000,서울특별시 강남구 논현동,202506,개인
뉴목동,84,매매,1052-29,73000,서울특별시 양천구 신정동,202506,개인
늘푸른,50,매매,123-73,126100,서울특별시 서대문구 북아현동,202506,개인
늘푸른동아,59,매매,715,65600,서울특별시 중랑구 면목동,202506,개인
늘푸른동아,84,매매,715,70000,서울특별시 중랑구 면목동,202506,개인
늘푸른동아,114,매매,715,87000,서울특별시 중랑구 면목동,202506,개인
다성시티아파트,84,매매,358-4,85000,서울특별시 강동구 천호동,202506,개인
다성씨티아파트,79,매매,53-9,64000,서울특별시 강동구 천호동,202506,개인
다성이즈빌,23,매매,456-4,32500,서울특별시 강동구 길동,202506,개인
다성이즈빌,25,매매,551-4,18700,서울특별시 강동구 성내동,202506,개인
다성이즈빌,58,매매,459-1,66300,서울특별시 강동구 암사동,202506,개인
다성이즈빌,84,매매,348-4,65000,서울특별시 강동구 길동,202506,개인
다성이즈빌(349-1),18,매매,349-1,13400,서울특별시 강동구 길동,202506,개인
다성이즈빌(387-4),22,매매,387-4,28000,서울특별시 강동구 길동,202506,개인
다성이즈빌아파트,37,매매,434-13,48000,서울특별시 강동구 성내동,202506,개인
다성이즈빌아파트,54,매매,434-13,67000,서울특별시 강동구 성내동,202506,개인
다성이즈빌아파트(55-25),84,매매,55-25,70000,서울특별시 강동구 천호동,202506,개인
다솜금호,59,매매,43-4,44500,서울특별시 구로구 구로동,202506,개인
다온아파트,47,매매,256-28,54600,서울특별시 동작구 상도동,202506,개인
다우훼밀리,59,매매,796,49600,서울특별시 중랑구 신내동,202506,개인
다청림(356),38,매매,356,28000,서울특별시 구로구 오류동,202506,개인
답십리대우,59,매매,111,81000,서울특별시 동대문구 답십리동,202506,개인
답십리엘림퍼스트,52,매매,1015,69700,서울특별시 동대문구 답십리동,202506,개인
답십리청솔우성,59,매매,80,73300,서울특별시 동대문구 답십리동,202506,개인
답십리청솔우성,84,매매,80,83575,서울특별시 동대문구 답십리동,202506,개인
답십리청솔우성,114,매매,80,88000,서울특별시 동대문구 답십리동,202506,개인
답십리파크자이,49,매매,1014,91767,서울특별시 동대문구 답십리동,202506,개인
답십리파크자이,59,매매,1014,114500,서울특별시 동대문구 답십리동,202506,개인
답십리파크자이,84,매매,1014,124000,서울특별시 동대문구 답십리동,202506,개인
닷컴캐슬,72,매매,449-28,50700,서울특별시 동작구 사당동,202506,개인
닷컴힐즈(1653-3),49,매매,1653-3,71700,서울특별시 관악구 봉천동,202506,개인
당산2가현대홈타운,82,매매,164,122389,서울특별시 영등포구 당산동2가,202506,개인
당산계룡리슈빌2단지,40,매매,566,69500,서울특별시 영등포구 당산동3가,202506,개인
당산계룡리슈빌3단지,49,매매,565,78400,서울특별시 영등포구 당산동3가,202506,개인
당산금호어울림,59,매매,95,113000,서울특별시 영등포구 당산동4가,202506,개인
당산금호어울림,84,매매,95,124500,서울특별시 영등포구 당산동4가,202506,개인
당산금호어울림,116,매매,95,143000,서울특별시 영등포구 당산동4가,202506,개인
당산대우,31,매매,16-1,38333,서울특별시 영등포구 당산동2가,202506,개인
당산대우,45,매매,16-1,50000,서울특별시 영등포구 당산동2가,202506,개인
당산롯데캐슬프레스티지,84,매매,99,163833,서울특별시 영등포구 당산동4가,202506,개인
당산반도유보라팰리스,84,매매,96,139500,서울특별시 영등포구 당산동4가,202506,개인
당산삼성2차,59,매매,94-1,102000,서울특별시 영등포구 당산동4가,202506,개인
당산삼성2차,84,매매,94-1,124500,서울특별시 영등포구 당산동4가,202506,개인
당산삼성래미안4차,84,매매,42,184000,서울특별시 영등포구 당산동5가,202506,개인
당산삼성래미안4차,115,매매,42,218667,서울특별시 영등포구 당산동5가,202506,개인
당산삼성래미안4차,133,매매,42,215000,서울특별시 영등포구 당산동5가,202506,개인
당산삼성래미안4차,161,매매,42,214000,서울특별시 영등포구 당산동5가,202506,개인
당산센트럴아이파크,59,매매,43,174500,서울특별시 영등포구 당산동5가,202506,개인
당산센트럴아이파크,71,매매,43,180000,서울특별시 영등포구 당산동5가,202506,개인
당산센트럴아이파크,114,매매,43,240000,서울특별시 영등포구 당산동5가,202506,개인
당산어울림2차,84,매매,563,112400,서울특별시 영등포구 당산동3가,202506,개인
당산푸르지오,59,매매,91,135000,서울특별시 영등포구 영등포동8가,202506,개인
당산푸르지오,84,매매,91,140112,서울특별시 영등포구 영등포동8가,202506,개인
당산현대3차,59,매매,88,109500,서울특별시 영등포구 당산동4가,202506,개인
당산현대3차,73,매매,88,123000,서울특별시 영등포구 당산동4가,202506,개인
당산현대3차,84,매매,88,136250,서울특별시 영등포구 당산동4가,202506,개인
당산현대5차,59,매매,30-1,129000,서울특별시 영등포구 당산동4가,202506,개인
당산현대5차,84,매매,30-1,139000,서울특별시 영등포구 당산동4가,202506,개인
당산현대5차,114,매매,30-1,151500,서울특별시 영등포구 당산동4가,202506,개인
당산효성1차,59,매매,12,120250,서울특별시 영등포구 당산동5가,202506,개인
당산효성1차,84,매매,12,140000,서울특별시 영등포구 당산동5가,202506,개인
당산효성1차,134,매매,12,170000,서울특별시 영등포구 당산동5가,202506,개인
당산효성타운2차,84,매매,13,152733,서울특별시 영등포구 당산동5가,202506,개인
대경아르체,65,매매,550,82050,서울특별시 은평구 갈현동,202506,법인
대광,61,매매,136-1,21500,서울특별시 성북구 안암동3가,202506,개인
대교,95,매매,41,318000,서울특별시 영등포구 여의도동,202506,개인
대교,133,매매,41,325333,서울특별시 영등포구 여의도동,202506,개인
대덕트윈빌,59,매매,1028,52000,서울특별시 금천구 독산동,202506,개인
대덕트윈빌,96,매매,1028,68000,서울특별시 금천구 독산동,202506,개인
대동,59,매매,784-1,98780,서울특별시 광진구 자양동,202506,개인
대동,84,매매,784-1,130500,서울특별시 광진구 자양동,202506,개인
대동,84,매매,925,50000,서울특별시 노원구 월계동,202506,개인
대동황토방,60,매매,1284,57000,서울특별시 노원구 상계동,202506,개인
대동황토방,84,매매,631-9,89000,서울특별시 강서구 등촌동,202506,개인
대동황토방,114,매매,1284,79000,서울특별시 노원구 상계동,202506,개인
대림,59,매매,808,70800,서울특별시 동대문구 답십리동,202506,개인
대림,84,매매,2,157000,서울특별시 송파구 오금동,202506,개인
대림,84,매매,217,170750,서울특별시 송파구 방이동,202506,개인
대림,84,매매,333,110333,서울특별시 양천구 신정동,202506,개인
대림,84,매매,70-19,120000,서울특별시 송파구 가락동,202506,개인
대림,84,매매,700,71000,서울특별시 서대문구 연희동,202506,개인
대림,84,매매,960,237000,서울특별시 강남구 도곡동,202506,개인
대림,93,매매,695,76033,서울특별시 노원구 상계동,202506,개인
대림,99,매매,70-19,129000,서울특별시 송파구 가락동,202506,개인
대림,125,매매,2,200000,서울특별시 송파구 오금동,202506,개인
대림,130,매매,57,175000,서울특별시 서초구 우면동,202506,개인
대림(169-8),59,매매,169-8,111000,서울특별시 동작구 사당동,202506,개인
대림(169-8),84,매매,169-8,131333,서울특별시 동작구 사당동,202506,개인
대림(169-8),125,매매,169-8,146767,서울특별시 동작구 사당동,202506,개인
대림(1차),63,매매,100,142000,서울특별시 성동구 응봉동,202506,개인
대림(1차),113,매매,100,220000,서울특별시 성동구 응봉동,202506,개인
대림(1차),126,매매,100,169000,서울특별시 성동구 응봉동,202506,개인
대림(2차),59,매매,97,115000,서울특별시 성동구 응봉동,202506,개인
대림(2차),84,매매,97,96500,서울특별시 성동구 응봉동,202506,개인
대림1,59,매매,642,92562,서울특별시 구로구 신도림동,202506,개인
대림1,84,매매,496,109000,서울특별시 마포구 망원동,202506,개인
대림1,84,매매,642,114000,서울특별시 구로구 신도림동,202506,개인
대림1,101,매매,642,125000,서울특별시 구로구 신도림동,202506,개인
대림2,59,매매,642,86420,서울특별시 구로구 신도림동,202506,개인
대림2,84,매매,497,118833,서울특별시 마포구 망원동,202506,개인
대림2,84,매매,642,119200,서울특별시 구로구 신도림동,202506,개인
대림2,101,매매,642,123500,서울특별시 구로구 신도림동,202506,개인
대림2차,118,매매,501,174950,서울특별시 마포구 용강동,202506,개인
대림e-편한세상,59,매매,225,85500,서울특별시 동대문구 이문동,202506,개인
대림e-편한세상,59,매매,347,122125,서울특별시 성동구 행당동,202506,개인
대림e-편한세상,79,매매,225,91500,서울특별시 동대문구 이문동,202506,개인
대림e-편한세상,84,매매,1303,85000,서울특별시 양천구 신정동,202506,개인
대림e-편한세상,84,매매,347,136900,서울특별시 성동구 행당동,202506,개인
대림e-편한세상,114,매매,225,100500,서울특별시 동대문구 이문동,202506,개인
대림e-편한세상,114,매매,347,153750,서울특별시 성동구 행당동,202506,개인
대림e-편한세상2,84,매매,546,61900,서울특별시 은평구 구산동,202506,개인
대림e-편한세상4,84,매매,646,158500,서울특별시 구로구 신도림동,202506,개인
대림e-편한세상4,117,매매,646,183375,서울특별시 구로구 신도림동,202506,개인
대림e-편한세상6,84,매매,648,114500,서울특별시 구로구 신도림동,202506,개인
대림e-편한세상7,84,매매,649,124667,서울특별시 구로구 신도림동,202506,개인
대림e-편한세상7,116,매매,649,144000,서울특별시 구로구 신도림동,202506,개인
대림e편한세상,75,매매,561-1,91000,서울특별시 강서구 등촌동,202506,개인
대림e편한세상,84,매매,361-1,67400,서울특별시 강서구 화곡동,202506,개인
대림e편한세상,110,매매,361-1,79000,서울특별시 강서구 화곡동,202506,개인
대림강변타운,59,매매,15,131000,서울특별시 성동구 응봉동,202506,개인
대림강변타운,84,매매,15,152000,서울특별시 성동구 응봉동,202506,개인
대림강변타운,114,매매,15,208333,서울특별시 성동구 응봉동,202506,개인
대림경동아파트,131,매매,1474,133000,서울특별시 강서구 가양동,202506,개인
대림벽산(363),114,매매,363,118250,서울특별시 노원구 중계동,202506,개인
대림아르빌,84,매매,1273,69700,서울특별시 구로구 구로동,202506,개인
대림아크로빌,165,매매,324-7,173000,서울특별시 양천구 신정동,202506,개인
대림아크로빌,172,매매,467-6,377000,서울특별시 강남구 도곡동,202506,개인
대림아크로빌,174,매매,324-7,186000,서울특별시 양천구 신정동,202506,개인
대림아파트,59,매매,501,106300,서울특별시 동작구 대방동,202506,개인
대림아파트,84,매매,411,82900,서울특별시 동작구 상도동,202506,개인
대림아파트,84,매매,501,149000,서울특별시 동작구 대방동,202506,개인
대림아파트,134,매매,501,167000,서울특별시 동작구 대방동,202506,개인
대림아파트,164,매매,501,184333,서울특별시 동작구 대방동,202506,개인
대림역삼,59,매매,761-10,167333,서울특별시 강남구 역삼동,202506,개인
대림역삼,84,매매,761-10,235000,서울특별시 강남구 역삼동,202506,개인
대방,37,매매,4312,23700,서울특별시 영등포구 신길동,202506,개인
대방1차e-편한세상,84,매매,508,140714,서울특별시 동작구 대방동,202506,개인
대방2차e-편한세상,131,매매,507,147000,서울특별시 동작구 대방동,202506,개인
대방동현대,59,매매,502,95500,서울특별시 동작구 대방동,202506,개인
대방동현대,84,매매,502,111333,서울특별시 동작구 대방동,202506,개인
대방전철,75,매매,1343,95000,서울특별시 영등포구 신길동,202506,개인
대상,59,매매,477,41800,서울특별시 구로구 개봉동,202506,개인
대상3,59,매매,491,65000,서울특별시 마포구 망원동,202506,개인
대상타운현대아파트,60,매매,720-1,64700,서울특별시 도봉구 방학동,202506,개인
대상타운현대아파트,84,매매,720-1,77000,서울특별시 도봉구 방학동,202506,개인
대상타운현대아파트,101,매매,720-1,80000,서울특별시 도봉구 방학동,202506,개인
"대성3,4호(379-58,나동)",68,매매,379-58,21800,서울특별시 강서구 화곡동,202506,개인
대성아파트,49,매매,540-2,59000,서울특별시 강남구 신사동,202506,개인
대성유니드,59,매매,825,93767,서울특별시 성동구 마장동,202506,개인
대성유니드,84,매매,1033,71500,서울특별시 양천구 신월동,202506,개인
대성유니드,84,매매,1641-3,188000,서울특별시 서초구 서초동,202506,개인
대성유니드(641-0),115,매매,641,48000,서울특별시 성북구 돈암동,202506,개인
대성유니드1차,59,매매,1198-23,55000,서울특별시 양천구 신정동,202506,개인
대성이태리하우스,151,매매,809,247000,서울특별시 용산구 한남동,202506,개인
대아2차아파트,84,매매,492-1,63000,서울특별시 노원구 공릉동,202506,개인
대아아파트1차,84,매매,740,64750,서울특별시 노원구 공릉동,202506,개인
대우,43,매매,1021,32667,서울특별시 성북구 정릉동,202506,개인
대우,59,매매,1021,49650,서울특별시 성북구 정릉동,202506,개인
대우,59,매매,296,58000,서울특별시 구로구 고척동,202506,개인
대우,59,매매,800,129000,서울특별시 성동구 금호동4가,202506,개인
대우,59,매매,804,55000,서울특별시 도봉구 창동,202506,개인
대우,84,매매,296,67000,서울특별시 구로구 고척동,202506,개인
대우,84,매매,342,62000,서울특별시 강북구 우이동,202506,개인
대우,84,매매,800,151960,서울특별시 성동구 금호동4가,202506,개인
대우,84,매매,804,69000,서울특별시 도봉구 창동,202506,개인
대우,96,매매,470,108000,서울특별시 강동구 고덕동,202506,개인
대우(효령),84,매매,1038,206500,서울특별시 서초구 방배동,202506,개인
대우2,84,매매,709,137000,서울특별시 성동구 성수동1가,202506,개인
대우디오빌,39,매매,720-25,35000,서울특별시 강남구 역삼동,202506,개인
대우디오슈페리움1단지,78,매매,856-5,82000,서울특별시 관악구 봉천동,202506,개인
대우디오슈페리움2단지,84,매매,856-1,85100,서울특별시 관악구 봉천동,202506,개인
대우메트로디오빌,29,매매,167,34000,서울특별시 마포구 신공덕동,202506,개인
대우미래사랑,29,매매,487,28200,서울특별시 마포구 서교동,202506,개인
대우미래사랑,34,매매,487,30500,서울특별시 마포구 서교동,202506,개인
대우월드마크마포,96,매매,173,167000,서울특별시 마포구 신공덕동,202506,개인
대우월드마크마포,113,매매,173,185000,서울특별시 마포구 신공덕동,202506,개인
대우월드마크마포,121,매매,173,183000,서울특별시 마포구 신공덕동,202506,개인
대우유로카운티,133,매매,420,141000,서울특별시 동작구 상도동,202506,개인
대우트럼프월드Ⅰ,104,매매,55-1,218000,서울특별시 영등포구 여의도동,202506,개인
대우트럼프월드Ⅰ,152,매매,55-1,247000,서울특별시 영등포구 여의도동,202506,개인
대우트럼프월드Ⅰ,178,매매,55-1,300000,서울특별시 영등포구 여의도동,202506,개인
대우트럼프월드Ⅰ,192,매매,55-1,320000,서울특별시 영등포구 여의도동,202506,개인
대우파크힐(쌍문동이안),84,매매,730,68500,서울특별시 도봉구 쌍문동,202506,개인
대우푸르지오,59,매매,739,79120,서울특별시 서대문구 연희동,202506,개인
대우푸르지오,84,매매,739,92000,서울특별시 서대문구 연희동,202506,개인
대우한강베네시티,114,매매,425-5,116500,서울특별시 강동구 천호동,202506,개인
대웅,52,매매,13-2,26000,서울특별시 도봉구 쌍문동,202506,개인
대원그린아파트,53,매매,444-31,31500,서울특별시 도봉구 방학동,202506,개인
대원칸타빌,79,매매,581,72000,서울특별시 중랑구 면목동,202506,개인
대원칸타빌,84,매매,453,134500,서울특별시 마포구 신수동,202506,개인
대원칸타빌2,84,매매,941,129900,서울특별시 양천구 목동,202506,개인
대원칸타빌2,119,매매,941,157500,서울특별시 양천구 목동,202506,개인
대일아이안(9-25),52,매매,9-25,49000,서울특별시 은평구 대조동,202506,개인
대주파크빌아파트,81,매매,751,67225,서울특별시 노원구 공릉동,202506,개인
대주피오레,59,매매,669-1,56800,서울특별시 은평구 응암동,202506,개인
대치SKVIEW,84,매매,1029,401000,서울특별시 강남구 대치동,202506,개인
대치SKVIEW,93,매매,1029,430000,서울특별시 강남구 대치동,202506,개인
대치르엘,84,매매,1030,360000,서울특별시 강남구 대치동,202506,개인
대치삼성,59,매매,1014-3,262000,서울특별시 강남구 대치동,202506,개인
대치삼성,84,매매,1014-3,313500,서울특별시 강남구 대치동,202506,개인
대치삼성,97,매매,1014-3,321000,서울특별시 강남구 대치동,202506,개인
대치삼성,109,매매,1014-3,359000,서울특별시 강남구 대치동,202506,개인
대치아이파크,84,매매,888,350000,서울특별시 강남구 대치동,202506,개인
대치아이파크,114,매매,888,448000,서울특별시 강남구 대치동,202506,개인
대치아이파크,119,매매,888,487500,서울특별시 강남구 대치동,202506,개인
"대치우성아파트1동,2동,3동,5동,6동,7동",115,매매,63,410000,서울특별시 강남구 대치동,202506,개인
대치푸르지오발라드,40,매매,176-2,106896,서울특별시 강남구 개포동,202506,개인
대치푸르지오써밋,84,매매,1032,351000,서울특별시 강남구 대치동,202506,개인
대치현대,59,매매,974,255000,서울특별시 강남구 대치동,202506,개인
대치현대,85,매매,974,266000,서울특별시 강남구 대치동,202506,개인
대치현대,114,매매,974,343000,서울특별시 강남구 대치동,202506,개인
대치효성,59,매매,988-4,184000,서울특별시 강남구 대치동,202506,개인
대치효성,84,매매,988-4,222667,서울특별시 강남구 대치동,202506,개인
대호아파트,59,매매,629,59000,서울특별시 은평구 불광동,202506,개인
대호아파트,84,매매,629,66000,서울특별시 은평구 불광동,202506,개인
대흥동태영아파트,59,매매,660,139340,서울특별시 마포구 대흥동,202506,개인
대흥동태영아파트,84,매매,660,180143,서울특별시 마포구 대흥동,202506,개인
대흥동태영아파트,114,매매,660,196000,서울특별시 마포구 대흥동,202506,개인
더?오데움(104동),110,매매,1472-1,179500,서울특별시 서초구 서초동,202506,개인
더갤러리테라스,55,매매,100-20,55000,서울특별시 관악구 봉천동,202506,개인
더메디치,106,매매,350,60000,서울특별시 구로구 오류동,202506,개인
더메디치,107,매매,350,68000,서울특별시 구로구 오류동,202506,개인
더샵둔촌포레,93,매매,30-4,170000,서울특별시 강동구 둔촌동,202506,개인
더샵둔촌포레,95,매매,30-4,153000,서울특별시 강동구 둔촌동,202506,개인
더샵스타리버,171,매매,11-8,228000,서울특별시 송파구 신천동,202506,개인
더샵스타시티,96,매매,227-7,187000,서울특별시 광진구 자양동,202506,개인
더샵스타시티,100,매매,227-7,185000,서울특별시 광진구 자양동,202506,개인
더샵스타시티,119,매매,227-7,221750,서울특별시 광진구 자양동,202506,개인
더샵스타시티,127,매매,227-7,221500,서울특별시 광진구 자양동,202506,개인
더샵스타시티,131,매매,227-7,230000,서울특별시 광진구 자양동,202506,개인
더샵스타시티,139,매매,227-7,254900,서울특별시 광진구 자양동,202506,개인
더샵스타시티,163,매매,227-7,256000,서울특별시 광진구 자양동,202506,개인
더샵파크솔레이유,59,매매,654,122000,서울특별시 강동구 둔촌동,202506,개인
더샵파크프레스티지,59,매매,4974,114500,서울특별시 영등포구 신길동,202506,개인
더샵파크프레스티지,84,매매,4974,133500,서울특별시 영등포구 신길동,202506,개인
더위일,58,매매,81-173,58000,서울특별시 은평구 응암동,202506,개인
더클래시,43,매매,804,132000,서울특별시 마포구 아현동,202506,개인
더클래시,59,매매,804,189588,서울특별시 마포구 아현동,202506,개인
더클래시,84,매매,804,236417,서울특별시 마포구 아현동,202506,개인
덕산,59,매매,148-1,42000,서울특별시 금천구 가산동,202506,개인
덕수궁롯데캐슬,82,매매,217,179000,서울특별시 중구 순화동,202506,개인
덕영드림,56,매매,1282,50000,서울특별시 구로구 구로동,202506,개인
덕영드림,70,매매,1282,69800,서울특별시 구로구 구로동,202506,개인
도곡1차아이파크,84,매매,543-7,249000,서울특별시 강남구 도곡동,202506,개인
도곡1차아이파크,130,매매,543-7,298500,서울특별시 강남구 도곡동,202506,개인
도곡렉슬,59,매매,527,258500,서울특별시 강남구 도곡동,202506,개인
도곡렉슬,119,매매,527,398000,서울특별시 강남구 도곡동,202506,개인
도곡렉슬,120,매매,527,410000,서울특별시 강남구 도곡동,202506,개인
도곡렉슬,134,매매,527,473333,서울특별시 강남구 도곡동,202506,개인
도곡쌍용예가,66,매매,933,214000,서울특별시 강남구 도곡동,202506,개인
도림두산베어스타워,109,매매,110-4,57500,서울특별시 구로구 구로동,202506,개인
도림청구,37,매매,221-1,38750,서울특별시 영등포구 도림동,202506,개인
도림청구,84,매매,221-1,81900,서울특별시 영등포구 도림동,202506,개인
도무스빌,136,매매,177,191500,서울특별시 송파구 방이동,202506,개인
도화동현대,54,매매,357,107125,서울특별시 마포구 도화동,202506,개인
도화동현대,68,매매,357,121000,서울특별시 마포구 도화동,202506,개인
도화동현대,79,매매,357,117900,서울특별시 마포구 도화동,202506,개인
도화동현대,112,매매,357,144000,서울특별시 마포구 도화동,202506,개인
도화동현대,128,매매,357,149500,서울특별시 마포구 도화동,202506,개인
도화현대,59,매매,547,106000,서울특별시 마포구 도화동,202506,개인
독립문극동(200-0),59,매매,200,101440,서울특별시 서대문구 현저동,202506,개인
독립문극동(200-0),84,매매,200,116000,서울특별시 서대문구 현저동,202506,개인
독립문극동(200-0),114,매매,200,138000,서울특별시 서대문구 현저동,202506,개인
독립문삼호,75,매매,100,99750,서울특별시 서대문구 영천동,202506,개인
독립문삼호,84,매매,100,103625,서울특별시 서대문구 영천동,202506,개인
독립문삼호,108,매매,100,119500,서울특별시 서대문구 영천동,202506,개인
독립문삼호,114,매매,100,124000,서울특별시 서대문구 영천동,202506,개인
독립문파크빌,59,매매,1019,62000,서울특별시 서대문구 현저동,202506,개인
독산동중앙하이츠빌,84,매매,1140,71367,서울특별시 금천구 독산동,202506,개인
독산동한양수자인,68,매매,1144,69775,서울특별시 금천구 독산동,202506,개인
독산주공14단지,38,매매,1088,30333,서울특별시 금천구 독산동,202506,개인
독산주공14단지,44,매매,1088,36583,서울특별시 금천구 독산동,202506,개인
독산주공14단지,59,매매,1088,49500,서울특별시 금천구 독산동,202506,개인
