단지명,거래구분,전용면적(㎡),시군구,번지,계약년월,건축년도,평균 보증금(만원),평균 월세금(만원)
강변래미안,전세,79,서울특별시 영등포구 당산동,376,202503,2002,60333,0
용산데시앙포레,월세,59,서울특별시 용산구 효창동,288,202503,2022,50000,80
남광아파트(1131-11),전세,84,서울특별시 강서구 화곡동,1131-11,202503,2003,26000,0
우장산역해링턴타워,월세,43,서울특별시 강서구 화곡동,1170,202503,2021,8813,61
화곡예다움,전세,84,서울특별시 강서구 화곡동,461-4,202503,2005,36500,0
두산,전세,84,서울특별시 성동구 행당동,345,202503,1997,55500,0
북한산아이파크5차,전세,119,서울특별시 도봉구 창동,825,202503,2004,61667,0
삼익,전세,123,서울특별시 영등포구 여의도동,51,202503,1974,88000,0
상암월드컵파크1단지,월세,49,서울특별시 마포구 상암동,1634,202503,2003,5146,11
시범,월세,79,서울특별시 영등포구 여의도동,50,202503,1971,4000,140
진주,전세,48,서울특별시 영등포구 여의도동,54,202503,1977,43000,0
하이펠리스,월세,17,서울특별시 금천구 가산동,143-3,202503,2021,1000,85
고덕리엔파크3단지,전세,114,서울특별시 강동구 상일동,490,202503,2011,27023,0
신성미소지움,월세,84,서울특별시 성동구 마장동,822,202503,2004,18000,130
우성,전세,51,서울특별시 강동구 천호동,19-1,202503,1985,20000,0
고덕아르테온,전세,84,서울특별시 강동구 상일동,519,202503,2020,81750,0
동아청솔,전세,59,서울특별시 도봉구 창동,808,202503,1997,33500,0
고덕자이,전세,59,서울특별시 강동구 상일동,521,202503,2021,56333,0
고덕자이,월세,84,서울특별시 강동구 상일동,521,202503,2021,35556,161
강동리엔파크11단지,월세,17,서울특별시 강동구 상일동,36-3,202503,2021,6302,16
래미안목동아델리체(101동~118동),전세,84,서울특별시 양천구 신정동,1326,202503,2021,83600,0
센트라스,월세,84,서울특별시 성동구 하왕십리동,1070,202503,2016,51250,161
텐즈힐(1단지),월세,84,서울특별시 성동구 하왕십리동,1066,202503,2015,17500,290
목동신시가지14,전세,71,서울특별시 양천구 신정동,329,202503,1988,57000,0
목동신시가지8,전세,54,서울특별시 양천구 신정동,314,202503,1987,44100,0
삼성래미안,전세,114,서울특별시 동작구 사당동,1133,202503,2003,81000,0
상아1차아파트,전세,58,서울특별시 도봉구 창동,299,202503,1987,30000,0
사당우성2,월세,118,서울특별시 동작구 사당동,105,202503,1993,50000,110
신창,전세,58,서울특별시 도봉구 창동,810,202503,1998,22000,0
신창,전세,49,서울특별시 도봉구 창동,810,202503,1998,22000,0
창동주공18단지,월세,41,서울특별시 도봉구 창동,30,202503,1988,1000,66
상도동래미안1차,전세,84,서울특별시 동작구 상도동,450,202503,2004,65000,0
상도파크자이,전세,72,서울특별시 동작구 상도동,900,202503,2016,80000,0
래미안상도3차,전세,114,서울특별시 동작구 상도동,431,202503,2004,84000,0
"등촌7,8단지주공아파트",월세,26,서울특별시 강서구 등촌동,707,202503,1994,270,6
"등촌1,2단지주공아파트",월세,41,서울특별시 강서구 등촌동,687,202503,1995,2750,89
"등촌1,2단지주공아파트",전세,41,서울특별시 강서구 등촌동,687,202503,1995,25150,0
부영,전세,80,서울특별시 강서구 등촌동,691-3,202503,1994,48667,0
등촌라인(조합),전세,84,서울특별시 강서구 등촌동,628-15,202503,1997,56000,0
창동주공2단지,월세,45,서울특별시 도봉구 창동,316,202503,1990,2000,50
주공17단지,전세,36,서울특별시 도봉구 창동,38,202503,1989,15286,0
신동아4,전세,46,서울특별시 동작구 사당동,105,202503,1993,44167,0
주공17단지,월세,36,서울특별시 도봉구 창동,38,202503,1989,2955,55
주공19단지(창동리버타운),월세,59,서울특별시 도봉구 창동,27,202503,1989,3000,100
서광,전세,59,서울특별시 도봉구 도봉동,643,202503,1999,25000,0
로데오팰리스,월세,14,서울특별시 강동구 천호동,453-5,202503,2022,1000,91
강동역두산위브센티움,전세,59,서울특별시 강동구 천호동,155-5,202503,2004,47000,0
텐즈힐(2단지),전세,59,서울특별시 성동구 상왕십리동,811,202503,2014,67100,0
하이페리온2,전세,133,서울특별시 양천구 목동,961,202503,2006,185000,0
극동늘푸른,전세,59,서울특별시 양천구 목동,752-1,202503,1998,47000,0
대원칸타빌,전세,81,서울특별시 양천구 목동,808-5,202503,2001,85000,0
목동신시가지5,전세,65,서울특별시 양천구 목동,912,202503,1986,57750,0
목동신시가지7,월세,74,서울특별시 양천구 목동,925,202503,1986,42500,155
목동청구한신아파트,전세,84,서울특별시 양천구 목동,929,202503,1997,84778,0
한남아이파크애비뉴,월세,49,서울특별시 용산구 한남동,828,202503,2017,3000,280
금강에스쁘아,전세,82,서울특별시 양천구 목동,753-1,202503,2002,65000,0
광남캐스빌아파트,전세,81,서울특별시 강동구 천호동,52-1,202503,2003,43000,0
우림필유,전세,84,서울특별시 용산구 한강로3가,91,202503,2006,55750,0
한강맨숀,전세,120,서울특별시 용산구 이촌동,300-23,202503,1971,44500,0
장수마을2단지동원데쟈뷰,월세,84,서울특별시 양천구 신월동,1049,202503,2007,8000,130
이수스위첸포레힐즈,월세,84,서울특별시 동작구 동작동,102,202503,2022,30000,250
염창3우성,월세,84,서울특별시 강서구 염창동,272-28,202503,1993,15000,150
센터스퀘어등촌,월세,39,서울특별시 강서구 염창동,312,202503,2020,6958,77
태영,전세,59,서울특별시 강서구 염창동,270-1,202503,1999,46500,0
"쌍용대치아파트1동,2동,3동,5동,6동",월세,128,서울특별시 강남구 대치동,66,202503,1983,80000,140
대치동더블유타워,월세,28,서울특별시 강남구 대치동,952-2,202503,2013,1000,120
한보미도맨션1,월세,84,서울특별시 강남구 대치동,511,202503,1983,40000,280
길동생활B,월세,17,서울특별시 강동구 길동,368-7,202503,2024,6022,42
길동생활B,월세,36,서울특별시 강동구 길동,368-7,202503,2024,9300,68
도고하임,월세,18,서울특별시 강동구 길동,413-54,202503,2014,200,95
현대웰하임(201동),월세,14,서울특별시 강동구 길동,343-2,202503,2012,7000,20
위레벤646,월세,30,서울특별시 강남구 삼성동,78-1,202503,2021,20000,180
삼성동센트럴아이파크,전세,84,서울특별시 강남구 삼성동,188,202503,2018,165000,0
삼성동힐스테이트 1단지,월세,31,서울특별시 강남구 삼성동,16-2,202503,2008,7500,220
현대힐스테이트2단지,월세,38,서울특별시 강남구 삼성동,50,202503,2008,3000,250
삼익2차아파트,월세,83,서울특별시 노원구 공릉동,754,202503,2004,3000,160
헬리오시티,전세,59,서울특별시 송파구 가락동,913,202503,2018,95750,0
천호역효성해링턴타워,월세,35,서울특별시 강동구 성내동,609,202503,2023,11970,66
신원아파트,전세,84,서울특별시 노원구 공릉동,370-4,202503,2000,42000,0
남성,전세,47,서울특별시 영등포구 문래동2가,35,202503,1983,15000,0
공릉동한보에센시티아파트,전세,84,서울특별시 노원구 공릉동,743,202503,2000,42500,0
청담우방아파트,월세,59,서울특별시 강남구 청담동,43,202503,1999,40000,110
건영,월세,53,서울특별시 노원구 하계동,271-3,202503,1988,3333,90
(798-14),월세,58,서울특별시 구로구 구로동,798-14,202503,1998,1000,80
주공2,전세,41,서울특별시 구로구 구로동,685-223,202503,1987,21000,0
중앙하이츠,월세,79,서울특별시 구로구 구로동,685-124,202503,1987,5000,140
성락,월세,63,서울특별시 구로구 구로동,145-23,202503,1988,15750,55
미래타워,전세,84,서울특별시 구로구 구로동,1272,202503,2003,48000,0
세운푸르지오헤리시티,월세,29,서울특별시 중구 인현동2가,240,202503,2023,4000,129
구로두산,전세,44,서울특별시 구로구 구로동,1265,202503,1998,26667,0
상봉힐스테이,월세,14,서울특별시 중랑구 상봉동,106,202503,2021,100,32
한진(609-1),월세,59,서울특별시 성북구 돈암동,609-1,202503,1998,12500,98
옥수파크힐스101동~116동,전세,59,서울특별시 성동구 옥수동,528,202503,2016,90000,0
돈암동 풍림아파트 101~105동,전세,84,서울특별시 성북구 돈암동,632,202503,1999,43500,0
극동,전세,84,서울특별시 노원구 하계동,271-3,202503,1988,47000,0
장미(시영6),월세,49,서울특별시 노원구 하계동,273,202503,1989,10500,55
개포자이프레지던스,전세,84,서울특별시 강남구 개포동,189,202503,2023,146750,0
현대2,전세,165,서울특별시 강남구 개포동,654,202503,1986,130000,0
문정동아,전세,57,서울특별시 송파구 문정동,15,202503,1997,49000,0
올림픽훼밀리타운,월세,84,서울특별시 송파구 문정동,150,202503,1988,45000,105
주공2,월세,59,서울특별시 동대문구 휘경동,57,202503,2001,6000,115
테헤란아이파크,월세,92,서울특별시 강남구 역삼동,709-5,202503,2014,20000,500
래미안펜타빌,전세,136,서울특별시 강남구 역삼동,713-7,202503,2007,180000,0
e-편한세상,전세,59,서울특별시 강남구 역삼동,755-4,202503,2005,109500,0
역삼래미안,월세,59,서울특별시 강남구 역삼동,757,202503,2005,12500,323
두산,월세,84,서울특별시 종로구 창신동,232,202503,1999,25000,140
장안현대홈타운(336),월세,58,서울특별시 동대문구 장안동,336,202503,2003,5000,160
힐스테이트청계,전세,84,서울특별시 동대문구 답십리동,1009,202503,2018,72662,0
답십리청솔우성,전세,59,서울특별시 동대문구 답십리동,80,202503,2000,40402,0
현대,전세,84,서울특별시 구로구 개봉동,481,202503,2001,49400,0
한강아파트,전세,84,서울특별시 영등포구 당산동4가,29,202503,1999,67000,0
상계대림,전세,84,서울특별시 노원구 상계동,172,202503,1989,39000,0
수락한신,월세,59,서울특별시 노원구 상계동,1277,202503,1997,21000,40
타워팰리스2,전세,162,서울특별시 강남구 도곡동,467-17,202503,2003,215000,0
도곡렉슬,월세,119,서울특별시 강남구 도곡동,527,202503,2006,140000,170
꿈의숲대명루첸아파트,월세,59,서울특별시 성북구 장위동,317,202503,2008,20000,90
도곡렉슬,전세,59,서울특별시 강남구 도곡동,527,202503,2006,111500,0
관악산벽산타운5,전세,114,서울특별시 금천구 시흥동,1013,202503,2004,40000,0
임광,전세,106,서울특별시 노원구 상계동,694,202503,1989,50000,0
명화오피스텔,전세,34,서울특별시 영등포구 영등포동2가,94-212,202503,2017,25200,0
상계주공1(고층),전세,41,서울특별시 노원구 상계동,765,202503,1988,18667,0
상계주공10(고층),전세,45,서울특별시 노원구 상계동,666,202503,1988,17650,0
래미안 옥수 리버젠,전세,59,서울특별시 성동구 옥수동,561,202503,2012,77644,0
상계주공12(고층),전세,41,서울특별시 노원구 상계동,647,202503,1988,19250,0
상계주공16(고층),전세,59,서울특별시 노원구 상계동,624,202503,1988,25357,0
상계주공3(고층),전세,59,서울특별시 노원구 상계동,730-2,202503,1987,29200,0
상계주공3(고층),월세,41,서울특별시 노원구 상계동,730-2,202503,1987,2000,85
상계주공4(고층),전세,32,서울특별시 노원구 상계동,749-5,202503,1988,16833,0
상계주공6(고층),전세,41,서울특별시 노원구 상계동,720,202503,1988,21250,0
한신,월세,40,서울특별시 영등포구 문래동6가,43,202503,1985,23000,20
하버라인3단지,월세,59,서울특별시 구로구 항동,242,202503,2019,10000,105
한양수자인에듀힐즈,전세,76,서울특별시 구로구 항동,241,202503,2019,50000,0
상계주공6(고층),전세,58,서울특별시 노원구 상계동,720,202503,1988,27980,0
상계주공9(고층),전세,41,서울특별시 노원구 상계동,670,202503,1988,20750,0
우디안3단지,월세,29,서울특별시 중랑구 신내동,826,202503,2017,7062,16
영등포중흥에스클래스,월세,55,서울특별시 영등포구 양평동1가,271,202503,2021,2000,110
보람아파트,월세,44,서울특별시 노원구 상계동,639,202503,1988,1500,78
지엘리베라움,월세,12,서울특별시 영등포구 영등포동1가,28,202503,2014,14040,13
헤렌어반,월세,13,서울특별시 영등포구 영등포동1가,144,202503,2011,10500,11
서초한일,전세,84,서울특별시 서초구 서초동,1636-1,202503,1997,68000,0
삼풍아파트,전세,130,서울특별시 서초구 서초동,1685,202503,1988,105000,0
삼풍아파트,전세,165,서울특별시 서초구 서초동,1685,202503,1988,116667,0
밀라텔쉐르빌,월세,65,서울특별시 서초구 서초동,1316-31,202503,2001,5000,273
송파파인타운3단지,월세,84,서울특별시 송파구 장지동,849,202503,2008,25000,170
현대,전세,84,서울특별시 송파구 잠실동,331,202503,1990,72000,0
주공아파트 5단지,월세,82,서울특별시 송파구 잠실동,27,202503,1978,8167,191
성지,전세,84,서울특별시 송파구 송파동,171,202503,1992,97429,0
금강KCC,전세,84,서울특별시 송파구 송파동,164,202503,2003,63000,0
위례24단지(꿈에그린),전세,84,서울특별시 송파구 장지동,901,202503,2013,72250,0
서초그랑자이,전세,119,서울특별시 서초구 서초동,1757,202503,2021,205000,0
경남아너스빌,전세,70,서울특별시 영등포구 양평동4가,51-1,202503,2000,54000,0
우성아파트,전세,96,서울특별시 송파구 잠실동,101-1,202503,1981,75000,0
우성아파트,월세,96,서울특별시 송파구 잠실동,101-1,202503,1982,20000,200
트리지움,전세,84,서울특별시 송파구 잠실동,35,202503,2007,117167,0
동아3,월세,138,서울특별시 구로구 신도림동,645,202503,2000,70000,80
대림1,전세,59,서울특별시 구로구 신도림동,642,202503,1999,51000,0
서초푸르지오써밋,월세,59,서울특별시 서초구 서초동,1311-10,202503,2017,20000,302
신동아블루아광화문의꿈,전세,111,서울특별시 종로구 필운동,254,202503,2007,97000,0
래미안서초에스티지,전세,83,서울특별시 서초구 서초동,1332-13,202503,2016,128333,0
강남태영데시앙루브,월세,84,서울특별시 서초구 서초동,1303-35,202503,2005,65000,50
올림픽선수기자촌1단지,전세,83,서울특별시 송파구 방이동,89,202503,1988,76800,0
올림픽선수기자촌1단지,전세,100,서울특별시 송파구 방이동,89,202503,1988,80000,0
방이금호어울림,전세,84,서울특별시 송파구 방이동,157,202503,2001,64500,0
래미안크레시티,전세,59,서울특별시 동대문구 전농동,690,202503,2014,56929,0
리스트안암,월세,40,서울특별시 동대문구 제기동,136-3,202503,2024,12629,71
리스트안암,월세,18,서울특별시 동대문구 제기동,136-3,202503,2024,7600,36
한신아파트,전세,59,서울특별시 동대문구 제기동,1212,202503,2004,41071,0
주공2,전세,44,서울특별시 노원구 중계동,369,202503,1992,19222,0
청성(877-0),전세,67,서울특별시 강서구 방화동,877,202503,2004,45000,0
롯데캐슬퍼스트,전세,111,서울특별시 강동구 암사동,414-2,202503,2008,81500,0
프라이어팰리스,전세,59,서울특별시 강동구 암사동,413,202503,2007,55333,0
프라이어팰리스,전세,84,서울특별시 강동구 암사동,413,202503,2007,61750,0
래미안포레카운티,월세,42,서울특별시 성북구 장위동,322,202503,2021,15118,46
신동아,전세,33,서울특별시 강남구 수서동,736,202503,1992,28230,0
파크리오,전세,84,서울특별시 송파구 신천동,17,202503,2008,105161,0
효성쥬얼리시티,전세,84,서울특별시 종로구 인의동,48-2,202503,2006,48000,0
중랑숲리가,전세,84,서울특별시 중랑구 망우동,583,202503,2012,47000,0
디에이치자이개포,전세,132,서울특별시 강남구 일원동,743,202503,2021,270000,0
주공7,전세,44,서울특별시 노원구 중계동,363-1,202503,1993,19750,0
주공7,월세,44,서울특별시 노원구 중계동,363-1,202503,1993,1667,71
상아2차아파트,전세,84,서울특별시 송파구 오금동,165,202503,1988,45500,0
현대(2-4차),전세,130,서울특별시 송파구 오금동,43,202503,1985,70400,0
르네상스빌,월세,179,서울특별시 송파구 오금동,45,202503,2002,40000,200
한미(286-1),전세,40,서울특별시 강서구 방화동,286-1,202503,1988,20000,0
상봉베스트원,월세,28,서울특별시 중랑구 상봉동,101-19,202503,2019,3000,90
북한산푸르지오,전세,84,서울특별시 은평구 녹번동,281,202503,2015,63800,0
래미안베라힐즈,전세,59,서울특별시 은평구 녹번동,283,202503,2019,54000,0
한화생명불광동사옥,월세,17,서울특별시 은평구 불광동,272-51,202503,2021,1000,69
대한웰빙홈,전세,31,서울특별시 은평구 갈현동,549,202503,2018,24000,0
모아아파트(102동),월세,39,서울특별시 은평구 대조동,9-20,202503,2020,30000,10
강일리버파크5단지,전세,84,서울특별시 강동구 강일동,670,202503,2009,49000,0
반포리체,전세,84,서울특별시 서초구 반포동,30-26,202503,2010,160000,0
반포자이,월세,165,서울특별시 서초구 반포동,20-43,202503,2009,50000,840
더메종건대,월세,14,서울특별시 광진구 화양동,23-5,202503,2022,100,28
경남아너스빌,월세,59,서울특별시 광진구 자양동,666-28,202503,1997,20000,100
우성3,전세,72,서울특별시 광진구 자양동,516,202503,1989,59500,0
한강우성,전세,84,서울특별시 광진구 자양동,87-1,202503,1993,74500,0
길성그랑프리텔,월세,71,서울특별시 강서구 내발산동,730,202503,2003,3000,125
강서월드메르디앙,전세,84,서울특별시 강서구 내발산동,659-1,202503,2006,62000,0
어울채,월세,23,서울특별시 광진구 자양동,680-63,202503,2024,8086,28
백련산힐스테이트4차,월세,84,서울특별시 은평구 응암동,764,202503,2018,20000,160
예청C,월세,48,서울특별시 은평구 응암동,122-35,202503,2003,20000,25
대주피오레,전세,128,서울특별시 은평구 응암동,669-1,202503,2003,60000,0
센트레빌아스테리움시그니처,전세,59,서울특별시 은평구 역촌동,189-1,202503,2024,39850,0
토성현대,전세,57,서울특별시 송파구 풍납동,251-2,202503,1986,37333,0
한강극동,전세,59,서울특별시 송파구 풍납동,508,202503,1995,48500,0
현대1,전세,84,서울특별시 송파구 풍납동,413-1,202503,1995,58750,0
사가정센트럴아이파크,전세,84,서울특별시 중랑구 면목동,1545,202503,2020,69000,0
약수하이츠,전세,57,서울특별시 중구 신당동,842,202503,1999,44667,0
약수하이츠,전세,114,서울특별시 중구 신당동,842,202503,1999,80000,0
신당푸르지오,전세,114,서울특별시 중구 신당동,850,202503,2005,87000,0
길음현대,전세,59,서울특별시 성북구 길음동,1277,202503,2000,35000,0
한성벨라루체,월세,50,서울특별시 은평구 증산동,177-5,202503,2022,5000,190
상림마을7단지아이파크(706~708동)BL1-3,전세,84,서울특별시 은평구 진관동,13,202503,2008,44000,0
신반포4,전세,96,서울특별시 서초구 잠원동,70,202503,1979,67667,0
길음역롯데캐슬트윈골드,전세,59,서울특별시 성북구 길음동,542-1,202503,2024,52750,0
디에이치자이개포,전세,84,서울특별시 강남구 일원동,743,202503,2021,163333,0
현대4,월세,73,서울특별시 강남구 일원동,614,202503,1987,40000,120
칼튼테라스,월세,33,서울특별시 중랑구 묵동,176-39,202503,2021,10022,37
로프트원태릉입구역,월세,15,서울특별시 중랑구 묵동,169-12,202503,2020,3000,45
신반포19,전세,80,서울특별시 서초구 잠원동,61-2,202503,1982,60000,0
미주파스텔,전세,59,서울특별시 서초구 잠원동,54,202503,2002,70000,0
더스타일하우스디센트럴,월세,17,서울특별시 서대문구 충정로3가,480,202503,2020,3990,41
중화동건영아파트,월세,84,서울특별시 중랑구 중화동,42,202503,1998,500,50
삼환,전세,84,서울특별시 영등포구 신길동,897-1,202503,1997,53583,0
신길센트럴자이아파트,전세,84,서울특별시 영등포구 신길동,4964,202503,2021,77000,0
신길파크자이,전세,59,서울특별시 영등포구 신길동,4967,202503,2022,65667,0
비스타동원,전세,28,서울특별시 영등포구 신길동,4975,202503,2024,27200,0
비스타동원,월세,29,서울특별시 영등포구 신길동,4975,202503,2024,24500,11
마곡엠밸리9단지,전세,84,서울특별시 강서구 마곡동,744,202503,2021,66429,0
마곡13단지힐스테이트마스터,월세,84,서울특별시 강서구 마곡동,748,202503,2017,42500,104
삼호아파트,전세,84,서울특별시 송파구 거여동,136,202503,1999,50000,0
래미안하이리버,월세,59,서울특별시 성동구 금호동2가,1217,202503,2012,16250,222
백련산파크자이,전세,84,서울특별시 은평구 응암동,766,202503,2021,56000,0
함성참좋은,전세,95,서울특별시 마포구 서교동,247-72,202503,2004,54000,0
경남아너스빌1차,전세,59,서울특별시 동작구 사당동,1134,202503,1997,46250,0
대림(169-8),월세,59,서울특별시 동작구 사당동,169-8,202503,1990,10000,135
경희궁자이(2단지),전세,84,서울특별시 종로구 홍파동,199,202503,2017,115750,0
DMCSKVIEW,월세,84,서울특별시 은평구 수색동,418,202503,2023,60000,90
길음뉴타운경남아너스빌,월세,59,서울특별시 성북구 정릉동,1015,202503,1999,5000,120
성산시영(대우),월세,50,서울특별시 마포구 성산동,446,202503,1986,5700,111
부영2,전세,207,서울특별시 양천구 목동,908-28,202503,2000,160000,0
DMC마포청구아파트,전세,84,서울특별시 마포구 중동,390,202503,1994,54500,0
삼성꽃마을,월세,59,서울특별시 강서구 방화동,858,202503,1997,25000,30
한일유앤아이,전세,84,서울특별시 구로구 구로동,1281,202503,2006,42500,0
구로두산,전세,51,서울특별시 구로구 구로동,1265,202503,1998,33500,0
용산데시앙포레,전세,59,서울특별시 용산구 효창동,288,202503,2022,65000,0
트리지움,월세,59,서울특별시 송파구 잠실동,35,202503,2007,20000,300
레이크팰리스,월세,84,서울특별시 송파구 잠실동,44,202503,2006,38750,260
방화4단지,전세,100,서울특별시 강서구 방화동,831,202503,1994,56000,0
창동주공3단지(해등마을),전세,58,서울특별시 도봉구 창동,347,202503,1990,28050,0
서울숲 한신 더 휴,전세,84,서울특별시 성동구 행당동,349,202503,2003,67733,0
행당한진타운,전세,84,서울특별시 성동구 행당동,346,202503,2000,68600,0
래미안베라힐즈,월세,59,서울특별시 은평구 녹번동,283,202503,2019,30000,110
대림,전세,84,서울특별시 서대문구 연희동,700,202503,1993,55000,0
상암월드컵파크2단지,전세,59,서울특별시 마포구 상암동,1637,202503,2003,56250,0
홍은동벽산,전세,84,서울특별시 서대문구 홍은동,455,202503,1997,46500,0
대호아파트,월세,59,서울특별시 은평구 불광동,629,202503,1999,10000,100
왕궁,전세,102,서울특별시 용산구 이촌동,300-11,202503,1975,42000,0
서울숲아이파크리버포레,전세,84,서울특별시 성동구 성수동1가,721,202503,2024,109333,0
