단지명,거래구분,전용면적(㎡),시군구,번지,계약년월,건축년도,평균 보증금(만원),평균 월세금(만원)
서초그랑자이,월세,84,서울특별시 서초구 서초동,1757,202503,2021,42500,495
아남,월세,71,서울특별시 서초구 서초동,1641-13,202503,1989,5000,80
아이파크빌,전세,204,서울특별시 서초구 서초동,1477-1,202503,2001,50000,0
진흥아파트,월세,101,서울특별시 서초구 서초동,1315,202503,1979,5000,200
서초동삼성쉐르빌2,월세,35,서울특별시 서초구 서초동,1330,202503,2002,1667,109
상림빌딩,월세,20,서울특별시 구로구 신도림동,328-4,202503,2021,500,99
대림2,전세,59,서울특별시 구로구 신도림동,642,202503,2001,53500,0
동아1,전세,59,서울특별시 구로구 신도림동,643,202503,1999,49250,0
백조,월세,56,서울특별시 도봉구 쌍문동,724,202503,1981,2000,50
코오롱아파트,전세,84,서울특별시 송파구 방이동,212-8,202503,1991,67125,0
고덕그라시움,전세,59,서울특별시 강동구 고덕동,693,202503,2019,70250,0
금호2,전세,84,서울특별시 도봉구 쌍문동,산69-1,202503,1991,33500,0
신동양빛여울아파트,월세,69,서울특별시 강동구 천호동,35-4,202503,2003,17000,90
신성은하수,전세,59,서울특별시 구로구 신도림동,640,202503,1997,45250,0
오장동오팰리오,월세,39,서울특별시 중구 오장동,139-7,202503,2021,30000,100
상록수,전세,59,서울특별시 영등포구 양평동2가,45,202503,1999,38000,0
송파파인타운7단지,전세,84,서울특별시 송파구 장지동,844,202503,2007,76000,0
당산계룡리슈빌2단지,전세,46,서울특별시 영등포구 당산동3가,566,202503,2014,53000,0
서초포레스타6단지,전세,59,서울특별시 서초구 신원동,619,202503,2015,75000,0
문래롯데캐슬,월세,59,서울특별시 영등포구 문래동6가,57,202503,2020,25000,64
현대1차,전세,79,서울특별시 영등포구 문래동6가,46,202503,1986,48000,0
래미안강동팰리스,전세,59,서울특별시 강동구 천호동,571,202503,2017,71000,0
이지리움S,월세,12,서울특별시 영등포구 영등포동2가,28-117,202503,2013,1000,69
신동힐탑,전세,79,서울특별시 금천구 시흥동,882-11,202503,2003,30000,0
벽산,전세,84,서울특별시 금천구 시흥동,1010,202503,2000,37000,0
시흥베르빌,전세,81,서울특별시 금천구 시흥동,1015,202503,2004,49000,0
방배1차현대홈타운,전세,59,서울특별시 서초구 방배동,1344,202503,1999,81100,0
신내,전세,39,서울특별시 중랑구 묵동,13,202503,1996,19963,0
파크리오,월세,59,서울특별시 송파구 신천동,17,202503,2008,36250,201
더샵스타리버,전세,171,서울특별시 송파구 신천동,11-8,202503,2006,130000,0
래미안도곡카운티,전세,84,서울특별시 강남구 도곡동,538-3,202503,2016,157000,0
도곡우성아파트,전세,76,서울특별시 강남구 도곡동,934-10,202503,1986,71000,0
개포한신,전세,107,서울특별시 강남구 일원동,615-1,202503,1984,33000,0
대림,전세,84,서울특별시 동대문구 답십리동,808,202503,2003,45600,0
상계주공7(고층),전세,58,서울특별시 노원구 상계동,691,202503,1988,29500,0
상계주공6(고층),전세,32,서울특별시 노원구 상계동,720,202503,1988,16500,0
상계주공2(고층),월세,58,서울특별시 노원구 상계동,740,202503,1987,10000,50
상계주공2(고층),월세,32,서울특별시 노원구 상계동,740,202503,1987,1480,60
상계주공12(고층),전세,61,서울특별시 노원구 상계동,647,202503,1988,30000,0
불암현대,월세,59,서울특별시 노원구 상계동,1293,202503,1999,4250,90
수락산벨리체,전세,134,서울특별시 노원구 상계동,1265,202503,2000,26000,0
미도,월세,87,서울특별시 노원구 상계동,766-1,202503,1988,15000,100
소담빌,월세,14,서울특별시 노원구 상계동,330-29,202503,2014,625,56
불암대림(207동),월세,33,서울특별시 노원구 상계동,1290,202503,2000,2367,7
e편한세상영등포아델포레,월세,84,서울특별시 영등포구 대림동,1127,202503,2020,10000,213
장안뉴시티,월세,17,서울특별시 동대문구 장안동,372-5,202503,2012,500,55
태솔아파트4차,월세,54,서울특별시 동대문구 장안동,335-10,202503,2019,14000,130
금호어울림(580),월세,115,서울특별시 중랑구 망우동,580,202503,2006,5000,160
덕수궁롯데캐슬,전세,31,서울특별시 중구 순화동,217,202503,2016,39500,0
경남아너스빌,월세,84,서울특별시 중랑구 면목동,1529,202503,2006,25000,100
신영,월세,14,서울특별시 중랑구 면목동,538,202503,2013,1000,50
브라운스톤창신,전세,84,서울특별시 종로구 창신동,23-76,202503,2006,57000,0
브라운스톤창신,월세,84,서울특별시 종로구 창신동,23-76,202503,2006,45000,50
영우,월세,75,서울특별시 중랑구 면목동,157-3,202503,2003,26000,20
한화진넥스빌,월세,41,서울특별시 강남구 역삼동,706-20,202503,2001,5000,90
에스케이허브젠,전세,71,서울특별시 강남구 역삼동,831-45,202503,2005,79000,0
우림루미아트2,월세,23,서울특별시 강남구 역삼동,706-10,202503,2003,19000,5
진넥스빌2,월세,23,서울특별시 강남구 역삼동,706-24,202503,2003,1000,80
구일우성,월세,59,서울특별시 구로구 구로동,1259,202503,1998,3000,125
신내11대명,월세,49,서울특별시 중랑구 신내동,661,202503,1996,5000,95
바비엥3,전세,65,서울특별시 중구 순화동,215,202503,2006,43000,0
삼익대청아파트,월세,51,서울특별시 강남구 개포동,12,202503,1992,5000,165
개포래미안포레스트,월세,59,서울특별시 강남구 개포동,1282,202503,2020,35000,290
비체힐리버뷰,월세,18,서울특별시 마포구 마포동,449,202503,2012,1000,60
극동,전세,84,서울특별시 강북구 수유동,553-61,202503,1992,38750,0
하이얀,월세,13,서울특별시 성북구 동소문동6가,138-1,202503,2013,7000,28
현대홈타운,전세,59,서울특별시 구로구 개봉동,480,202503,2001,38750,0
대우,전세,59,서울특별시 구로구 고척동,296,202503,1999,32500,0
휘경동일하이빌,월세,110,서울특별시 동대문구 휘경동,365,202503,2005,25000,50
대림우성2,전세,43,서울특별시 구로구 구로동,120,202503,1987,23333,0
삼각산아이원,전세,84,서울특별시 강북구 미아동,1357,202503,2003,44333,0
이화우성,전세,84,서울특별시 구로구 구로동,1260,202503,1998,46333,0
중앙하이츠(1269),전세,59,서울특별시 구로구 구로동,1269,202503,2001,42250,0
대림역경남아너스빌,전세,71,서울특별시 구로구 구로동,1285,202503,2009,42000,0
헤리움,월세,35,서울특별시 강북구 미아동,189-30,202503,2024,30000,15
헤리움,전세,29,서울특별시 강북구 미아동,189-30,202503,2024,30000,0
꿈의숲한신더휴,월세,84,서울특별시 강북구 미아동,1371,202503,2022,3000,80
신일해피트리,전세,83,서울특별시 강북구 미아동,1358,202503,2006,33000,0
문정래미안,전세,84,서울특별시 송파구 문정동,1,202503,2004,70750,0
올림픽훼밀리타운,월세,158,서울특별시 송파구 문정동,150,202503,1988,20000,290
올림픽훼밀리타운,전세,136,서울특별시 송파구 문정동,150,202503,1988,90800,0
상지리츠빌6,월세,161,서울특별시 강남구 청담동,106-1,202503,2002,150000,180
서초힐스,전세,59,서울특별시 서초구 우면동,773,202503,2012,70000,0
우솔마을서초리슈빌S아파트,월세,21,서울특별시 서초구 우면동,764,202503,2014,10000,45
한화오벨리스크,전세,38,서울특별시 마포구 도화동,555,202503,2004,40000,0
한마을,전세,59,서울특별시 구로구 개봉동,476,202503,1999,31500,0
태강아파트(아이파크),전세,59,서울특별시 노원구 공릉동,81,202503,1999,38217,0
삼익포레스트아파트,전세,51,서울특별시 노원구 공릉동,737,202503,1995,26000,0
삼익4단지아파트,월세,39,서울특별시 노원구 공릉동,714,202503,1994,4000,56
동신아파트,전세,59,서울특별시 노원구 공릉동,745,202503,1999,34333,0
미라쉘,월세,16,서울특별시 노원구 공릉동,670-6,202503,2018,1000,63
삼성,전세,84,서울특별시 강남구 수서동,747,202503,1997,91250,0
풍림,월세,51,서울특별시 강남구 삼성동,129-20,202503,1997,5000,150
현대아파트101동,월세,84,서울특별시 강남구 삼성동,6,202503,1999,70000,120
현대힐스테이트2단지,월세,84,서울특별시 강남구 삼성동,50,202503,2008,31250,380
길음뉴타운9단지(래미안),전세,84,서울특별시 성북구 길음동,1286,202503,2010,66500,0
성신여대역솔하임,월세,14,서울특별시 성북구 동소문동5가,15,202503,2018,1000,87
고척파크푸르지오,전세,114,서울특별시 구로구 고척동,339,202503,2009,70000,0
청광플러스원(큐브1차),월세,17,서울특별시 강동구 길동,387-5,202503,2012,500,60
현대1,전세,84,서울특별시 강동구 길동,470,202503,1996,52000,0
길동우성,월세,84,서울특별시 강동구 길동,400,202503,1994,5000,120
미진리버빌,월세,22,서울특별시 영등포구 당산동,121-131,202503,2012,1000,62
이수스위첸포레힐즈,전세,84,서울특별시 동작구 동작동,102,202503,2022,76000,0
청백4,전세,49,서울특별시 노원구 월계동,781,202503,1998,23333,0
흑석한강푸르지오,전세,59,서울특별시 동작구 흑석동,336,202503,2012,67500,0
동신,전세,70,서울특별시 노원구 월계동,436,202503,1983,15000,0
해태,전세,59,서울특별시 양천구 신월동,514-3,202503,1999,33000,0
힐스테이트신촌,월세,84,서울특별시 서대문구 북아현동,1017,202503,2020,13667,150
e편한세상신촌1단지,전세,59,서울특별시 서대문구 북아현동,1013,202503,2018,74000,0
GS자이,전세,201,서울특별시 용산구 청암동,181,202503,2005,120000,0
목동센트럴아이파크위브2단지,전세,84,서울특별시 양천구 신월동,1076,202503,2020,65100,0
목동센트럴아이파크위브2단지,월세,84,서울특별시 양천구 신월동,1076,202503,2020,10000,230
롯데캐슬,월세,59,서울특별시 양천구 신월동,1063,202503,2014,30000,75
강동천호행복주택및천호3동공공복합청사,월세,26,서울특별시 강동구 천호동,555,202503,2024,7455,28
동신,전세,59,서울특별시 성북구 하월곡동,219,202503,1998,36500,0
백련산힐스테이트1차,전세,114,서울특별시 은평구 응암동,759,202503,2011,60000,0
백련산파크자이,월세,84,서울특별시 은평구 응암동,766,202503,2021,30000,95
주공5,전세,58,서울특별시 강서구 등촌동,695,202503,1995,41787,0
동부센트레빌,전세,100,서울특별시 용산구 이촌동,418,202503,2001,95000,0
천왕이펜하우스8단지,월세,29,서울특별시 구로구 천왕동,276-2,202503,2018,5526,15
리센츠,전세,84,서울특별시 송파구 잠실동,22,202503,2008,120750,0
석계역한일노벨리아시티,전세,14,서울특별시 성북구 장위동,8-2,202503,2019,11000,0
래미안장위퍼스트하이,전세,59,서울특별시 성북구 장위동,320,202503,2020,49400,0
길음뉴타운9단지(래미안),전세,59,서울특별시 성북구 길음동,1286,202503,2010,50000,0
상계주공7(고층),전세,45,서울특별시 노원구 상계동,691,202503,1988,18308,0
상계주공16(고층),전세,45,서울특별시 노원구 상계동,624,202503,1988,18700,0
상계주공14(고층),전세,45,서울특별시 노원구 상계동,626,202503,1989,17460,0
상계주공11(고층),월세,68,서울특별시 노원구 상계동,652,202503,1988,5500,85
상계주공1(고층),전세,58,서울특별시 노원구 상계동,765,202503,1988,28250,0
은빛1단지,월세,49,서울특별시 노원구 상계동,1255,202503,1998,2167,90
우디안4단지,월세,31,서울특별시 중랑구 신내동,831,202503,2018,5438,23
백련산해모로,월세,74,서울특별시 은평구 응암동,768,202503,2020,10000,180
길음동동부센트레빌(1278-0),전세,59,서울특별시 성북구 길음동,1278,202503,2003,46500,0
DMC래미안e편한세상,전세,84,서울특별시 서대문구 북가좌동,481,202503,2012,73667,0
월드빌(120-10),월세,63,서울특별시 은평구 응암동,120-10,202503,2004,23700,30
그린씨티아파트1,전세,84,서울특별시 서초구 양재동,376-4,202503,2003,60000,0
길음뉴타운3단지푸르지오,월세,59,서울특별시 성북구 길음동,1280-1,202503,2005,1750,155
이촌시범,전세,59,서울특별시 용산구 이촌동,206-27,202503,1970,15750,0
남산타운,전세,114,서울특별시 중구 신당동,844,202503,2002,82667,0
한가람,월세,114,서울특별시 용산구 이촌동,404,202503,1998,12500,400
한남아이파크애비뉴,월세,48,서울특별시 용산구 한남동,828,202503,2017,60000,20
청구e편한세상,전세,147,서울특별시 중구 신당동,852,202503,2011,120000,0
승윤노블리안,월세,57,서울특별시 은평구 신사동,19-147,202503,2019,36100,5
쌍용2,전세,59,서울특별시 성북구 정릉동,1017,202503,1999,36000,0
대경베일리,월세,77,서울특별시 강동구 둔촌동,451-1,202503,2024,40000,113
마포그랑자이,월세,84,서울특별시 마포구 대흥동,806,202503,2020,2000,120
관악산휴먼시아2단지,전세,59,서울특별시 관악구 신림동,1735,202503,2008,38000,0
래미안석관,월세,30,서울특별시 성북구 석관동,407-4,202503,2009,4603,12
동대문맨션,전세,83,서울특별시 종로구 창신동,578-5,202503,1973,27500,0
선정릉역모아엘가퍼스트홈,월세,20,서울특별시 강남구 논현동,278-4,202503,2023,9073,44
양지473,월세,30,서울특별시 송파구 석촌동,183-2,202503,2021,20000,103
힐스테이트서울숲리버,전세,59,서울특별시 성동구 금호동4가,1553,202503,2018,73000,0
DMC자이2단지,전세,115,서울특별시 은평구 증산동,223-28,202503,2009,70000,0
DMC센트럴자이(1단지),전세,84,서울특별시 은평구 증산동,258,202503,2023,81000,0
TREEHOUSE,월세,14,서울특별시 강남구 역삼동,791-15,202503,2018,500,130
시티프라디움더강남2,월세,39,서울특별시 강남구 역삼동,903,202503,2022,5000,500
역삼동골든베리힐,월세,62,서울특별시 강남구 역삼동,667-1,202503,2004,2000,230
금호어울림,월세,84,서울특별시 강남구 역삼동,835-67,202503,2003,15000,260
용산파크e-편한세상,전세,84,서울특별시 용산구 한강로2가,417,202503,2007,81500,0
민족통일MJ캠퍼스경희대,월세,23,서울특별시 동대문구 회기동,67-3,202503,2017,23000,10
고척아이파크(아파트),월세,64,서울특별시 구로구 고척동,350,202503,2022,23400,51
사당휴브리지(206-127),월세,12,서울특별시 동작구 사당동,206-127,202503,2015,6500,32
현대주택조합,전세,84,서울특별시 동작구 사당동,산25-2,202503,1993,47000,0
창전래미안,전세,84,서울특별시 마포구 창전동,437,202503,1998,67000,0
그린플러스구로해담채2,월세,13,서울특별시 구로구 구로동,104-6,202503,2013,8000,15
(792-17),전세,43,서울특별시 구로구 구로동,792-17,202503,1996,14000,0
사당우성2,전세,84,서울특별시 동작구 사당동,105,202503,1993,65500,0
길음서희스타힐스,월세,66,서울특별시 성북구 하월곡동,229,202503,2011,10000,115
신내9진흥,월세,39,서울특별시 중랑구 신내동,657,202503,1996,2000,82
월계센트럴아이파크,전세,84,서울특별시 노원구 월계동,951,202503,2020,54833,0
길동생활B,월세,31,서울특별시 강동구 길동,368-7,202503,2024,9700,59
래미안블레스티지,월세,49,서울특별시 강남구 개포동,1280,202503,2019,85000,20
개포래미안포레스트,전세,84,서울특별시 강남구 개포동,1282,202503,2020,141667,0
다성이즈빌(387-2),월세,20,서울특별시 강동구 길동,387-2,202503,2019,18900,14
강동큐브,월세,12,서울특별시 강동구 길동,456-3,202503,2013,500,60
한신로얄,전세,81,서울특별시 서초구 잠원동,63-34,202503,1992,80000,0
우물골2단지두산위브(209~222동)BL2-8,전세,101,서울특별시 은평구 진관동,88,202503,2009,57000,0
은평뉴타운 제각말 푸르지오(5-3단지),전세,101,서울특별시 은평구 진관동,94,202503,2010,57500,0
해태보라매타워,전세,59,서울특별시 관악구 봉천동,729-32,202503,1996,43000,0
삼성,전세,84,서울특별시 종로구 평창동,596,202503,1998,52000,0
보라매삼성,월세,84,서울특별시 관악구 봉천동,1698-1,202503,1996,20000,150
올림픽파크포레온,월세,109,서울특별시 강동구 둔촌동,170-1,202503,2024,110000,70
관악드림(삼성),월세,59,서울특별시 관악구 봉천동,1712,202503,2003,25000,75
래미안라센트,전세,114,서울특별시 성북구 종암동,134,202503,2011,80000,0
마곡엠밸리3단지,월세,114,서울특별시 강서구 마곡동,736,202503,2014,50000,160
관악드림(동아),전세,102,서울특별시 관악구 봉천동,1712,202503,2003,58500,0
은천아이비테라스,월세,20,서울특별시 관악구 봉천동,924-1,202503,2013,1000,60
건영,전세,84,서울특별시 양천구 목동,928,202503,1994,51000,0
목동가든스위트,월세,144,서울특별시 양천구 목동,907-5,202503,1999,100000,60
목동신시가지4,전세,47,서울특별시 양천구 목동,904,202503,1986,30000,0
돈암동삼성,전세,114,서울특별시 성북구 돈암동,15-1,202503,1999,53000,0
현대(관악),전세,84,서울특별시 동작구 상도동,407,202503,1992,47333,0
강일리버파크11단지,월세,29,서울특별시 강동구 강일동,689,202503,2015,7170,15
고덕리엔파크1단지,월세,49,서울특별시 강동구 강일동,707,202503,2011,5345,25
힐스테이트 상도 프레스티지,전세,84,서울특별시 동작구 상도동,533,202503,2013,78000,0
아네스트염창,월세,14,서울특별시 강서구 염창동,310,202503,2019,9800,27
아네스트염창,월세,16,서울특별시 강서구 염창동,310,202503,2019,12000,24
우성,월세,84,서울특별시 양천구 목동,200,202503,1992,45333,65
현대I-PARK,전세,100,서울특별시 양천구 목동,940,202503,2003,95000,0
꿈의숲SKVIEW,전세,84,서울특별시 노원구 월계동,949,202503,2016,47000,0
성산동성,전세,84,서울특별시 마포구 성산동,597,202503,1999,65000,0
힐스테이트 상도 프레스티지,월세,84,서울특별시 동작구 상도동,533,202503,2013,10000,275
래미안대치팰리스,전세,94,서울특별시 강남구 대치동,1027,202503,2015,210000,0
현대1,월세,84,서울특별시 강남구 대치동,992,202503,1990,10000,222
은마,월세,76,서울특별시 강남구 대치동,316,202503,1979,35000,129
현대2,전세,59,서울특별시 송파구 문정동,58,202503,1995,44000,0
상암월드컵파크4단지,전세,84,서울특별시 마포구 상암동,1655,202503,2006,68000,0
대림e-편한세상,전세,59,서울특별시 성동구 행당동,347,202503,2000,54600,0
래미안라그란데,전세,99,서울특별시 동대문구 이문동,257-42,202503,2025,86500,0
꿈의숲롯데캐슬,전세,84,서울특별시 강북구 미아동,4,202503,2017,51500,0
두산위브트레지움,월세,84,서울특별시 강북구 미아동,811,202503,2011,18400,127
삼성래미안트리베라2단지,전세,58,서울특별시 강북구 미아동,812,202503,2010,46000,0
경남아너스빌,전세,84,서울특별시 강북구 미아동,796,202503,2008,46500,0
은마,전세,76,서울특별시 강남구 대치동,316,202503,1979,71800,0
강일리버파크4단지,전세,84,서울특별시 강동구 강일동,673,202503,2009,50700,0
우성,전세,84,서울특별시 노원구 하계동,270,202503,1988,42000,0
장미(시영6),전세,39,서울특별시 노원구 하계동,273,202503,1989,21167,0
중계9단지주공영구임대(256-0),월세,26,서울특별시 노원구 하계동,256,202503,1992,477,8
돈의문센트레빌,전세,59,서울특별시 서대문구 냉천동,261,202503,2011,61825,0
래미안청담로이뷰,월세,110,서울특별시 강남구 청담동,134,202503,1992,10000,650
신공덕래미안2차,전세,84,서울특별시 마포구 신공덕동,159,202503,2000,73000,0
양천,월세,39,서울특별시 양천구 신정동,276,202503,1995,2397,5
집앤사스윗사이드아파트,월세,14,서울특별시 강동구 천호동,328-1,202503,2019,10950,36
양천,월세,33,서울특별시 양천구 신정동,276,202503,1995,2047,4
목동신시가지8,전세,71,서울특별시 양천구 신정동,314,202503,1987,68333,0
성원,전세,115,서울특별시 서대문구 연희동,740,202503,2001,70000,0
동대문롯데캐슬노블레스,월세,84,서울특별시 동대문구 전농동,695,202503,2018,35000,130
지에스타워,월세,24,서울특별시 서초구 서초동,1675-10,202503,2022,13600,107
수정,월세,47,서울특별시 양천구 신정동,733-31,202503,1987,50,29
은마,전세,84,서울특별시 강남구 대치동,316,202503,1980,87500,0
하버라인11단지,월세,29,서울특별시 구로구 항동,243,202503,2019,5347,18
신도림3차푸르지오,전세,82,서울특별시 구로구 신도림동,435-10,202503,2007,59667,0
삼풍아파트,전세,79,서울특별시 서초구 서초동,1685,202503,1988,83800,0
우성아파트,전세,84,서울특별시 서초구 서초동,1326-17,202503,1998,93000,0
유원목동,월세,84,서울특별시 양천구 신정동,87-39,202503,1990,45000,70
아크로리버하임,월세,84,서울특별시 동작구 흑석동,341,202503,2019,1667,113
까치마을,전세,34,서울특별시 강남구 수서동,746,202503,1993,28039,0
삼성쉐르빌,전세,225,서울특별시 양천구 신정동,318-10,202503,2003,220000,0
거여5단지,전세,59,서울특별시 송파구 거여동,294,202503,1997,42200,0
현대2차,월세,82,서울특별시 송파구 거여동,44,202503,1992,20000,142
중앙화곡하이츠,전세,74,서울특별시 강서구 화곡동,351-89,202503,1988,31500,0
래미안서초에스티지S,월세,59,서울특별시 서초구 서초동,1754,202503,2018,23200,77
고덕리엔파크3단지,전세,59,서울특별시 강동구 상일동,490,202503,2011,13930,0
공덕자이,전세,84,서울특별시 마포구 아현동,800,202503,2015,90667,0
청화1,전세,105,서울특별시 용산구 이태원동,22-2,202503,1982,67500,0
마포래미안푸르지오4단지,전세,84,서울특별시 마포구 아현동,777,202503,2014,94667,0
두산위브,전세,39,서울특별시 송파구 가락동,98,202503,2004,24000,0
삼성,전세,59,서울특별시 노원구 중계동,593,202503,1999,36500,0
염광,월세,84,서울특별시 노원구 중계동,445,202503,1996,40000,44
주공4,월세,45,서울특별시 노원구 중계동,358-2,202503,1991,1000,80
주공5,전세,44,서울특별시 노원구 중계동,359-1,202503,1992,20750,0
주공5,전세,58,서울특별시 노원구 중계동,359-1,202503,1992,32625,0
중계3우성,전세,84,서울특별시 노원구 중계동,585,202503,1999,55000,0
중계그린1단지,전세,59,서울특별시 노원구 중계동,502-1,202503,1990,31000,0
동부센트레빌,전세,115,서울특별시 송파구 가락동,95,202503,2001,90000,0
금호1,월세,54,서울특별시 도봉구 쌍문동,199-1,202503,1990,16000,35
래미안 옥수 리버젠,전세,84,서울특별시 성동구 옥수동,561,202503,2012,102500,0
삼익세라믹,월세,42,서울특별시 도봉구 쌍문동,56,202503,1988,1000,72
파라다이스빌,전세,84,서울특별시 도봉구 쌍문동,727,202503,2004,40000,0
에드가쌍문,월세,23,서울특별시 도봉구 쌍문동,507-1,202503,2022,5976,44
가락금호아파트,월세,59,서울특별시 송파구 가락동,95-1,202503,1997,15000,138
헬리오시티,전세,110,서울특별시 송파구 가락동,913,202503,2018,102333,0
신동아아파트1,전세,70,서울특별시 도봉구 방학동,271-1,202503,1986,26400,0
래미안파크팰리스,월세,84,서울특별시 송파구 가락동,165,202503,2007,40000,170
강동리엔파크14단지,월세,17,서울특별시 강동구 상일동,28,202503,2021,5183,21
올림픽레아아파트,월세,29,서울특별시 송파구 풍납동,515,202503,2024,17333,54
진양상가,월세,95,서울특별시 중구 충무로4가,120-3,202503,1970,500,31
보문파크뷰자이,전세,45,서울특별시 성북구 보문동6가,458,202503,2017,50000,0
위례신도시송파푸르지오,월세,108,서울특별시 송파구 장지동,878,202503,2015,60000,150
e편한세상신촌1단지,월세,59,서울특별시 서대문구 북아현동,1013,202503,2018,16667,227
이수브라운스톤,전세,84,서울특별시 동대문구 제기동,252,202503,2005,56000,0
내이처해밀,월세,14,서울특별시 영등포구 영등포동1가,145,202503,2012,5600,36
스테이72여의도,월세,12,서울특별시 영등포구 영등포동1가,75-4,202503,2013,4667,43
한신아파트,전세,84,서울특별시 동대문구 제기동,1212,202503,2004,52750,0
쌍용예가,월세,84,서울특별시 동작구 노량진동,332,202503,2010,10000,250
삼익세라믹아파트,전세,42,서울특별시 도봉구 방학동,274,202503,1988,17750,0
스마트트라움,월세,16,서울특별시 도봉구 창동,661-55,202503,2021,1000,75
암사동한솔,전세,84,서울특별시 강동구 암사동,419,202503,2002,55000,0
한신아파트상가동유치원동(103~109),월세,50,서울특별시 중랑구 중화동,450,202503,1998,5000,100
동신,월세,91,서울특별시 노원구 월계동,436,202503,1983,2000,68
창동주공4단지,월세,41,서울특별시 도봉구 창동,373,202503,1991,5083,57
천호역한강청년주택,월세,32,서울특별시 강동구 천호동,458-3,202503,2021,10804,13
신촌포스빌,월세,29,서울특별시 마포구 노고산동,1-3,202503,2004,1000,100
청량리역한양수자인그라시엘,전세,84,서울특별시 동대문구 용두동,39-1,202503,2023,82000,0
삼익,월세,60,서울특별시 강남구 수서동,708,202503,1992,17500,159
방배아크로타워,전세,60,서울특별시 서초구 방배동,923-6,202503,2007,59000,0
가람,월세,84,서울특별시 강남구 일원동,735,202503,1993,40000,160
샘터마을,전세,134,서울특별시 강남구 일원동,718,202503,1994,120000,0
주공19단지(창동리버타운),전세,59,서울특별시 도봉구 창동,27,202503,1989,27000,0
KYTOWER,월세,19,서울특별시 동대문구 용두동,233-23,202503,2017,1000,70
신내두산아파트,전세,126,서울특별시 중랑구 묵동,20,202503,1995,56200,0
신안1,전세,84,서울특별시 중랑구 묵동,381,202503,1999,39000,0
주공19단지(창동리버타운),전세,68,서울특별시 도봉구 창동,27,202503,1988,34143,0
광나루현대,전세,84,서울특별시 광진구 광장동,567,202503,1996,61675,0
신월시영,전세,59,서울특별시 양천구 신월동,987-1,202503,1988,24000,0
천왕연지마을2단지,월세,22,서울특별시 구로구 천왕동,280-2,202503,2017,2295,14
방신서광,월세,84,서울특별시 강서구 방화동,871,202503,2003,5000,140
홍제센트럴IPARK,월세,84,서울특별시 서대문구 홍제동,473,202503,2020,30667,149
주공5,월세,37,서울특별시 강서구 등촌동,695,202503,1995,17000,55
독산역롯데캐슬,월세,84,서울특별시 금천구 독산동,1160,202503,2021,26000,70
동성,전세,76,서울특별시 강서구 방화동,817,202503,1993,50000,0
장미1,월세,99,서울특별시 송파구 신천동,7,202503,1979,20000,205
파크리오,전세,35,서울특별시 송파구 신천동,17,202503,2008,53000,0
몬테피오레,월세,84,서울특별시 용산구 후암동,41-1,202503,2012,5000,210
미래하임(9-46),월세,39,서울특별시 은평구 대조동,9-46,202503,2013,4000,95
우성3,월세,53,서울특별시 영등포구 신길동,4656,202503,1989,17000,70
SM엘루이,전세,14,서울특별시 강동구 성내동,379-17,202503,2019,17640,0
루나플라체,월세,14,서울특별시 영등포구 신길동,69-20,202503,2019,2000,65
현대동궁아파트,전세,70,서울특별시 서초구 반포동,64-5,202503,1991,60000,0
래미안위브,전세,59,서울특별시 동대문구 답십리동,1003,202503,2014,61500,0
현대썬앤빌청계,월세,14,서울특별시 동대문구 답십리동,530-15,202503,2016,7900,30
래미안미드카운티,전세,84,서울특별시 동대문구 답십리동,1013,202503,2019,51541,0
답십리파크자이,월세,59,서울특별시 동대문구 답십리동,1014,202503,2019,7968,160
건영1,전세,41,서울특별시 관악구 신림동,746-43,202503,1984,20000,0
반포푸르지오,전세,84,서울특별시 서초구 반포동,10,202503,2000,112500,0
아크로리버파크,월세,112,서울특별시 서초구 반포동,2-12,202503,2016,175000,350
타워팰리스3,전세,244,서울특별시 강남구 도곡동,467-29,202503,2004,445000,0
도곡렉슬,월세,84,서울특별시 강남구 도곡동,527,202503,2006,125000,80
로얄동아,전세,59,서울특별시 광진구 자양동,644,202503,1999,49000,0
한강우성,월세,84,서울특별시 광진구 자양동,87-1,202503,1993,15000,191
한강극동,월세,84,서울특별시 광진구 자양동,57-103,202503,1991,20000,140
위례24단지(꿈에그린),전세,59,서울특별시 송파구 장지동,901,202503,2013,59500,0
쌍용더플래티넘용마산,전세,59,서울특별시 중랑구 면목동,1548,202503,2020,60000,0
두산4,전세,84,서울특별시 중랑구 면목동,1522,202503,2000,44667,0
정릉스카이쌍용아파트,전세,59,서울특별시 성북구 정릉동,1014,202503,1999,38000,0
화성.두산아파트,월세,66,서울특별시 중랑구 신내동,656,202503,1995,5000,110
공덕파크자이,월세,84,서울특별시 마포구 공덕동,476,202503,2015,36667,300
세운푸르지오헤리시티,월세,28,서울특별시 중구 인현동2가,240,202503,2023,4500,122
창동주공1단지,월세,49,서울특별시 도봉구 창동,305,202503,1991,11000,60
성원상떼빌,전세,105,서울특별시 도봉구 창동,743-15,202503,2001,53000,0
금호아파트,전세,27,서울특별시 강동구 천호동,44,202503,1987,20000,0
리스트강남,월세,17,서울특별시 강남구 논현동,202-7,202503,2022,7182,51
선정릉역모아엘가퍼스트홈,월세,14,서울특별시 강남구 논현동,278-4,202503,2023,6030,36
현대2,전세,79,서울특별시 강동구 둔촌동,70-5,202503,1988,45333,0
한강타운,월세,59,서울특별시 용산구 산천동,204,202503,2001,30000,40
