단지명,전용면적(㎡),거래구분,번지,평균 거래금액(만원),시군구,계약년월,건축년도
당산센트럴아이파크,59,매매,43,161500,서울특별시 영등포구 당산동5가,202505,개인
당산센트럴아이파크,84,매매,43,188500,서울특별시 영등포구 당산동5가,202505,개인
당산푸르지오,59,매매,91,123500,서울특별시 영등포구 영등포동8가,202505,개인
당산푸르지오,79,매매,91,137500,서울특별시 영등포구 영등포동8가,202505,개인
당산한양,73,매매,2-6,105000,서울특별시 영등포구 당산동3가,202505,개인
당산한양,84,매매,2-6,115000,서울특별시 영등포구 당산동3가,202505,개인
당산현대3차,59,매매,88,100036,서울특별시 영등포구 당산동4가,202505,개인
당산현대3차,73,매매,88,115000,서울특별시 영등포구 당산동4가,202505,개인
당산현대5차,84,매매,30-1,138000,서울특별시 영등포구 당산동4가,202505,개인
당산효성1차,59,매매,12,123500,서울특별시 영등포구 당산동5가,202505,개인
당산효성1차,84,매매,12,145500,서울특별시 영등포구 당산동5가,202505,개인
당산효성타운2차,84,매매,13,154500,서울특별시 영등포구 당산동5가,202505,개인
대경아르체,42,매매,550,63700,서울특별시 은평구 갈현동,202505,법인
대경아르체,65,매매,550,85400,서울특별시 은평구 갈현동,202505,법인
대광,45,매매,136-1,24000,서울특별시 성북구 안암동3가,202505,개인
대교,95,매매,41,279000,서울특별시 영등포구 여의도동,202505,개인
대덕트윈빌,82,매매,1028,67000,서울특별시 금천구 독산동,202505,개인
대동,59,매매,784-1,99000,서울특별시 광진구 자양동,202505,개인
대동,84,매매,784-1,124625,서울특별시 광진구 자양동,202505,개인
대동황토방,60,매매,1284,54200,서울특별시 노원구 상계동,202505,개인
대동황토방,84,매매,1284,72500,서울특별시 노원구 상계동,202505,개인
대동황토방,114,매매,1284,81900,서울특별시 노원구 상계동,202505,개인
대림,69,매매,70-19,110000,서울특별시 송파구 가락동,202505,개인
대림,84,매매,2,130000,서울특별시 송파구 오금동,202505,개인
대림,84,매매,262-2,91000,서울특별시 강서구 염창동,202505,개인
대림,84,매매,333,109000,서울특별시 양천구 신정동,202505,개인
대림,84,매매,70-19,119500,서울특별시 송파구 가락동,202505,개인
대림,84,매매,960,209000,서울특별시 강남구 도곡동,202505,개인
대림,89,매매,694,93500,서울특별시 강서구 등촌동,202505,개인
대림,93,매매,695,86500,서울특별시 노원구 상계동,202505,개인
대림,120,매매,70-19,148000,서울특별시 송파구 가락동,202505,개인
대림,123,매매,694,125000,서울특별시 강서구 등촌동,202505,개인
대림,125,매매,2,199000,서울특별시 송파구 오금동,202505,개인
대림,125,매매,217,218000,서울특별시 송파구 방이동,202505,개인
대림(169-8),59,매매,169-8,97500,서울특별시 동작구 사당동,202505,개인
대림(169-8),84,매매,169-8,128667,서울특별시 동작구 사당동,202505,개인
대림(169-8),125,매매,169-8,154267,서울특별시 동작구 사당동,202505,개인
대림(1차),63,매매,100,130000,서울특별시 성동구 응봉동,202505,개인
대림(1차),75,매매,100,153500,서울특별시 성동구 응봉동,202505,개인
대림(1차),126,매매,100,199000,서울특별시 성동구 응봉동,202505,개인
대림(2차),59,매매,97,98125,서울특별시 성동구 응봉동,202505,개인
대림(2차),84,매매,97,120000,서울특별시 성동구 응봉동,202505,개인
대림1,59,매매,642,87314,서울특별시 구로구 신도림동,202505,개인
대림1,84,매매,642,111333,서울특별시 구로구 신도림동,202505,개인
대림2,59,매매,497,85000,서울특별시 마포구 망원동,202505,개인
대림2,84,매매,497,104000,서울특별시 마포구 망원동,202505,개인
대림2,84,매매,642,122500,서울특별시 구로구 신도림동,202505,개인
대림2,101,매매,642,130500,서울특별시 구로구 신도림동,202505,개인
대림2,134,매매,642,135000,서울특별시 구로구 신도림동,202505,개인
대림2차,84,매매,501,173875,서울특별시 마포구 용강동,202505,개인
대림3,84,매매,691,99000,서울특별시 구로구 신도림동,202505,개인
대림e-편한세상,59,매매,225,82650,서울특별시 동대문구 이문동,202505,개인
대림e-편한세상,59,매매,347,118460,서울특별시 성동구 행당동,202505,개인
대림e-편한세상,79,매매,225,89800,서울특별시 동대문구 이문동,202505,개인
대림e-편한세상,84,매매,225,92500,서울특별시 동대문구 이문동,202505,개인
대림e-편한세상,84,매매,347,137050,서울특별시 성동구 행당동,202505,개인
대림e-편한세상,84,매매,822,75500,서울특별시 도봉구 창동,202505,개인
대림e-편한세상,114,매매,347,153500,서울특별시 성동구 행당동,202505,개인
대림e-편한세상1,164,매매,884-21,250000,서울특별시 서초구 방배동,202505,개인
대림e-편한세상4,84,매매,646,158500,서울특별시 구로구 신도림동,202505,개인
대림e-편한세상4,117,매매,646,177375,서울특별시 구로구 신도림동,202505,개인
대림e-편한세상5,84,매매,647,121300,서울특별시 구로구 신도림동,202505,개인
대림e-편한세상6,84,매매,648,114500,서울특별시 구로구 신도림동,202505,개인
대림e-편한세상7,84,매매,649,134500,서울특별시 구로구 신도림동,202505,개인
대림e-편한세상7,116,매매,649,150000,서울특별시 구로구 신도림동,202505,개인
대림e편한세상,84,매매,361-1,61000,서울특별시 강서구 화곡동,202505,개인
대림e편한세상,110,매매,361-1,82000,서울특별시 강서구 화곡동,202505,개인
대림강변타운,59,매매,15,120867,서울특별시 성동구 응봉동,202505,개인
대림강변타운,84,매매,15,153000,서울특별시 성동구 응봉동,202505,개인
대림강변타운,114,매매,15,186667,서울특별시 성동구 응봉동,202505,개인
대림경동아파트,131,매매,1474,133600,서울특별시 강서구 가양동,202505,개인
대림아크로빌,172,매매,467-6,300000,서울특별시 강남구 도곡동,202505,개인
대림아크로빌,177,매매,467-6,329000,서울특별시 강남구 도곡동,202505,개인
대림아파트,59,매매,501,103783,서울특별시 동작구 대방동,202505,개인
대림아파트,66,매매,411,67500,서울특별시 동작구 상도동,202505,개인
대림아파트,84,매매,501,137071,서울특별시 동작구 대방동,202505,개인
대림아파트,134,매매,501,166500,서울특별시 동작구 대방동,202505,개인
대명사이버아파트,84,매매,49-8,63700,서울특별시 강동구 천호동,202505,개인
대방1차e-편한세상,84,매매,508,136500,서울특별시 동작구 대방동,202505,개인
대방동현대,84,매매,502,103000,서울특별시 동작구 대방동,202505,개인
대상,84,매매,477,53000,서울특별시 구로구 개봉동,202505,개인
대상3,59,매매,491,67900,서울특별시 마포구 망원동,202505,개인
대상3,84,매매,491,83500,서울특별시 마포구 망원동,202505,개인
대상타운현대아파트,84,매매,720-1,85000,서울특별시 도봉구 방학동,202505,개인
대성유니드,82,매매,389,78500,서울특별시 영등포구 신길동,202505,개인
대성유니드,84,매매,1033,69125,서울특별시 양천구 신월동,202505,개인
대성유니드,84,매매,1155,87500,서울특별시 동작구 사당동,202505,개인
대성유니드1차,64,매매,1198-23,45000,서울특별시 양천구 신정동,202505,개인
대성유니드아파트,84,매매,429,79500,서울특별시 동대문구 이문동,202505,개인
대성유니트,76,매매,803,60000,서울특별시 중랑구 신내동,202505,개인
대아2차아파트,59,매매,492-1,54833,서울특별시 노원구 공릉동,202505,개인
대아2차아파트,84,매매,492-1,62000,서울특별시 노원구 공릉동,202505,개인
대우,43,매매,1021,31000,서울특별시 성북구 정릉동,202505,개인
대우,59,매매,296,57075,서울특별시 구로구 고척동,202505,개인
대우,59,매매,342,54500,서울특별시 강북구 우이동,202505,개인
대우,59,매매,800,130500,서울특별시 성동구 금호동4가,202505,개인
대우,59,매매,804,59625,서울특별시 도봉구 창동,202505,개인
대우,84,매매,296,64000,서울특별시 구로구 고척동,202505,개인
대우,84,매매,800,153700,서울특별시 성동구 금호동4가,202505,개인
대우,114,매매,296,72500,서울특별시 구로구 고척동,202505,개인
대우,114,매매,800,188000,서울특별시 성동구 금호동4가,202505,개인
대우2,59,매매,709,105000,서울특별시 성동구 성수동1가,202505,개인
대우2,84,매매,709,143000,서울특별시 성동구 성수동1가,202505,개인
대우그린,84,매매,814,78900,서울특별시 도봉구 창동,202505,개인
대우디오빌,25,매매,952,25500,서울특별시 강남구 도곡동,202505,개인
대우디오슈페리움2단지,84,매매,856-1,84000,서울특별시 관악구 봉천동,202505,개인
대우레이크월드,139,매매,58-1,168000,서울특별시 송파구 송파동,202505,개인
대우레이크월드,163,매매,58-1,185000,서울특별시 송파구 송파동,202505,개인
대우미래사랑,34,매매,487,30500,서울특별시 마포구 서교동,202505,개인
대우미래사랑,43,매매,487,51500,서울특별시 마포구 서교동,202505,개인
대우미래사랑,68,매매,487,69000,서울특별시 마포구 서교동,202505,개인
대우아이빌명문가(891-23),52,매매,891-23,53000,서울특별시 강남구 대치동,202505,개인
대우월드마크마포,136,매매,173,190000,서울특별시 마포구 신공덕동,202505,개인
대우월드마크용산,96,매매,64,165000,서울특별시 용산구 한강로1가,202505,개인
대우유로카운티,142,매매,420,131000,서울특별시 동작구 상도동,202505,개인
대우트럼프월드Ⅰ,152,매매,55-1,267000,서울특별시 영등포구 여의도동,202505,개인
대우푸르지오,84,매매,739,98000,서울특별시 서대문구 연희동,202505,개인
대원,58,매매,47-1,70500,서울특별시 영등포구 문래동6가,202505,개인
대원그린아파트,46,매매,444-31,25900,서울특별시 도봉구 방학동,202505,개인
대원칸타빌,84,매매,453,128000,서울특별시 마포구 신수동,202505,개인
대원칸타빌,105,매매,581,82000,서울특별시 중랑구 면목동,202505,개인
대원칸타빌2,69,매매,941,112000,서울특별시 양천구 목동,202505,개인
대원칸타빌2,83,매매,941,126500,서울특별시 양천구 목동,202505,개인
대원칸타빌2,84,매매,941,128500,서울특별시 양천구 목동,202505,개인
대치SKVIEW,93,매매,1029,395000,서울특별시 강남구 대치동,202505,개인
대치동우정에쉐르1,59,매매,891-28,59000,서울특별시 강남구 대치동,202505,개인
대치삼성,108,매매,1014-3,355000,서울특별시 강남구 대치동,202505,개인
대치아이파크,84,매매,888,357667,서울특별시 강남구 대치동,202505,개인
대치아이파크,114,매매,888,410000,서울특별시 강남구 대치동,202505,개인
대치아이파크,149,매매,888,490000,서울특별시 강남구 대치동,202505,개인
"대치우성아파트1동,2동,3동,5동,6동,7동",115,매매,63,370000,서울특별시 강남구 대치동,202505,개인
대치현대,85,매매,974,290000,서울특별시 강남구 대치동,202505,개인
대호프라자아파트,59,매매,631-1,56250,서울특별시 은평구 불광동,202505,개인
대흥동세양,84,매매,802,107000,서울특별시 마포구 대흥동,202505,개인
대흥동태영아파트,59,매매,660,135167,서울특별시 마포구 대흥동,202505,개인
대흥동태영아파트,84,매매,660,175000,서울특별시 마포구 대흥동,202505,개인
대흥동태영아파트,114,매매,660,190000,서울특별시 마포구 대흥동,202505,개인
더-위일이노펠리체,55,매매,85-1,69200,서울특별시 은평구 역촌동,202505,법인
더샵스타시티,100,매매,227-7,181250,서울특별시 광진구 자양동,202505,개인
더샵스타시티,127,매매,227-7,194286,서울특별시 광진구 자양동,202505,개인
더샵스타시티,135,매매,227-7,206667,서울특별시 광진구 자양동,202505,개인
더샵스타시티,139,매매,227-7,224000,서울특별시 광진구 자양동,202505,개인
더샵스타시티,163,매매,227-7,270333,서울특별시 광진구 자양동,202505,개인
더샵스타시티,177,매매,227-7,296500,서울특별시 광진구 자양동,202505,개인
더샵파크솔레이유,59,매매,654,122000,서울특별시 강동구 둔촌동,202505,개인
더샵파크프레스티지,59,매매,4974,116000,서울특별시 영등포구 신길동,202505,개인
더샵파크프레스티지,84,매매,4974,133200,서울특별시 영등포구 신길동,202505,개인
더클래스,28,매매,85-4,28000,서울특별시 중랑구 상봉동,202505,개인
더클래시,43,매매,804,125000,서울특별시 마포구 아현동,202505,개인
더클래시,59,매매,804,178950,서울특별시 마포구 아현동,202505,개인
더클래시,84,매매,804,213000,서울특별시 마포구 아현동,202505,개인
덕수궁롯데캐슬,56,매매,217,94500,서울특별시 중구 순화동,202505,개인
덕영드림,56,매매,1282,52000,서울특별시 구로구 구로동,202505,개인
데시앙,84,매매,317,85700,서울특별시 중랑구 신내동,202505,기타
도곡1차아이파크,84,매매,543-7,227000,서울특별시 강남구 도곡동,202505,개인
도곡렉슬,59,매매,527,265000,서울특별시 강남구 도곡동,202505,개인
도곡렉슬,84,매매,527,355000,서울특별시 강남구 도곡동,202505,개인
도곡렉슬,114,매매,527,415000,서울특별시 강남구 도곡동,202505,개인
도곡렉슬,119,매매,527,375000,서울특별시 강남구 도곡동,202505,개인
도곡렉슬,120,매매,527,370000,서울특별시 강남구 도곡동,202505,개인
도곡쌍용예가,142,매매,933,268000,서울특별시 강남구 도곡동,202505,개인
도봉금강아미움파크타운,64,매매,711,42500,서울특별시 도봉구 쌍문동,202505,개인
도봉산리베니움,84,매매,571,44000,서울특별시 도봉구 도봉동,202505,개인
도봉파크빌3,84,매매,644,61500,서울특별시 도봉구 도봉동,202505,개인
도화동현대,68,매매,357,111900,서울특별시 마포구 도화동,202505,개인
도화동현대,112,매매,357,138000,서울특별시 마포구 도화동,202505,개인
도화동현대,128,매매,357,148000,서울특별시 마포구 도화동,202505,개인
도화현대,59,매매,547,101000,서울특별시 마포구 도화동,202505,개인
독립문극동(200-0),59,매매,200,98443,서울특별시 서대문구 현저동,202505,개인
독립문극동(200-0),84,매매,200,115600,서울특별시 서대문구 현저동,202505,개인
독립문극동(200-0),102,매매,200,122000,서울특별시 서대문구 현저동,202505,개인
독립문삼호,75,매매,100,96500,서울특별시 서대문구 영천동,202505,개인
독립문삼호,84,매매,100,104200,서울특별시 서대문구 영천동,202505,개인
독립문파크빌,59,매매,1019,62300,서울특별시 서대문구 현저동,202505,개인
독산동아아파트,59,매매,183-1,41000,서울특별시 금천구 독산동,202505,개인
독산동중앙하이츠빌,84,매매,1140,72150,서울특별시 금천구 독산동,202505,개인
독산솔리힐아파트,68,매매,1161,50800,서울특별시 금천구 독산동,202505,개인
독산주공14단지,38,매매,1088,33300,서울특별시 금천구 독산동,202505,개인
독산주공14단지,44,매매,1088,39000,서울특별시 금천구 독산동,202505,개인
독산현대,58,매매,293-10,49500,서울특별시 금천구 독산동,202505,개인
돈암동 풍림아파트 101~105동,59,매매,632,55400,서울특별시 성북구 돈암동,202505,개인
돈암동 풍림아파트 101~105동,84,매매,632,63200,서울특별시 성북구 돈암동,202505,개인
돈암동 풍림아파트 101~105동,114,매매,632,71000,서울특별시 성북구 돈암동,202505,개인
돈암동더샵아파트,84,매매,603,73000,서울특별시 성북구 돈암동,202505,개인
돈암동삼성,59,매매,15-1,64692,서울특별시 성북구 돈암동,202505,개인
돈암동삼성,84,매매,15-1,75400,서울특별시 성북구 돈암동,202505,개인
돈암동삼성,114,매매,15-1,85000,서울특별시 성북구 돈암동,202505,개인
돈암동일하이빌,84,매매,120,92000,서울특별시 성북구 동소문동5가,202505,개인
돈암동해피트리,84,매매,642,80500,서울특별시 성북구 돈암동,202505,개인
돈암코오롱하늘채,59,매매,644,87500,서울특별시 성북구 돈암동,202505,개인
돈암현대아파트,56,매매,1,56500,서울특별시 성북구 돈암동,202505,개인
돈암현대아파트,68,매매,1,65850,서울특별시 성북구 돈암동,202505,개인
돈암현대아파트,84,매매,1,72000,서울특별시 성북구 돈암동,202505,개인
돈의문센트레빌,59,매매,261,120000,서울특별시 서대문구 냉천동,202505,개인
돈의문센트레빌,84,매매,261,147650,서울특별시 서대문구 냉천동,202505,개인
돈의문센트레빌,114,매매,261,165000,서울특별시 서대문구 냉천동,202505,개인
동구햇살,84,매매,388,62000,서울특별시 중랑구 묵동,202505,개인
동구햇살아파트,84,매매,724-2,82000,서울특별시 양천구 목동,202505,개인
동구햇살아파트2차,59,매매,715-3,56000,서울특별시 양천구 목동,202505,개인
동답한신,35,매매,42,38000,서울특별시 동대문구 답십리동,202505,개인
동답한신,44,매매,42,49750,서울특별시 동대문구 답십리동,202505,개인
동답한신,59,매매,42,61800,서울특별시 동대문구 답십리동,202505,개인
동대문롯데캐슬노블레스,59,매매,695,118500,서울특별시 동대문구 전농동,202505,개인
동대문와이즈캐슬,15,매매,119,15000,서울특별시 중구 흥인동,202505,개인
동대문푸르지오시티(도시형생활주택),30,매매,104-3,40550,서울특별시 동대문구 용두동,202505,개인
동도센트리움,80,매매,827,67000,서울특별시 도봉구 창동,202505,개인
동도하이츠,82,매매,218-12,41800,서울특별시 양천구 신월동,202505,개인
동림,74,매매,1019-4,69000,서울특별시 양천구 신정동,202505,개인
동문굿모닝탑,146,매매,324-10,149500,서울특별시 양천구 신정동,202505,개인
동문굿모닝탑,153,매매,324-10,151000,서울특별시 양천구 신정동,202505,개인
동문굿모닝탑,183,매매,324-10,174000,서울특별시 양천구 신정동,202505,개인
동방,27,매매,607-1,17500,서울특별시 양천구 신월동,202505,개인
동부,50,매매,1695,58000,서울특별시 관악구 신림동,202505,개인
동부,60,매매,1695,71000,서울특별시 관악구 신림동,202505,개인
동부(101동~103동),59,매매,336,50000,서울특별시 구로구 오류동,202505,개인
동부골든,59,매매,338,37900,서울특별시 구로구 오류동,202505,개인
동부센트레빌,59,매매,260,73000,서울특별시 서대문구 냉천동,202505,개인
동부센트레빌,80,매매,633,87500,서울특별시 성북구 돈암동,202505,개인
동부센트레빌,82,매매,561,127500,서울특별시 영등포구 당산동3가,202505,개인
동부센트레빌,84,매매,260,101500,서울특별시 서대문구 냉천동,202505,개인
동부센트레빌,84,매매,275,182500,서울특별시 강남구 논현동,202505,개인
동부센트레빌,84,매매,716,238000,서울특별시 강남구 역삼동,202505,개인
동부센트레빌,94,매매,561,129500,서울특별시 영등포구 당산동3가,202505,개인
동부센트레빌,114,매매,561,145000,서울특별시 영등포구 당산동3가,202505,개인
동부센트레빌,115,매매,633,106250,서울특별시 성북구 돈암동,202505,개인
동부센트레빌,121,매매,670,493000,서울특별시 강남구 대치동,202505,개인
동부센트레빌,134,매매,3275,230350,서울특별시 서초구 방배동,202505,개인
동부센트레빌,134,매매,561,115000,서울특별시 영등포구 당산동3가,202505,개인
동부센트레빌,143,매매,95,170500,서울특별시 송파구 가락동,202505,개인
동부아파트,54,매매,495,33500,서울특별시 중랑구 상봉동,202505,개인
동부아파트,84,매매,495,70467,서울특별시 중랑구 상봉동,202505,개인
동부아파트,114,매매,705,67000,서울특별시 노원구 공릉동,202505,개인
동북아스위트힐아파트,84,매매,107,79500,서울특별시 광진구 광장동,202505,개인
동산빌라1동,47,매매,792-33,22800,서울특별시 구로구 구로동,202505,개인
동삼빌라트,58,매매,107,58000,서울특별시 강동구 길동,202505,개인
동서울오네뜨,84,매매,339-1,75000,서울특별시 강동구 길동,202505,개인
동서울한양,59,매매,41,53700,서울특별시 동대문구 답십리동,202505,개인
동성,84,매매,817,79300,서울특별시 강서구 방화동,202505,개인
동성,101,매매,691-1,103500,서울특별시 강서구 등촌동,202505,개인
동성1,59,매매,397,46875,서울특별시 중랑구 신내동,202505,개인
동성1,65,매매,397,45000,서울특별시 중랑구 신내동,202505,개인
동성1,84,매매,397,66600,서울특별시 중랑구 신내동,202505,개인
동성3,84,매매,618,63700,서울특별시 중랑구 신내동,202505,개인
동성아파트,59,매매,591,48000,서울특별시 중랑구 신내동,202505,개인
동성아파트,84,매매,591,63800,서울특별시 중랑구 신내동,202505,개인
동송하이클래스,76,매매,602-163,56300,서울특별시 관악구 남현동,202505,개인
동신,59,매매,219,59767,서울특별시 성북구 하월곡동,202505,개인
동신,70,매매,436,61750,서울특별시 노원구 월계동,202505,개인
동신,71,매매,436,64267,서울특별시 노원구 월계동,202505,개인
동신,92,매매,436,74000,서울특별시 노원구 월계동,202505,개인
동신대아,101,매매,1459,124000,서울특별시 강서구 가양동,202505,개인
동신대아,164,매매,1459,107000,서울특별시 강서구 가양동,202505,개인
동신주택,78,매매,70-4,48000,서울특별시 성북구 하월곡동,202505,개인
동아,52,매매,656-320,167000,서울특별시 성동구 성수동1가,202505,개인
동아,53,매매,656-320,164500,서울특별시 성동구 성수동1가,202505,개인
동아,59,매매,10,70267,서울특별시 동대문구 답십리동,202505,개인
동아,59,매매,157,278000,서울특별시 서초구 잠원동,202505,개인
동아,59,매매,292,75500,서울특별시 강서구 염창동,202505,개인
동아,59,매매,473,59000,서울특별시 강동구 상일동,202505,개인
동아,84,매매,157,338167,서울특별시 서초구 잠원동,202505,개인
동아,96,매매,656-320,220000,서울특별시 성동구 성수동1가,202505,개인
동아,97,매매,656-320,215000,서울특별시 성동구 성수동1가,202505,개인
동아,114,매매,10,82500,서울특별시 동대문구 답십리동,202505,개인
동아1,59,매매,643,94600,서울특별시 구로구 신도림동,202505,개인
동아1,84,매매,643,121000,서울특별시 구로구 신도림동,202505,개인
동아1,169,매매,643,141000,서울특별시 구로구 신도림동,202505,개인
동아2,59,매매,644,97100,서울특별시 구로구 신도림동,202505,개인
동아2,84,매매,644,121667,서울특별시 구로구 신도림동,202505,개인
동아3,60,매매,645,103600,서울특별시 구로구 신도림동,202505,개인
동아3,84,매매,258-1,100875,서울특별시 강서구 염창동,202505,개인
동아3,84,매매,645,125250,서울특별시 구로구 신도림동,202505,개인
동아3,138,매매,645,142000,서울특별시 구로구 신도림동,202505,개인
동아그린,43,매매,411,118000,서울특별시 용산구 이촌동,202505,개인
동아그린,58,매매,708,105333,서울특별시 성동구 성수동1가,202505,개인
동아그린,59,매매,805,62000,서울특별시 도봉구 창동,202505,개인
동아그린,84,매매,708,127500,서울특별시 성동구 성수동1가,202505,개인
동아불암,59,매매,1285,46833,서울특별시 노원구 상계동,202505,개인
동아불암,84,매매,1285,60250,서울특별시 노원구 상계동,202505,개인
동아에코빌,59,매매,101,60300,서울특별시 성북구 상월곡동,202505,개인
동아에코빌,59,매매,165-1,70833,서울특별시 영등포구 도림동,202505,개인
동아에코빌,84,매매,101,71750,서울특별시 성북구 상월곡동,202505,개인
동아에코빌,84,매매,165-1,90000,서울특별시 영등포구 도림동,202505,개인
동아에코빌,114,매매,101,81500,서울특별시 성북구 상월곡동,202505,개인
동아청솔,59,매매,808,69000,서울특별시 도봉구 창동,202505,개인
동아청솔,84,매매,808,91500,서울특별시 도봉구 창동,202505,개인
동아하이빌아파트,59,매매,217-132,69500,서울특별시 강동구 천호동,202505,개인
동아하이빌아파트,84,매매,217-132,81250,서울특별시 강동구 천호동,202505,개인
동아한가람1,84,매매,506,112500,서울특별시 송파구 풍납동,202505,개인
동아한신,59,매매,327,58333,서울특별시 구로구 고척동,202505,개인
동양,59,매매,100,75300,서울특별시 영등포구 양평동6가,202505,개인
동양2차,84,매매,117,73000,서울특별시 동대문구 휘경동,202505,개인
동양엔파트,84,매매,1305,86750,서울특별시 노원구 상계동,202505,개인
동양엔파트,84,매매,208-33,64500,서울특별시 중랑구 중화동,202505,개인
동원,87,매매,352-11,116000,서울특별시 서초구 양재동,202505,법인
동원데쟈뷰,58,매매,938-7,45000,서울특별시 양천구 신정동,202505,개인
동원베네스트,84,매매,463,70000,서울특별시 서대문구 홍은동,202505,개인
동원베네스트,84,매매,528,115500,서울특별시 동작구 상도동,202505,개인
동원베네스트,84,매매,940,65500,서울특별시 노원구 월계동,202505,개인
동원월드타운,60,매매,395,63000,서울특별시 마포구 중동,202505,개인
동익,84,매매,738,173000,서울특별시 강남구 수서동,202505,개인
동일스위트리버,84,매매,366,82000,서울특별시 동대문구 휘경동,202505,개인
동일씨티빌,77,매매,19-20,37000,서울특별시 도봉구 쌍문동,202505,개인
동일하이빌뉴시티,126,매매,230,124500,서울특별시 성북구 하월곡동,202505,개인
동작협성휴포레시그니처,84,매매,686-48,110000,서울특별시 동작구 신대방동,202505,개인
동진,38,매매,103,25300,서울특별시 노원구 중계동,202505,개인
동진신안,101,매매,364,125000,서울특별시 노원구 중계동,202505,개인
동호스카이,58,매매,141-8,60000,서울특별시 은평구 녹번동,202505,개인
동훈노보빌,54,매매,499,65000,서울특별시 영등포구 신길동,202505,개인
두산,41,매매,1110,33150,서울특별시 노원구 상계동,202505,개인
두산,51,매매,1110,45500,서울특별시 노원구 상계동,202505,개인
두산,54,매매,10,60000,서울특별시 성북구 석관동,202505,개인
두산,59,매매,10,70600,서울특별시 성북구 석관동,202505,개인
두산,59,매매,1009,89885,서울특별시 서대문구 북아현동,202505,개인
두산,59,매매,1110,42000,서울특별시 노원구 상계동,202505,개인
두산,59,매매,1331,112188,서울특별시 성동구 금호동3가,202505,개인
두산,59,매매,1708,90078,서울특별시 관악구 봉천동,202505,개인
두산,59,매매,456,59000,서울특별시 서대문구 홍은동,202505,개인
두산,59,매매,472,49786,서울특별시 구로구 개봉동,202505,개인
두산,59,매매,769,63900,서울특별시 금천구 가산동,202505,개인
두산,59,매매,990,72875,서울특별시 동대문구 답십리동,202505,개인
두산,79,매매,1331,114000,서울특별시 성동구 금호동3가,202505,개인
두산,84,매매,10,79350,서울특별시 성북구 석관동,202505,개인
두산,84,매매,1110,70000,서울특별시 노원구 상계동,202505,개인
두산,84,매매,1331,139500,서울특별시 성동구 금호동3가,202505,개인
두산,84,매매,1708,102067,서울특별시 관악구 봉천동,202505,개인
두산,84,매매,232,106000,서울특별시 종로구 창신동,202505,개인
두산,84,매매,345,105000,서울특별시 성동구 행당동,202505,개인
두산,84,매매,769,65000,서울특별시 금천구 가산동,202505,개인
두산,84,매매,990,79225,서울특별시 동대문구 답십리동,202505,개인
두산,101,매매,769,76075,서울특별시 금천구 가산동,202505,개인
두산,114,매매,1708,110000,서울특별시 관악구 봉천동,202505,개인
두산,114,매매,990,90000,서울특별시 동대문구 답십리동,202505,개인
두산,116,매매,1331,145967,서울특별시 성동구 금호동3가,202505,개인
두산,124,매매,1331,157000,서울특별시 성동구 금호동3가,202505,개인
두산,164,매매,10,94000,서울특별시 성북구 석관동,202505,개인
두산1,59,매매,1500,56250,서울특별시 중랑구 면목동,202505,개인
두산1,84,매매,1500,63500,서울특별시 중랑구 면목동,202505,개인
두산4,84,매매,1522,71000,서울특별시 중랑구 면목동,202505,개인
두산5,59,매매,1522-1,65167,서울특별시 중랑구 면목동,202505,개인
두산6,59,매매,1501,60000,서울특별시 중랑구 면목동,202505,개인
두산위브,59,매매,649,78625,서울특별시 영등포구 영등포동,202505,개인
두산위브,59,매매,998,100933,서울특별시 동대문구 답십리동,202505,개인
두산위브,83,매매,649,96500,서울특별시 영등포구 영등포동,202505,개인
두산위브,84,매매,998,110400,서울특별시 동대문구 답십리동,202505,개인
두산위브센티움,31,매매,414,16750,서울특별시 강동구 천호동,202505,개인
두산위브트레지움,59,매매,811,70900,서울특별시 강북구 미아동,202505,개인
두산위브트레지움,84,매매,1131,166250,서울특별시 동작구 사당동,202505,개인
두산위브트레지움,84,매매,811,81000,서울특별시 강북구 미아동,202505,개인
두산위브트레지움,118,매매,1131,200800,서울특별시 동작구 사당동,202505,개인
두산위브트레지움2차,84,매매,535,159125,서울특별시 동작구 상도동,202505,개인
두산힐스빌아파트,59,매매,747,64800,서울특별시 노원구 공릉동,202505,개인
두산힐스빌아파트,60,매매,747,65550,서울특별시 노원구 공릉동,202505,개인
두산힐스빌아파트,84,매매,747,83500,서울특별시 노원구 공릉동,202505,개인
두성아파트,84,매매,219,47000,서울특별시 은평구 역촌동,202505,개인
둔촌역청구,59,매매,419-1,76500,서울특별시 강동구 성내동,202505,개인
둔촌역청구,84,매매,419-1,97700,서울특별시 강동구 성내동,202505,개인
둔촌푸르지오,59,매매,630,118800,서울특별시 강동구 둔촌동,202505,개인
둔촌푸르지오,84,매매,630,135500,서울특별시 강동구 둔촌동,202505,개인
드림리버빌,117,매매,378,119500,서울특별시 영등포구 당산동,202505,개인
드림캐시아1,59,매매,116-26,48500,서울특별시 은평구 응암동,202505,개인
"등촌1,2단지주공아파트",41,매매,687,55167,서울특별시 강서구 등촌동,202505,개인
"등촌7,8단지주공아파트",41,매매,707,58900,서울특별시 강서구 등촌동,202505,개인
등촌동아이파크,84,매매,715,102500,서울특별시 강서구 등촌동,202505,개인
등촌동아이파크,119,매매,715,108833,서울특별시 강서구 등촌동,202505,개인
등촌동아이파크,165,매매,715,127300,서울특별시 강서구 등촌동,202505,법인
