단지명,거래구분,전용면적(㎡),시군구,번지,계약년월,건축년도,평균 보증금(만원),평균 월세금(만원)
e편한세상 수색 에코포레,전세,84,서울특별시 은평구 수색동,415-1,202505,2003,40500,0
e편한세상 수색 에코포레,전세,114,서울특별시 은평구 수색동,415-1,202505,2003,42790,0
e편한세상광진그랜드파크,전세,84,서울특별시 광진구 구의동,680,202505,2021,90500,0
e편한세상광진그랜드파크,전세,115,서울특별시 광진구 구의동,680,202505,2021,123000,0
e편한세상독산더타워,전세,76,서울특별시 금천구 독산동,1007-13,202505,2019,58000,0
e편한세상독산더타워,전세,78,서울특별시 금천구 독산동,1007-13,202505,2019,57500,0
e편한세상독산더타워,전세,84,서울특별시 금천구 독산동,1007-13,202505,2019,55500,0
e편한세상백련산,전세,59,서울특별시 은평구 응암동,771,202505,2022,50000,0
e편한세상백련산,전세,84,서울특별시 은평구 응암동,771,202505,2022,55000,0
e편한세상상도노빌리티,전세,59,서울특별시 동작구 상도동,903,202505,2018,75000,0
e편한세상서울대입구1단지,전세,59,서울특별시 관악구 봉천동,1730,202505,2019,65000,0
e편한세상서울대입구1단지,전세,84,서울특별시 관악구 봉천동,1730,202505,2019,73667,0
e편한세상서울대입구2단지,전세,84,서울특별시 관악구 봉천동,1730-1,202505,2019,68429,0
e편한세상서울대입구2차,전세,59,서울특별시 관악구 봉천동,1733,202505,2020,63000,0
e편한세상송파파크센트럴,전세,59,서울특별시 송파구 거여동,696,202505,2021,69000,0
e편한세상송파파크센트럴,전세,84,서울특별시 송파구 거여동,696,202505,2021,46000,0
e편한세상송파파크센트럴,전세,113,서울특별시 송파구 거여동,696,202505,2021,103000,0
e편한세상신촌1단지,전세,59,서울특별시 서대문구 북아현동,1013,202505,2018,74000,0
e편한세상신촌1단지,전세,84,서울특별시 서대문구 북아현동,1013,202505,2018,90000,0
e편한세상신촌2단지,전세,84,서울특별시 서대문구 북아현동,1013,202505,2018,87500,0
e편한세상신촌3단지,전세,59,서울특별시 서대문구 북아현동,1013,202505,2018,73000,0
e편한세상신촌4단지,전세,59,서울특별시 서대문구 북아현동,1013,202505,2018,80000,0
e편한세상신촌4단지,전세,84,서울특별시 서대문구 북아현동,1013,202505,2018,85000,0
e편한세상염창,전세,55,서울특별시 강서구 염창동,309,202505,2019,55000,0
e편한세상염창,전세,59,서울특별시 강서구 염창동,309,202505,2019,49900,0
e편한세상염창,전세,84,서울특별시 강서구 염창동,309,202505,2019,87000,0
e편한세상홍제가든플라츠,전세,59,서울특별시 서대문구 홍은동,469,202505,2023,58833,0
sk파크타워,전세,84,서울특별시 송파구 가락동,166-2,202505,2003,75000,0
가락(1차)쌍용아파트,전세,59,서울특별시 송파구 가락동,140,202505,1997,61667,0
가락(1차)쌍용아파트,전세,84,서울특별시 송파구 가락동,140,202505,1997,69794,0
가락3차쌍용스윗닷홈(103동),전세,84,서울특별시 송파구 가락동,54,202505,2005,73000,0
가락금호아파트,전세,59,서울특별시 송파구 가락동,95-1,202505,1997,58800,0
가락금호아파트,전세,84,서울특별시 송파구 가락동,95-1,202505,1997,70000,0
가락금호아파트,전세,85,서울특별시 송파구 가락동,95-1,202505,1997,78000,0
가락미륭아파트,전세,50,서울특별시 송파구 가락동,138,202505,1986,27000,0
가락미륭아파트,전세,60,서울특별시 송파구 가락동,138,202505,1986,37000,0
가락미륭아파트,전세,64,서울특별시 송파구 가락동,138,202505,1986,32500,0
가락미륭아파트,전세,83,서울특별시 송파구 가락동,138,202505,1986,45000,0
가락삼익맨숀,전세,84,서울특별시 송파구 송파동,166,202505,1984,30000,0
가락삼익맨숀,전세,151,서울특별시 송파구 송파동,166,202505,1984,45000,0
가락쌍용(2차),전세,59,서울특별시 송파구 가락동,21-6,202505,1999,57000,0
가람,전세,84,서울특별시 강남구 일원동,735,202505,1993,86000,0
가산양우내안에애플,전세,12,서울특별시 금천구 가산동,141-2,202505,2013,9600,0
가야써니빌,전세,68,서울특별시 중랑구 망우동,576,202505,2002,35000,0
가양2단지(성지),전세,34,서울특별시 강서구 가양동,1461,202505,1992,24200,0
가양2단지(성지),전세,39,서울특별시 강서구 가양동,1461,202505,1992,22200,0
가양2단지(성지),전세,49,서울특별시 강서구 가양동,1461,202505,1992,31720,0
가양6단지,전세,39,서울특별시 강서구 가양동,1485,202505,1992,21833,0
가양6단지,전세,49,서울특별시 강서구 가양동,1485,202505,1992,33200,0
가양6단지,전세,58,서울특별시 강서구 가양동,1485,202505,1992,34339,0
가양강나루현대,전세,59,서울특별시 강서구 가양동,448-1,202505,1999,50000,0
가양도시개발9-2단지,전세,34,서울특별시 강서구 가양동,1490,202505,1993,25000,0
가양도시개발9-2단지,전세,39,서울특별시 강서구 가양동,1490,202505,1993,29000,0
가양역두산위브,전세,59,서울특별시 강서구 등촌동,726,202505,2022,65667,0
가양우성,전세,84,서울특별시 강서구 가양동,14-3,202505,1990,62000,0
갈현건영,전세,59,서울특별시 은평구 갈현동,541-1,202505,2001,27000,0
갈현동현대,전세,59,서울특별시 은평구 갈현동,537,202505,1997,27000,0
갈현현대,전세,59,서울특별시 은평구 구산동,382,202505,1998,30000,0
강남 더샵 포레스트,전세,124,서울특별시 강남구 수서동,799,202505,2016,130000,0
강남데시앙파크,전세,84,서울특별시 강남구 세곡동,525,202505,2011,62250,0
강남데시앙포레,전세,59,서울특별시 강남구 수서동,795,202505,2014,74000,0
강남데시앙포레,전세,84,서울특별시 강남구 수서동,795,202505,2014,90000,0
강남브리즈힐,전세,74,서울특별시 강남구 자곡동,618,202505,2014,63000,0
강남상가,전세,79,서울특별시 강남구 신사동,510-11,202505,1974,42000,0
강남센트럴아이파크,전세,59,서울특별시 강남구 역삼동,902,202505,2022,130000,0
강남센트럴아이파크,전세,84,서울특별시 강남구 역삼동,902,202505,2022,163000,0
강남아르젠,전세,27,서울특별시 서초구 서초동,1327-23,202505,2014,34700,0
강남엘에이치1단지,전세,59,서울특별시 강남구 세곡동,579,202505,2013,67333,0
강남엘에이치1단지,전세,74,서울특별시 강남구 세곡동,579,202505,2013,69000,0
강남엘에이치1단지,전세,84,서울특별시 강남구 세곡동,579,202505,2013,79000,0
강남자곡 힐스테이트,전세,23,서울특별시 강남구 자곡동,619,202505,2015,9439,0
강남자곡 힐스테이트,전세,59,서울특별시 강남구 자곡동,619,202505,2015,23362,0
강남자곡 힐스테이트,전세,84,서울특별시 강남구 자곡동,619,202505,2015,70000,0
강남자곡아이파크,전세,74,서울특별시 강남구 자곡동,602,202505,2014,78000,0
강남한신휴플러스6단지,전세,59,서울특별시 강남구 율현동,365,202505,2015,63000,0
강남한신휴플러스8단지,전세,101,서울특별시 강남구 율현동,513,202505,2015,83000,0
강남한양수자인(4단지),전세,59,서울특별시 강남구 자곡동,686,202505,2014,69000,0
강남한양수자인(4단지),전세,84,서울특별시 강남구 자곡동,686,202505,2014,77240,0
강남한양수자인(4단지),전세,101,서울특별시 강남구 자곡동,686,202505,2014,80000,0
강남한양수자인(4단지),전세,114,서울특별시 강남구 자곡동,686,202505,2014,90000,0
강동리버스트4단지,전세,49,서울특별시 강동구 강일동,114,202505,2020,43000,0
강동리버스트4단지,전세,59,서울특별시 강동구 강일동,114,202505,2020,50000,0
강동역두산위브센티움,전세,59,서울특별시 강동구 천호동,155-5,202505,2004,44000,0
강림스위트빌,전세,81,서울특별시 마포구 망원동,508,202505,2004,45800,0
강변,전세,34,서울특별시 강서구 가양동,1475,202505,1992,20000,0
강변,전세,39,서울특별시 강서구 가양동,1475,202505,1992,26429,0
강변,전세,49,서울특별시 강서구 가양동,1475,202505,1992,36750,0
강변,전세,66,서울특별시 서초구 잠원동,53-15,202505,1987,71500,0
강변,전세,84,서울특별시 서초구 잠원동,53-15,202505,1987,80000,0
강변건영아파트,전세,84,서울특별시 성동구 성수동1가,710,202505,2002,80000,0
강변그대가갤럭시,전세,84,서울특별시 강동구 천호동,570,202505,2009,65333,0
강변그대가리버뷰,전세,84,서울특별시 강동구 천호동,568,202505,2007,64000,0
강변금호타운,전세,84,서울특별시 성동구 성수동2가,830,202505,1994,55000,0
강변래미안,전세,55,서울특별시 영등포구 당산동,376,202505,2002,60000,0
강변래미안,전세,108,서울특별시 영등포구 당산동,376,202505,2002,77000,0
강변삼부아파트,전세,110,서울특별시 강남구 삼성동,99-12,202505,2000,92000,0
강변한신코아,전세,51,서울특별시 마포구 마포동,350,202505,1992,27000,0
강변힐스테이트,전세,59,서울특별시 마포구 현석동,222,202505,2004,60000,0
강변힐하우스,전세,13,서울특별시 광진구 구의동,596-1,202505,2015,15000,0
강서센트레빌3차(894-0),전세,84,서울특별시 강서구 방화동,894,202505,2009,61000,0
강서아이파크,전세,83,서울특별시 강서구 화곡동,980-21,202505,2005,45000,0
강서크라운팰리스,전세,29,서울특별시 강서구 화곡동,998-5,202505,2019,23625,0
강서한강월드메르디앙,전세,84,서울특별시 강서구 가양동,1462,202505,2006,56000,0
강서한강자이,전세,84,서울특별시 강서구 가양동,1500,202505,2013,70000,0
강서힐스테이트,전세,59,서울특별시 강서구 화곡동,1165,202505,2015,62000,0
강서힐스테이트,전세,84,서울특별시 강서구 화곡동,1165,202505,2015,75750,0
강서힐스테이트,전세,128,서울특별시 강서구 화곡동,1165,202505,2015,87000,0
강일리버파크10단지,전세,114,서울특별시 강동구 강일동,695,202505,2009,60000,0
강일리버파크1단지,전세,59,서울특별시 강동구 강일동,665,202505,2009,13499,0
강일리버파크2단지,전세,84,서울특별시 강동구 강일동,668,202505,2009,36906,0
강일리버파크3단지,전세,39,서울특별시 강동구 강일동,674,202505,2009,7030,0
강일리버파크3단지,전세,59,서울특별시 강동구 강일동,674,202505,2009,36500,0
강일리버파크3단지,전세,84,서울특별시 강동구 강일동,674,202505,2009,49100,0
강일리버파크4단지,전세,49,서울특별시 강동구 강일동,673,202505,2009,8752,0
강일리버파크5단지,전세,84,서울특별시 강동구 강일동,670,202505,2009,51000,0
강일리버파크9단지,전세,84,서울특별시 강동구 강일동,699,202505,2009,57500,0
강촌,전세,59,서울특별시 용산구 이촌동,402,202505,1998,70000,0
강촌,전세,84,서울특별시 용산구 이촌동,402,202505,1998,93000,0
강촌,전세,106,서울특별시 용산구 이촌동,402,202505,1998,97000,0
개나리,전세,41,서울특별시 중랑구 망우동,213-3,202505,1988,15000,0
개나리SK뷰,전세,127,서울특별시 강남구 역삼동,716-3,202505,2012,200000,0
개나리래미안,전세,84,서울특별시 강남구 역삼동,754,202505,2006,140000,0
개봉동현대아이파크,전세,84,서울특별시 구로구 개봉동,489,202505,2006,44000,0
개봉푸르지오,전세,59,서울특별시 구로구 개봉동,492,202505,2014,45000,0
개포6차우성아파트1동~8동,전세,79,서울특별시 강남구 개포동,658-1,202505,1987,65000,0
개포래미안포레스트,전세,59,서울특별시 강남구 개포동,1282,202505,2020,101500,0
개포래미안포레스트,전세,74,서울특별시 강남구 개포동,1282,202505,2020,125000,0
개포래미안포레스트,전세,84,서울특별시 강남구 개포동,1282,202505,2020,137200,0
개포래미안포레스트,전세,102,서울특별시 강남구 개포동,1282,202505,2020,175000,0
개포래미안포레스트,전세,136,서울특별시 강남구 개포동,1282,202505,2020,280000,0
개포자이,전세,134,서울특별시 강남구 개포동,12-2,202505,2004,130000,0
개포자이,전세,168,서울특별시 강남구 개포동,12-2,202505,2004,120000,0
개포자이프레지던스,전세,39,서울특별시 강남구 개포동,1284,202505,2023,80000,0
개포자이프레지던스,전세,59,서울특별시 강남구 개포동,1284,202505,2023,122000,0
개포자이프레지던스,전세,78,서울특별시 강남구 개포동,1284,202505,2023,150000,0
개포자이프레지던스,전세,84,서울특별시 강남구 개포동,1284,202505,2023,150000,0
개포자이프레지던스,전세,114,서울특별시 강남구 개포동,1284,202505,2023,170000,0
개포주공5단지,전세,61,서울특별시 강남구 개포동,187,202505,1983,40000,0
개포주공5단지,전세,74,서울특별시 강남구 개포동,187,202505,1983,45000,0
개포주공6단지,전세,60,서울특별시 강남구 개포동,185,202505,1983,37500,0
개포주공6단지,전세,73,서울특별시 강남구 개포동,185,202505,1983,47400,0
개포주공6단지,전세,83,서울특별시 강남구 개포동,185,202505,1983,70000,0
개포주공7단지,전세,73,서울특별시 강남구 개포동,185,202505,1983,54000,0
개포주공7단지,전세,83,서울특별시 강남구 개포동,185,202505,1983,45000,0
개포한신,전세,82,서울특별시 강남구 일원동,615-1,202505,1984,35000,0
개포한신,전세,107,서울특별시 강남구 일원동,615-1,202505,1984,39429,0
개화,전세,101,서울특별시 강서구 방화동,819,202505,1994,52000,0
개화,전세,133,서울특별시 강서구 방화동,819,202505,1994,60000,0
거성푸르뫼,전세,84,서울특별시 구로구 개봉동,60-101,202505,1993,39000,0
거성푸르뫼2,전세,59,서울특별시 구로구 개봉동,60-82,202505,1994,32000,0
거성푸르뫼2,전세,84,서울특별시 구로구 개봉동,60-82,202505,1994,38000,0
거성학마을아파트,전세,59,서울특별시 도봉구 방학동,701-15,202505,1994,30000,0
거여2단지효성아파트,전세,134,서울특별시 송파구 거여동,291,202505,1997,60000,0
거여4단지,전세,59,서울특별시 송파구 거여동,293,202505,1997,45500,0
거여5단지,전세,59,서울특별시 송파구 거여동,294,202505,1997,46500,0
건영,전세,32,서울특별시 동작구 상도동,414,202505,1997,32500,0
건영,전세,45,서울특별시 노원구 하계동,271-3,202505,1988,17000,0
건영,전세,53,서울특별시 노원구 하계동,271-3,202505,1988,29000,0
건영,전세,60,서울특별시 영등포구 신길동,364,202505,1985,34500,0
건영,전세,65,서울특별시 노원구 하계동,271-3,202505,1988,37000,0
건영,전세,74,서울특별시 노원구 하계동,271-3,202505,1988,38000,0
건영1,전세,84,서울특별시 송파구 문정동,72-3,202505,1996,51000,0
건영2,전세,84,서울특별시 노원구 중계동,515-2,202505,1991,48000,0
건영2차,전세,57,서울특별시 중랑구 신내동,785,202505,1996,7000,0
건영3,전세,84,서울특별시 노원구 중계동,360-15,202505,1995,63425,0
건영장미아파트,전세,59,서울특별시 노원구 공릉동,744,202505,1999,38000,0
건영캐스빌,전세,84,서울특별시 중랑구 상봉동,499,202505,2006,58500,0
경남,전세,59,서울특별시 광진구 자양동,641,202505,1999,55000,0
경남,전세,59,서울특별시 강남구 도곡동,967,202505,2005,75000,0
경남,전세,74,서울특별시 은평구 응암동,714,202505,1995,37000,0
경남,전세,114,서울특별시 광진구 자양동,641,202505,1999,80000,0
경남1,전세,123,서울특별시 강남구 개포동,649,202505,1984,110000,0
경남2차,전세,182,서울특별시 강남구 개포동,649,202505,1984,130000,0
경남교수,전세,84,서울특별시 동작구 신대방동,710,202505,2001,52000,0
경남교수,전세,113,서울특별시 동작구 신대방동,710,202505,2001,65000,0
경남아너스빌,전세,59,서울특별시 영등포구 영등포동7가,46-1,202505,1998,55000,0
경남아너스빌,전세,79,서울특별시 중랑구 신내동,804,202505,2007,38000,0
경남아너스빌,전세,84,서울특별시 중랑구 면목동,1529,202505,2006,50000,0
경남아너스빌,전세,84,서울특별시 강북구 미아동,796,202505,2008,48000,0
경남아너스빌,전세,84,서울특별시 중랑구 신내동,804,202505,2007,47000,0
경남아너스빌,전세,122,서울특별시 은평구 구산동,224,202505,2004,49000,0
경남아너스빌,전세,127,서울특별시 서초구 서초동,1455-9,202505,2005,117000,0
경남아너스빌(1356-0),전세,84,서울특별시 강북구 미아동,1356,202505,2003,42000,0
경남아너스빌1차,전세,114,서울특별시 동작구 사당동,1134,202505,1997,72000,0
경남아너스빌201동,전세,84,서울특별시 서초구 서초동,1456-2,202505,2006,98000,0
경남아파트,전세,59,서울특별시 금천구 시흥동,820-12,202505,1998,8000,0
경동윈츠리버,전세,56,서울특별시 동작구 본동,484,202505,2004,50000,0
경보그레이스힐,전세,83,서울특별시 강동구 성내동,596,202505,2002,55000,0
경인에버빌(285-18),전세,26,서울특별시 은평구 불광동,285-18,202505,2018,24100,0
경향렉스빌,전세,61,서울특별시 동작구 상도동,445,202505,2002,44500,0
경향파크,전세,84,서울특별시 은평구 구산동,162-1,202505,1989,35000,0
경향파크,전세,124,서울특별시 은평구 구산동,162-1,202505,1989,40000,0
경희궁의아침4단지,전세,124,서울특별시 종로구 내수동,73,202505,2004,120000,0
경희궁자이(2단지),전세,59,서울특별시 종로구 홍파동,199,202505,2017,93000,0
경희궁자이(2단지),전세,84,서울특별시 종로구 홍파동,199,202505,2017,114000,0
경희궁자이(3단지),전세,59,서울특별시 종로구 평동,233,202505,2017,90000,0
경희궁자이(3단지),전세,84,서울특별시 종로구 평동,233,202505,2017,115000,0
경희궁자이(4단지),전세,37,서울특별시 종로구 교북동,126,202505,2017,51150,0
경희궁자이(4단지),전세,45,서울특별시 종로구 교북동,126,202505,2017,53000,0
계명,전세,58,서울특별시 영등포구 양평동4가,261,202505,2003,32859,0
고덕 아이파크,전세,59,서울특별시 강동구 고덕동,499,202505,2011,70000,0
고덕 아이파크,전세,115,서울특별시 강동구 고덕동,499,202505,2011,95000,0
고덕 아이파크,전세,145,서울특별시 강동구 고덕동,499,202505,2011,130000,0
고덕골든빌(103동),전세,84,서울특별시 중랑구 묵동,168-7,202505,2012,50000,0
고덕그라시움,전세,59,서울특별시 강동구 고덕동,693,202505,2019,64583,0
고덕그라시움,전세,73,서울특별시 강동구 고덕동,693,202505,2019,80000,0
고덕그라시움,전세,84,서울특별시 강동구 고덕동,693,202505,2019,93444,0
고덕그라시움,전세,97,서울특별시 강동구 고덕동,693,202505,2019,120000,0
고덕그라시움,전세,113,서울특별시 강동구 고덕동,693,202505,2019,130000,0
고덕롯데캐슬베네루체,전세,84,서울특별시 강동구 상일동,514,202505,2019,67500,0
고덕리엔파크1단지,전세,84,서울특별시 강동구 강일동,707,202505,2011,65000,0
고덕리엔파크2단지,전세,84,서울특별시 강동구 강일동,717,202505,2011,54750,0
고덕리엔파크3단지,전세,59,서울특별시 강동구 상일동,490,202505,2011,51500,0
고덕리엔파크3단지,전세,84,서울특별시 강동구 상일동,490,202505,2011,56667,0
고덕센트럴IPARK,전세,74,서울특별시 강동구 상일동,513,202505,2019,75000,0
고덕센트럴IPARK,전세,84,서울특별시 강동구 상일동,513,202505,2019,79750,0
고덕센트럴푸르지오,전세,59,서울특별시 강동구 고덕동,210-1,202505,2020,64333,0
고덕숲아이파크,전세,59,서울특별시 강동구 상일동,515,202505,2018,62500,0
고덕아르테온,전세,59,서울특별시 강동구 상일동,519,202505,2020,72200,0
고덕아르테온,전세,84,서울특별시 강동구 상일동,519,202505,2020,84000,0
고덕자이,전세,52,서울특별시 강동구 상일동,521,202505,2021,52500,0
고덕자이,전세,59,서울특별시 강동구 상일동,521,202505,2021,64000,0
고덕자이,전세,84,서울특별시 강동구 상일동,521,202505,2021,81333,0
고덕자이,전세,118,서울특별시 강동구 상일동,521,202505,2021,98000,0
고덕주공9,전세,83,서울특별시 강동구 명일동,257,202505,1985,49000,0
고은,전세,58,서울특별시 서대문구 홍제동,156-200,202505,1975,25000,0
고은,전세,62,서울특별시 서대문구 홍제동,156-200,202505,1975,21500,0
고척LIG리가1차,전세,84,서울특별시 구로구 고척동,340,202505,2009,50000,0
고척월드메르디앙,전세,84,서울특별시 구로구 고척동,343,202505,2011,48000,0
고척파크푸르지오,전세,84,서울특별시 구로구 고척동,339,202505,2009,65000,0
고척파크푸르지오,전세,114,서울특별시 구로구 고척동,339,202505,2009,70000,0
골드캐슬(1031-22),전세,13,서울특별시 금천구 독산동,1031-22,202505,2014,8700,0
골드캐슬(1031-22),전세,16,서울특별시 금천구 독산동,1031-22,202505,2014,11100,0
공덕1삼성래미안,전세,59,서울특별시 마포구 공덕동,371,202505,1999,60000,0
공덕2삼성래미안,전세,59,서울특별시 마포구 공덕동,43,202505,2004,60833,0
공덕2삼성래미안,전세,84,서울특별시 마포구 공덕동,43,202505,2004,70000,0
공덕3삼성래미안,전세,59,서울특별시 마포구 공덕동,457,202505,2004,67877,0
공덕3삼성래미안,전세,84,서울특별시 마포구 공덕동,457,202505,2004,90000,0
공덕SK리더스뷰,전세,84,서울특별시 마포구 공덕동,479,202505,2021,115000,0
공덕아이파크,전세,59,서울특별시 마포구 신공덕동,174,202505,2013,70410,0
공덕아이파크,전세,84,서울특별시 마포구 신공덕동,174,202505,2013,94000,0
공덕자이,전세,84,서울특별시 마포구 아현동,800,202505,2015,97000,0
공덕자이,전세,114,서울특별시 마포구 아현동,800,202505,2015,130000,0
공덕파크자이,전세,84,서울특별시 마포구 공덕동,476,202505,2015,120000,0
공덕현대,전세,84,서울특별시 마포구 공덕동,370-9,202505,1989,50000,0
공릉동한보에센시티아파트,전세,84,서울특별시 노원구 공릉동,743,202505,2000,40000,0
공릉우성아파트,전세,84,서울특별시 노원구 공릉동,738,202505,1995,47000,0
공작,전세,91,서울특별시 영등포구 여의도동,21-2,202505,1976,46000,0
관악동부센트레빌,전세,59,서울특별시 관악구 봉천동,1719,202505,2004,52000,0
관악동부센트레빌,전세,84,서울특별시 관악구 봉천동,1719,202505,2004,58000,0
관악드림(동아),전세,59,서울특별시 관악구 봉천동,1712,202505,2003,42653,0
관악드림(동아),전세,60,서울특별시 관악구 봉천동,1712,202505,2003,48000,0
관악드림(동아),전세,84,서울특별시 관악구 봉천동,1712,202505,2003,54750,0
관악드림(동아),전세,102,서울특별시 관악구 봉천동,1712,202505,2003,55000,0
관악드림(동아),전세,114,서울특별시 관악구 봉천동,1712,202505,2003,67500,0
관악드림(삼성),전세,59,서울특별시 관악구 봉천동,1712,202505,2003,45000,0
관악드림(삼성),전세,60,서울특별시 관악구 봉천동,1712,202505,2003,49000,0
관악드림(삼성),전세,84,서울특별시 관악구 봉천동,1712,202505,2003,56500,0
관악산벽산타운5,전세,59,서울특별시 금천구 시흥동,1013,202505,2004,28667,0
관악산벽산타운5,전세,84,서울특별시 금천구 시흥동,1013,202505,2004,40667,0
관악산벽산타운5,전세,114,서울특별시 금천구 시흥동,1013,202505,2004,43000,0
관악산휴먼시아1단지,전세,59,서울특별시 관악구 신림동,1735-1,202505,2008,36500,0
관악산휴먼시아2단지,전세,59,서울특별시 관악구 신림동,1735,202505,2008,37667,0
관악산휴먼시아2단지,전세,84,서울특별시 관악구 신림동,1735,202505,2008,43800,0
관악산휴먼시아2단지,전세,114,서울특별시 관악구 신림동,1735,202505,2008,50000,0
관악위버폴리스,전세,108,서울특별시 관악구 봉천동,859-17,202505,2010,68000,0
관악파크푸르지오,전세,59,서울특별시 관악구 봉천동,1728,202505,2014,50000,0
관악푸르지오,전세,59,서울특별시 관악구 봉천동,1717,202505,2004,45359,0
관악푸르지오,전세,84,서울특별시 관악구 봉천동,1717,202505,2004,58667,0
관음삼성,전세,84,서울특별시 강서구 염창동,268,202505,1997,60000,0
광나루현대,전세,84,서울특별시 광진구 광장동,567,202505,1996,70000,0
광남캐스빌B,전세,74,서울특별시 마포구 망원동,465-3,202505,2002,50000,0
광장,전세,101,서울특별시 영등포구 여의도동,28,202505,1978,60000,0
광장,전세,117,서울특별시 영등포구 여의도동,28,202505,1978,80000,0
"광장(1,2동)",전세,117,서울특별시 영등포구 여의도동,38-1,202505,1978,80000,0
