단지명,거래구분,전용면적(㎡),시군구,번지,계약년월,건축년도,평균 거래금액(만원)
정릉힐스테이트3차,매매,59,서울특별시 성북구 정릉동,1031,202507,2008,70600
정익제이원6차,매매,29,서울특별시 은평구 대조동,186-12,202507,2017,31000
종로센트레빌,매매,59,서울특별시 종로구 숭인동,2-1,202507,2008,88500
종암2차SKVIEW,매매,59,서울특별시 성북구 종암동,135,202507,2010,84000
주공1,매매,73,서울특별시 구로구 구로동,685-222,202507,1986,80800
주공1,매매,83,서울특별시 구로구 구로동,685-222,202507,1986,88000
주공1,매매,84,서울특별시 동대문구 휘경동,57,202507,2001,79500
주공1,매매,84,서울특별시 구로구 구로동,685-222,202507,1986,89000
주공17단지,매매,36,서울특별시 도봉구 창동,38,202507,1989,31350
주공19단지(창동리버타운),매매,59,서울특별시 도봉구 창동,27,202507,1989,71300
주공19단지(창동리버타운),매매,68,서울특별시 도봉구 창동,27,202507,1988,82000
주공19단지(창동리버타운),매매,84,서울특별시 도봉구 창동,27,202507,1989,96000
주공1단지,매매,79,서울특별시 강북구 번동,242,202507,1991,69000
주공2,매매,38,서울특별시 노원구 월계동,556,202507,1993,31000
주공2,매매,41,서울특별시 구로구 구로동,685-223,202507,1987,49833
주공2,매매,44,서울특별시 노원구 월계동,556,202507,1992,37275
주공2,매매,51,서울특별시 동작구 대방동,503,202507,1995,62000
주공2,매매,84,서울특별시 노원구 월계동,556,202507,1992,69000
주공3,매매,37,서울특별시 강서구 등촌동,688,202507,1995,62500
주공3,매매,58,서울특별시 강서구 등촌동,688,202507,1995,86500
주공5,매매,44,서울특별시 노원구 중계동,359-1,202507,1992,47100
주공5,매매,84,서울특별시 노원구 중계동,359-1,202507,1992,109500
주공7,매매,44,서울특별시 노원구 중계동,363-1,202507,1993,38500
주공8,매매,49,서울특별시 노원구 중계동,362-1,202507,1993,54500
주공아파트 5단지,매매,76,서울특별시 송파구 잠실동,27,202507,1978,417700
주공아파트 5단지,매매,82,서울특별시 송파구 잠실동,27,202507,1978,449000
중계그린1단지,매매,39,서울특별시 노원구 중계동,502-1,202507,1990,38950
중계그린1단지,매매,49,서울특별시 노원구 중계동,502-1,202507,1990,52667
중계그린1단지,매매,59,서울특별시 노원구 중계동,502-1,202507,1990,60500
중계무지개,매매,39,서울특별시 노원구 중계동,512,202507,1991,41375
중계무지개,매매,49,서울특별시 노원구 중계동,512,202507,1991,50600
중계무지개,매매,59,서울특별시 노원구 중계동,512,202507,1991,63000
중곡1단지,매매,58,서울특별시 광진구 중곡동,191-77,202507,1976,45000
중곡2단지,매매,55,서울특별시 광진구 중곡동,190-26,202507,1976,48000
중랑숲리가,매매,110,서울특별시 중랑구 망우동,583,202507,2012,57000
중랑숲시티프라디움,매매,46,서울특별시 중랑구 망우동,620,202507,2022,63800
중랑숲시티프라디움,매매,55,서울특별시 중랑구 망우동,620,202507,2022,72000
중앙하이츠,매매,70,서울특별시 구로구 구로동,685-124,202507,1987,61500
중앙하이츠,매매,84,서울특별시 중랑구 신내동,479,202507,1996,56750
중앙하이츠빌,매매,59,서울특별시 동대문구 이문동,84,202507,2002,70000
중앙하이츠아쿠아,매매,84,서울특별시 노원구 중계동,514,202507,2008,92000
중앙화곡하이츠,매매,74,서울특별시 강서구 화곡동,351-89,202507,1988,55800
창동2차현대,매매,84,서울특별시 도봉구 창동,815,202507,2001,86500
창동주공18단지,매매,45,서울특별시 도봉구 창동,30,202507,1988,43200
창동주공2단지,매매,36,서울특별시 도봉구 창동,316,202507,1990,34000
창동주공3단지(해등마을),매매,41,서울특별시 도봉구 창동,347,202507,1991,48700
창동주공3단지(해등마을),매매,58,서울특별시 도봉구 창동,347,202507,1990,62800
창동주공3단지(해등마을),매매,61,서울특별시 도봉구 창동,347,202507,1990,62000
창동주공3단지(해등마을),매매,79,서울특별시 도봉구 창동,347,202507,1990,78000
창동주공4단지,매매,36,서울특별시 도봉구 창동,373,202507,1991,32500
창동주공4단지,매매,41,서울특별시 도봉구 창동,373,202507,1991,36900
창동현대타운,매매,57,서울특별시 도봉구 창동,812,202507,1999,37950
창방누리애,매매,84,서울특별시 영등포구 영등포동1가,40-1,202507,2006,74500
창신쌍용2,매매,64,서울특별시 종로구 창신동,703,202507,1993,63000
창전래미안,매매,59,서울특별시 마포구 창전동,437,202507,1998,117200
천연뜨란채,매매,55,서울특별시 서대문구 천연동,145,202507,2006,85500
천왕이펜하우스4단지,매매,84,서울특별시 구로구 천왕동,273,202507,2011,73000
천우네오젠9차,매매,56,서울특별시 강서구 화곡동,916-6,202507,2009,35500
천호동1차예전이룸아파트,매매,83,서울특별시 강동구 천호동,49-4,202507,2004,68400
천호롯데아파트,매매,84,서울특별시 강동구 천호동,55-4,202507,1999,75000
천호태영아파트,매매,84,서울특별시 강동구 천호동,566,202507,1999,112000
청계랜드힐아파트,매매,29,서울특별시 중구 황학동,1531,202507,2022,37000
청계지웰에스테이트,매매,19,서울특별시 동대문구 답십리동,498-7,202507,2012,15000
청계지웰에스테이트,매매,39,서울특별시 동대문구 답십리동,498-7,202507,2012,42000
청광플러스원,매매,84,서울특별시 금천구 독산동,1139,202507,2003,64000
청광플러스원큐브3차,매매,13,서울특별시 강동구 길동,415-16,202507,2014,10500
청구1차,매매,84,서울특별시 서대문구 홍제동,453,202507,1994,90250
청구3,매매,84,서울특별시 노원구 중계동,360-2,202507,1996,126000
청구아파트,매매,84,서울특별시 도봉구 방학동,734,202507,1995,49000
청담2차이-편한세상(205동),매매,119,서울특별시 강남구 청담동,15-21,202507,2006,265000
청담건영,매매,84,서울특별시 강남구 청담동,108,202507,1994,370000
청담현대3차아파트,매매,59,서울특별시 강남구 청담동,127-31,202507,1999,204000
청담현대3차아파트,매매,85,서울특별시 강남구 청담동,127-31,202507,1999,276000
청백3,매매,49,서울특별시 노원구 월계동,780,202507,1998,39300
청솔,매매,39,서울특별시 강서구 방화동,832,202507,1994,42250
청솔,매매,49,서울특별시 강서구 방화동,832,202507,1994,56000
청솔,매매,59,서울특별시 강서구 방화동,832,202507,1994,52200
청솔2차우성,매매,59,서울특별시 동대문구 답십리동,80-2,202507,2000,67000
청솔2차우성,매매,82,서울특별시 동대문구 답십리동,80-2,202507,2000,77000
청솔아파트9,매매,84,서울특별시 노원구 공릉동,90,202507,2000,83900
청암1단지,매매,84,서울특별시 노원구 상계동,1275,202507,2001,71500
청암2단지,매매,49,서울특별시 노원구 상계동,1276,202507,2001,46500
청암2단지,매매,59,서울특별시 노원구 상계동,1276,202507,2001,49800
청우,매매,73,서울특별시 양천구 신정동,881-6,202507,2009,41600
초안2,매매,39,서울특별시 노원구 월계동,924,202507,1997,29500
초안2,매매,59,서울특별시 노원구 월계동,924,202507,1997,41000
충무로엘크루메크로시티2차,매매,22,서울특별시 중구 충무로5가,36-2,202507,2016,21800
충무로엘크루메크로시티2차,매매,35,서울특별시 중구 충무로5가,36-2,202507,2016,34000
충정솔레디움(101동),매매,83,서울특별시 서대문구 충정로3가,30-17,202507,2005,130000
캐릭터그린빌,매매,120,서울특별시 관악구 봉천동,729-24,202507,2000,116500
캠퍼스드림오피스텔,매매,16,서울특별시 동대문구 휘경동,336-32,202507,2020,20800
코스모그린,매매,12,서울특별시 관악구 신림동,1425-4,202507,2012,9000
코오롱,매매,59,서울특별시 영등포구 대림동,607-1,202507,1998,83333
코오롱아파트,매매,84,서울특별시 송파구 방이동,212-8,202507,1991,180000
태강아파트(아이파크),매매,49,서울특별시 노원구 공릉동,81,202507,1999,51850
태릉해링턴플레이스,매매,59,서울특별시 노원구 공릉동,758,202507,2022,86000
태솔아파트3차,매매,59,서울특별시 동대문구 장안동,346-1,202507,2018,52850
태승훼밀리,매매,77,서울특별시 강서구 화곡동,887-1,202507,2003,54500
태영,매매,59,서울특별시 강서구 염창동,270-1,202507,1999,69000
태영데시앙1,매매,84,서울특별시 중랑구 상봉동,497,202507,2003,81700
태진한솔,매매,58,서울특별시 강서구 염창동,263,202507,1994,79000
테라펠리체송파,매매,44,서울특별시 송파구 가락동,166-6,202507,2021,79000
테헤란로대우아이빌(891-6),매매,33,서울특별시 강남구 대치동,891-6,202507,2004,38000
테헤란아이파크,매매,92,서울특별시 강남구 역삼동,709-5,202507,2014,340000
텐즈힐(1단지),매매,148,서울특별시 성동구 하왕십리동,1066,202507,2015,249000
텐즈힐(2단지),매매,84,서울특별시 성동구 상왕십리동,811,202507,2014,176000
투니온,매매,13,서울특별시 동대문구 이문동,256-2,202507,2013,9500
트레벨,매매,36,서울특별시 강남구 역삼동,766-8,202507,2002,62000
트리지움,매매,84,서울특별시 송파구 잠실동,35,202507,2007,325000
트리지움,매매,149,서울특별시 송파구 잠실동,35,202507,2007,399000
파인마루오피스텔,매매,15,서울특별시 구로구 구로동,98-12,202507,2016,12800
파크리오,매매,59,서울특별시 송파구 신천동,17,202507,2008,250000
파크리오,매매,84,서울특별시 송파구 신천동,17,202507,2008,290000
파크프라자,매매,97,서울특별시 강동구 성내동,428-2,202507,2003,75000
파크하비오,매매,84,서울특별시 송파구 문정동,618,202507,2016,159000
팰리스필,매매,80,서울특별시 양천구 신정동,872-6,202507,2002,62000
포레나노원,매매,59,서울특별시 노원구 상계동,680,202507,2020,90000
포레스트힐시티,매매,13,서울특별시 영등포구 영등포동3가,19-2,202507,2014,9900
포스코더샵,매매,132,서울특별시 동작구 상도동,521,202507,2007,172000
포스코더샵,매매,152,서울특별시 동작구 상도동,521,202507,2007,177000
폭포동4단지힐스테이트(423~425동)BL3-10,매매,134,서울특별시 은평구 진관동,132,202507,2010,109000
푸른마을2,매매,59,서울특별시 양천구 신정동,1281,202507,2001,57000
푸른마을3,매매,59,서울특별시 양천구 신정동,1283,202507,2001,50900
푸른마을아파트101동~111동,매매,59,서울특별시 강남구 일원동,719,202507,1994,190000
푸른마을아파트101동~111동,매매,84,서울특별시 강남구 일원동,719,202507,1994,260000
풍림1차,매매,56,서울특별시 서대문구 홍은동,440-3,202507,1988,44000
풍림2,매매,58,서울특별시 서대문구 홍은동,453-2,202507,1990,56150
하계2현대,매매,75,서울특별시 노원구 하계동,288,202507,1997,73950
하버라인2단지,매매,74,서울특별시 구로구 항동,237,202507,2019,74500
하버라인3단지,매매,59,서울특별시 구로구 항동,242,202507,2019,65000
하이페리온2,매매,133,서울특별시 양천구 목동,961,202507,2006,234000
학여울청구,매매,59,서울특별시 노원구 하계동,354,202507,1999,62000
학여울청구,매매,113,서울특별시 노원구 하계동,354,202507,1999,92000
한강(대우),매매,84,서울특별시 용산구 이촌동,415,202507,2000,279500
한강극동,매매,59,서울특별시 송파구 풍납동,508,202507,1995,98000
한강극동,매매,84,서울특별시 송파구 풍납동,508,202507,1995,129450
한강대우트럼프월드3,매매,126,서울특별시 용산구 한강로3가,65-230,202507,2004,278000
한강밤섬자이,매매,118,서울특별시 마포구 하중동,101,202507,2010,235000
한강우성,매매,84,서울특별시 광진구 자양동,87-1,202507,1993,175000
한남동동원베네스트,매매,59,서울특별시 용산구 한남동,522-1,202507,2010,115500
한남하이츠,매매,89,서울특별시 성동구 옥수동,220-1,202507,1982,270000
한림리첸빌102동,매매,84,서울특별시 강서구 마곡동,1170,202507,2005,59000
한마을,매매,123,서울특별시 구로구 개봉동,476,202507,1999,99000
한마음(796-72),매매,43,서울특별시 구로구 구로동,796-72,202507,1997,19500
한보미도맨션1,매매,84,서울특별시 강남구 대치동,511,202507,1983,440000
한빛웰리스,매매,146,서울특별시 송파구 신천동,7-17,202507,1996,180000
한솔,매매,59,서울특별시 강동구 둔촌동,490-9,202507,2008,107000
한솔마을,매매,63,서울특별시 강남구 일원동,731,202507,1994,244000
한솔마을,매매,84,서울특별시 강남구 일원동,731,202507,1994,300000
한솔솔파크,매매,59,서울특별시 강서구 마곡동,716,202507,2005,95300
한신,매매,68,서울특별시 성북구 돈암동,609-1,202507,1998,68150
한신,매매,84,서울특별시 도봉구 도봉동,30-1,202507,1995,57300
한신,매매,132,서울특별시 성북구 돈암동,609-1,202507,1998,85000
한신1,매매,35,서울특별시 노원구 하계동,284,202507,1988,39100
한신1,매매,84,서울특별시 송파구 가락동,102,202507,1993,129500
한신1차,매매,45,서울특별시 노원구 상계동,135,202507,1987,33700
한신1차,매매,53,서울특별시 노원구 상계동,135,202507,1987,40200
한신2,매매,44,서울특별시 노원구 하계동,284,202507,1988,45800
한신2차,매매,84,서울특별시 노원구 상계동,451,202507,1988,61700
한신3차,매매,60,서울특별시 노원구 상계동,458,202507,1990,45800
한신4차,매매,84,서울특별시 노원구 상계동,995,202507,1995,53500
한신무학,매매,114,서울특별시 성동구 하왕십리동,990,202507,1989,120000
한신아파트,매매,59,서울특별시 동대문구 제기동,1212,202507,2004,81000
한신아파트,매매,89,서울특별시 금천구 독산동,1093-4,202507,1991,63900
한신아파트상가동유치원동(103~109),매매,59,서울특별시 중랑구 중화동,450,202507,1998,68500
한신아파트상가동유치원동(103~109),매매,84,서울특별시 중랑구 중화동,450,202507,1997,77250
한신휴플러스(1280-0),매매,50,서울특별시 구로구 구로동,1280,202507,2007,61000
한양,매매,84,서울특별시 관악구 신림동,1563-82,202507,1992,57000
한양,매매,86,서울특별시 노원구 상계동,757,202507,1988,73000
한양1차(영동한양),매매,63,서울특별시 강남구 압구정동,490,202507,1977,530000
한양2,매매,48,서울특별시 도봉구 쌍문동,59,202507,1988,31800
한양5,매매,65,서울특별시 도봉구 쌍문동,59-3,202507,1991,41700
한양6,매매,83,서울특별시 도봉구 쌍문동,59-5,202507,2002,53900
한양7,매매,110,서울특별시 강남구 압구정동,528,202507,1981,530000
한양8(81동한개동),매매,200,서울특별시 강남구 압구정동,510,202507,1984,795000
한양I-Class,매매,16,서울특별시 중구 황학동,787,202507,2013,13200
한양수자인에듀힐즈,매매,84,서울특별시 구로구 항동,241,202507,2019,82000
한영해시안아파트,매매,63,서울특별시 송파구 잠실동,239-6,202507,2017,102500
한일2,매매,84,서울특별시 노원구 월계동,927,202507,2000,66700
한일휴니스빌,매매,15,서울특별시 노원구 공릉동,683-14,202507,2013,12050
한진,매매,59,서울특별시 구로구 개봉동,478,202507,2000,50250
한진,매매,84,서울특별시 구로구 개봉동,478,202507,2000,61400
한진,매매,114,서울특별시 구로구 개봉동,478,202507,2000,68800
한진(609-1),매매,59,서울특별시 성북구 돈암동,609-1,202507,1998,61250
한진(609-1),매매,84,서울특별시 성북구 돈암동,609-1,202507,1998,81000
한진(609-1),매매,132,서울특별시 성북구 돈암동,609-1,202507,1998,87000
한진한화그랑빌,매매,84,서울특별시 노원구 월계동,18,202507,2002,88750
한화진넥스빌,매매,42,서울특별시 강남구 역삼동,706-20,202507,2001,44000
항동중흥에스클래스베르데카운티,매매,84,서울특별시 구로구 항동,236,202507,2019,85000
해오름시티,매매,19,서울특별시 은평구 대조동,9-40,202507,2012,12000
해태보라매타워,매매,59,서울특별시 동작구 신대방동,708,202507,1996,64000
행당두산위브,매매,59,서울특별시 성동구 행당동,375,202507,2009,123750
행복자,매매,79,서울특별시 양천구 목동,627-2,202507,2004,50000
헬리오시티,매매,39,서울특별시 송파구 가락동,913,202507,2018,140000
헬리오시티,매매,59,서울특별시 송파구 가락동,913,202507,2018,249500
헬리오시티,매매,84,서울특별시 송파구 가락동,913,202507,2018,264500
현대,매매,59,서울특별시 송파구 송파동,163-14,202507,1997,105000
현대,매매,59,서울특별시 동대문구 이문동,54,202507,2000,65000
현대,매매,59,서울특별시 동대문구 제기동,892-66,202507,1999,70000
현대,매매,71,서울특별시 노원구 하계동,270,202507,1988,93000
현대,매매,74,서울특별시 중랑구 면목동,1502,202507,1994,68000
현대,매매,83,서울특별시 양천구 목동,930,202507,1996,157850
현대,매매,84,서울특별시 중랑구 면목동,1502,202507,1994,72000
현대,매매,84,서울특별시 송파구 잠실동,331,202507,1990,170000
현대,매매,84,서울특별시 구로구 개봉동,481,202507,2001,83025
현대,매매,84,서울특별시 동대문구 이문동,54,202507,2000,81250
현대,매매,84,서울특별시 강서구 등촌동,655-27,202507,1995,75000
현대,매매,84,서울특별시 동작구 신대방동,707,202507,1996,98700
현대,매매,114,서울특별시 동대문구 이문동,54,202507,2000,83000
현대,매매,114,서울특별시 노원구 월계동,929,202507,2000,92000
현대(60동),매매,82,서울특별시 송파구 가락동,161-1,202507,1991,111000
현대(6차),매매,84,서울특별시 송파구 가락동,55,202507,1991,120000
현대(관악),매매,68,서울특별시 관악구 봉천동,1000,202507,1992,80000
현대(관악),매매,84,서울특별시 관악구 봉천동,1000,202507,1992,89500
현대(관악),매매,105,서울특별시 관악구 봉천동,1000,202507,1992,90500
현대(관악),매매,123,서울특별시 관악구 봉천동,1000,202507,1992,103000
현대(명일),매매,57,서울특별시 강동구 명일동,251-1,202507,1988,80500
현대1,매매,66,서울특별시 영등포구 대림동,785-1,202507,1992,63000
현대1,매매,80,서울특별시 송파구 삼전동,39,202507,1989,107000
현대1,매매,84,서울특별시 은평구 신사동,359,202507,1997,59500
현대1,매매,84,서울특별시 강동구 길동,470,202507,1996,94500
현대1,매매,84,서울특별시 도봉구 쌍문동,54,202507,1990,50600
현대2,매매,79,서울특별시 강동구 둔촌동,70-5,202507,1988,93000
현대2,매매,84,서울특별시 은평구 신사동,355,202507,1994,58000
현대3,매매,79,서울특별시 강동구 둔촌동,135-1,202507,1988,93100
현대3,매매,84,서울특별시 광진구 자양동,670,202507,1996,130000
현대3차,매매,59,서울특별시 영등포구 대림동,608-1,202507,1997,89050
현대3차,매매,84,서울특별시 송파구 거여동,46,202507,1993,96500
현대3차,매매,140,서울특별시 영등포구 대림동,608-1,202507,1998,114500
현대4,매매,83,서울특별시 강동구 둔촌동,89,202507,1996,107000
현대8차(성수현대:91~95동),매매,163,서울특별시 강남구 압구정동,481,202507,1980,830000
현대I-PARK,매매,104,서울특별시 성동구 성수동2가,834,202507,2003,125000
현대리버빌1지구,매매,84,서울특별시 송파구 풍납동,260,202507,1999,123000
현대리버빌1지구,매매,114,서울특별시 송파구 풍납동,260,202507,1999,158000
현대벤처빌,매매,25,서울특별시 마포구 노고산동,107-36,202507,2002,22000
현대벤처빌,매매,34,서울특별시 마포구 노고산동,107-36,202507,2002,27500
현대상선,매매,79,서울특별시 구로구 구로동,685-147,202507,1987,65000
현대서초3,매매,84,서울특별시 서초구 서초동,1644,202507,1997,174000
현대슈퍼빌,매매,147,서울특별시 서초구 서초동,1446-11,202507,2003,262000
현대썬앤빌601,매매,18,서울특별시 동대문구 장안동,373-3,202507,2015,9600
현대썬앤빌청계,매매,14,서울특별시 동대문구 답십리동,530-15,202507,2016,12400
현대썬앤빌청계,매매,18,서울특별시 동대문구 답십리동,530-15,202507,2016,15700
현대연예인,매매,54,서울특별시 구로구 구로동,685-70,202507,1989,48833
현대연예인,매매,74,서울특별시 구로구 구로동,685-70,202507,1989,57950
현대연예인,매매,84,서울특별시 구로구 구로동,685-70,202507,1989,68500
현대홈타운,매매,59,서울특별시 구로구 개봉동,480,202507,2001,65800
현대홈타운,매매,114,서울특별시 강동구 암사동,400,202507,2004,144500
현대홈타운2차,매매,84,서울특별시 동대문구 장안동,569,202507,2005,82000
형인허브빌,매매,84,서울특별시 강동구 명일동,354,202507,2002,85500
호반써밋서초파크,매매,59,서울특별시 서초구 우면동,788,202507,2013,138000
호수임광,매매,59,서울특별시 송파구 송파동,33,202507,1995,97000
홍릉동부,매매,84,서울특별시 동대문구 청량리동,212,202507,2001,85000
홍연(723-9),매매,52,서울특별시 서대문구 연희동,723-9,202507,1981,48000
홍제삼성래미안,매매,84,서울특별시 서대문구 홍제동,461,202507,2001,92700
홍제역해링턴플레이스,매매,59,서울특별시 서대문구 홍제동,474,202507,2024,115000
홍제역해링턴플레이스,매매,84,서울특별시 서대문구 홍제동,474,202507,2024,135000
홍제원현대(459-0),매매,84,서울특별시 서대문구 홍제동,459,202507,2000,90000
홍제한양,매매,120,서울특별시 서대문구 홍제동,82,202507,1993,110500
홍제현대,매매,75,서울특별시 서대문구 홍제동,331,202507,1992,84500
화곡푸르지오,매매,104,서울특별시 강서구 화곡동,1091,202507,2002,110000
화랑해링턴플레이스아파트,매매,84,서울특별시 노원구 공릉동,746,202507,1999,73000
황학아크로타워,매매,109,서울특별시 중구 황학동,2523,202507,2010,111500
회기힐스테이트,매매,84,서울특별시 동대문구 회기동,351,202507,2011,94650
효민아크로뷰,매매,29,서울특별시 은평구 갈현동,395-2,202507,2024,46800
효창베네스,매매,84,서울특별시 용산구 효창동,272,202507,2002,109000
휘경SK뷰,매매,84,서울특별시 동대문구 휘경동,372,202507,2019,129000
휘경미소지움,매매,114,서울특별시 동대문구 휘경동,106,202507,1999,89800
흑석한강센트레빌,매매,114,서울특별시 동작구 흑석동,335,202507,2011,230000
흑석한강센트레빌Ⅱ,매매,84,서울특별시 동작구 흑석동,339,202507,2012,178000
흑석한강푸르지오,매매,84,서울특별시 동작구 흑석동,336,202507,2012,213000
흥화브라운빌,매매,84,서울특별시 관악구 남현동,1132,202507,2003,84500
힐스테이트 상도 센트럴파크,매매,84,서울특별시 동작구 상도동,531,202507,2012,165500
힐스테이트남산,매매,29,서울특별시 중구 묵정동,35,202507,2024,61800
힐스테이트녹번,매매,84,서울특별시 은평구 녹번동,282,202507,2019,126000
힐스테이트녹번역,매매,59,서울특별시 은평구 응암동,770,202507,2022,101000
힐스테이트녹번역,매매,74,서울특별시 은평구 응암동,770,202507,2022,118500
힐스테이트신촌,매매,84,서울특별시 서대문구 북아현동,1017,202507,2020,170000
힐스테이트홍은포레스트,매매,59,서울특별시 서대문구 홍은동,470,202507,2023,90000
힐스테이트홍은포레스트,매매,72,서울특별시 서대문구 홍은동,470,202507,2023,108000
