단지명,거래구분,전용면적(㎡),시군구,번지,계약년월,건축년도,평균 보증금(만원),평균 월세금(만원)
DMC센트럴아이파크,전세,84,서울특별시 서대문구 남가좌동,388,202506,202507~202707,64900,0
DMC센트럴자이(2단지),전세,59,서울특별시 은평구 증산동,258,202506,202509~202709,67333,0
DMC센트럴자이(2단지),전세,74,서울특별시 은평구 증산동,258,202506,202506~202706,75000,0
DMC아이파크,전세,59,서울특별시 서대문구 북가좌동,458,202506,202508~202708,50000,0
DMC아이파크,전세,114,서울특별시 서대문구 북가좌동,458,202506,202509~202708,76000,0
DMC아트포레자이,전세,59,서울특별시 은평구 수색동,189,202506,202506~202706,46000,0
DMC아트포레자이,전세,84,서울특별시 은평구 수색동,189,202506,202507~202707,57438,0
DMC에코자이,전세,59,서울특별시 서대문구 남가좌동,389,202506,202506~202510,62750,0
DMC에코자이,전세,72,서울특별시 서대문구 남가좌동,389,202506,202509~202709,68000,0
DMC우방,전세,59,서울특별시 은평구 증산동,244,202506,202508~202708,44000,0
DMC파크뷰자이1단지,전세,84,서울특별시 서대문구 남가좌동,385,202506,202509~202709,76500,0
DMC파크뷰자이1단지,전세,121,서울특별시 서대문구 남가좌동,385,202506,202508~202708,119500,0
DMC파크뷰자이2단지,전세,59,서울특별시 서대문구 남가좌동,385,202506,202506~202509,65000,0
DMC파크뷰자이2단지,전세,84,서울특별시 서대문구 남가좌동,385,202506,202508~202708,75000,0
DMC파크뷰자이3단지,전세,59,서울특별시 서대문구 남가좌동,385,202506,202507~202707,60000,0
DMC한양,전세,65,서울특별시 서대문구 북가좌동,431,202506,202509~202709,38333,0
G&D용산드림,전세,21,서울특별시 용산구 이촌동,212-41,202506,202507~202707,27000,0
G&P용산파크,전세,28,서울특별시 용산구 문배동,11-34,202506,202508~202708,31920,0
GS자이,전세,157,서울특별시 용산구 청암동,181,202506,202507~202707,115000,0
G밸리마인드,전세,14,서울특별시 관악구 신림동,1655-17,202506,202507~202707,16000,0
G밸리소홈,전세,16,서울특별시 영등포구 대림동,1101-7,202506,202507~202707,13100,0
KNP이스트빌,전세,84,서울특별시 강동구 둔촌동,62,202506,202506~202706,41500,0
LG선릉에클라트(A),전세,36,서울특별시 강남구 삼성동,142-7,202506,202508~202708,27000,0
LG한강자이,전세,134,서울특별시 용산구 이촌동,430,202506,202509~202709,190000,0
LG한강자이,전세,169,서울특별시 용산구 이촌동,430,202506,202506~202706,240000,0
LIGA,전세,84,서울특별시 강동구 성내동,244-12,202506,202508~202708,57800,0
LIG건영,전세,59,서울특별시 노원구 중계동,586,202506,202508~202708,30250,0
LIG건영캐스빌,전세,80,서울특별시 도봉구 창동,635-42,202506,202508~202708,35000,0
LIG대학마을(건영아파트3차),전세,69,서울특별시 관악구 신림동,1703-1,202506,202506~202706,33000,0
LIG서울역리가,전세,84,서울특별시 중구 만리동1가,231,202506,202506~202706,86500,0
MAX6,전세,13,서울특별시 금천구 시흥동,888-18,202506,202507~202707,7500,0
M노블레스,전세,27,서울특별시 강서구 화곡동,29-57,202506,202508~202708,20140,0
SKVIEW,전세,84,서울특별시 구로구 신도림동,432-1,202506,202508~202708,68000,0
SK리더스뷰남산,전세,122,서울특별시 중구 회현동1가,206,202506,202508~202708,120000,0
SK리더스뷰남산,전세,137,서울특별시 중구 회현동1가,206,202506,202507~202707,140000,0
SM엘루이,전세,14,서울특별시 강동구 성내동,379-17,202506,202509~202709,17940,0
SP센트리움시티,전세,80,서울특별시 송파구 거여동,22-4,202506,202509~202709,65000,0
SUITEHILL,전세,21,서울특별시 서초구 서초동,1622-9,202506,202507~202707,17500,0
e-편한세상,전세,59,서울특별시 강남구 역삼동,755-4,202506,202508~202708,111000,0
e-편한세상,전세,84,서울특별시 강남구 역삼동,755-4,202506,202509~202709,145000,0
e편한세상 수색 에코포레,전세,59,서울특별시 은평구 수색동,415-1,202506,202508~202708,41000,0
e편한세상 수색 에코포레,전세,84,서울특별시 은평구 수색동,415-1,202506,202508~202708,45000,0
e편한세상 수색 에코포레,전세,114,서울특별시 은평구 수색동,415-1,202506,202508~202708,52000,0
e편한세상광진그랜드파크,전세,84,서울특별시 광진구 구의동,680,202506,202509~202709,98500,0
e편한세상독산더타워,전세,59,서울특별시 금천구 독산동,1007-13,202506,202508~202708,46000,0
e편한세상백련산,전세,84,서울특별시 은평구 응암동,771,202506,202509~202709,57000,0
e편한세상상도노빌리티,전세,84,서울특별시 동작구 상도동,903,202506,202510~202710,95000,0
e편한세상서울대입구1단지,전세,59,서울특별시 관악구 봉천동,1730,202506,202506~202706,64000,0
e편한세상서울대입구1단지,전세,84,서울특별시 관악구 봉천동,1730,202506,202506~202706,73000,0
e편한세상서울대입구2단지,전세,59,서울특별시 관악구 봉천동,1730-1,202506,202508~202708,60333,0
e편한세상서울대입구2단지,전세,84,서울특별시 관악구 봉천동,1730-1,202506,202506~202509,71000,0
e편한세상서울대입구2차,전세,59,서울특별시 관악구 봉천동,1733,202506,202508~202708,63000,0
e편한세상서울대입구2차,전세,84,서울특별시 관악구 봉천동,1733,202506,202509~202709,71000,0
e편한세상송파파크센트럴,전세,84,서울특별시 송파구 거여동,696,202506,202509~202709,79000,0
e편한세상신촌1단지,전세,59,서울특별시 서대문구 북아현동,1013,202506,202510~202710,68571,0
e편한세상신촌1단지,전세,84,서울특별시 서대문구 북아현동,1013,202506,202509~202709,82250,0
e편한세상신촌2단지,전세,59,서울특별시 서대문구 북아현동,1013,202506,202507~202707,61425,0
e편한세상신촌2단지,전세,84,서울특별시 서대문구 북아현동,1013,202506,202508~202708,89500,0
e편한세상신촌3단지,전세,59,서울특별시 서대문구 북아현동,1013,202506,202506~202706,77500,0
e편한세상신촌3단지,전세,84,서울특별시 서대문구 북아현동,1013,202506,202506~202706,90000,0
e편한세상신촌4단지,전세,84,서울특별시 서대문구 북아현동,1013,202506,202509~202709,95000,0
e편한세상염창,전세,55,서울특별시 강서구 염창동,309,202506,202506~202706,56000,0
e편한세상염창,전세,59,서울특별시 강서구 염창동,309,202506,202509~202709,60725,0
e편한세상염창,전세,84,서울특별시 강서구 염창동,309,202506,202507~202707,84000,0
e편한세상영등포아델포레,전세,59,서울특별시 영등포구 대림동,1127,202506,202508~202708,60000,0
e편한세상영등포아델포레,전세,84,서울특별시 영등포구 대림동,1127,202506,202508~202609,67280,0
가락(1차)쌍용아파트,전세,59,서울특별시 송파구 가락동,140,202506,202508~202708,67000,0
가락(1차)쌍용아파트,전세,84,서울특별시 송파구 가락동,140,202506,202510~202710,70790,0
가락금호아파트,전세,59,서울특별시 송파구 가락동,95-1,202506,202509~202709,63000,0
가락미륭아파트,전세,60,서울특별시 송파구 가락동,138,202506,202508~202708,37000,0
가락미륭아파트,전세,83,서울특별시 송파구 가락동,138,202506,202507~202707,40000,0
가락삼익맨숀,전세,84,서울특별시 송파구 송파동,166,202506,202506~202605,50000,0
가락쌍용(2차),전세,59,서울특별시 송파구 가락동,21-6,202506,202509~202709,60000,0
가양1차보람더하임,전세,66,서울특별시 강서구 가양동,1497,202506,202509~202709,45000,0
가양1차보람더하임,전세,83,서울특별시 강서구 가양동,1497,202506,202508~202708,49000,0
가양2단지(성지),전세,34,서울특별시 강서구 가양동,1461,202506,202507~202707,23500,0
가양2단지(성지),전세,39,서울특별시 강서구 가양동,1461,202506,202508~202708,25225,0
가양2단지(성지),전세,49,서울특별시 강서구 가양동,1461,202506,202508~202708,35571,0
가양6단지,전세,39,서울특별시 강서구 가양동,1485,202506,202509~202709,24167,0
가양6단지,전세,49,서울특별시 강서구 가양동,1485,202506,202509~202709,32938,0
가양6단지,전세,58,서울특별시 강서구 가양동,1485,202506,202508~202708,40250,0
가양강나루현대,전세,59,서울특별시 강서구 가양동,448-1,202506,202508~202708,48667,0
가양도시개발9-2단지,전세,34,서울특별시 강서구 가양동,1490,202506,202509~202709,25000,0
가양도시개발9-2단지,전세,39,서울특별시 강서구 가양동,1490,202506,202507~202707,25950,0
가양도시개발9-2단지,전세,49,서울특별시 강서구 가양동,1490,202506,202509~202709,29100,0
가양역두산위브,전세,31,서울특별시 강서구 등촌동,726,202506,202507~202707,42000,0
가양역두산위브,전세,59,서울특별시 강서구 등촌동,726,202506,202508~202708,65000,0
가양우성,전세,84,서울특별시 강서구 가양동,14-3,202506,202508~202808,56400,0
강남 더샵 포레스트,전세,124,서울특별시 강남구 수서동,799,202506,202508~202708,149000,0
강남 더샵 포레스트,전세,146,서울특별시 강남구 수서동,799,202506,202509~202709,165000,0
강남데시앙파크,전세,84,서울특별시 강남구 세곡동,525,202506,202507~202707,70000,0
강남데시앙파크,전세,114,서울특별시 강남구 세곡동,525,202506,202507~202709,62560,0
강남데시앙포레,전세,114,서울특별시 강남구 수서동,795,202506,202510~202710,115000,0
강남브리즈힐,전세,74,서울특별시 강남구 자곡동,618,202506,202508~202707,65000,0
강남브리즈힐,전세,84,서울특별시 강남구 자곡동,618,202506,202509~202709,78000,0
강남서해그랑블,전세,71,서울특별시 강남구 역삼동,796-29,202506,202507~202707,54600,0
강남신동아파밀리에1단지,전세,59,서울특별시 강남구 세곡동,508,202506,202508~202708,63000,0
강남엘에이치1단지,전세,59,서울특별시 강남구 세곡동,579,202506,202508~202708,65000,0
강남엘에이치1단지,전세,84,서울특별시 강남구 세곡동,579,202506,202508~202708,77500,0
강남자곡 힐스테이트,전세,74,서울특별시 강남구 자곡동,619,202506,202508~202707,71000,0
강남자곡아이파크,전세,59,서울특별시 강남구 자곡동,602,202506,202509~202709,70000,0
강남자곡아이파크,전세,74,서울특별시 강남구 자곡동,602,202506,202508~202708,76000,0
강남한양수자인(4단지),전세,101,서울특별시 강남구 자곡동,686,202506,202507~202707,90000,0
강동LG자이,전세,84,서울특별시 강동구 길동,474,202506,202508~202708,65000,0
강동LG자이,전세,126,서울특별시 강동구 길동,474,202506,202509~202709,66000,0
강동리버스트4단지,전세,49,서울특별시 강동구 강일동,114,202506,202507~202707,43000,0
강동리버스트4단지,전세,59,서울특별시 강동구 강일동,114,202506,202509~202709,50000,0
강동리버스트7단지,전세,59,서울특별시 강동구 강일동,91,202506,202507~202709,25900,0
강동리버스트8단지,전세,59,서울특별시 강동구 강일동,66,202506,202508~202708,52000,0
강동리엔파크14단지,전세,59,서울특별시 강동구 상일동,28,202506,202506~202612,48167,0
강동역신동아파밀리에,전세,101,서울특별시 강동구 천호동,447-17,202506,202506~202802,80000,0
강동역신동아파밀리에,전세,107,서울특별시 강동구 천호동,447-17,202506,202509~202709,85000,0
강동한신휴플러스,전세,84,서울특별시 강동구 길동,414-10,202506,202509~202708,50000,0
강동헤리티지자이,전세,59,서울특별시 강동구 길동,483,202506,202508~202708,68000,0
강동헤리티지자이,전세,74,서울특별시 강동구 길동,483,202506,202508~202708,75000,0
강림스위트빌,전세,81,서울특별시 마포구 망원동,508,202506,202508~202708,51500,0
강변,전세,34,서울특별시 강서구 가양동,1475,202506,202506~202706,28000,0
강변,전세,39,서울특별시 강서구 가양동,1475,202506,202507~202707,23500,0
강변,전세,49,서울특별시 강서구 가양동,1475,202506,202508~202708,32000,0
강변,전세,64,서울특별시 용산구 이촌동,193-3,202506,202506~202706,30000,0
강변,전세,66,서울특별시 서초구 잠원동,53-15,202506,202507~202707,64667,0
강변,전세,84,서울특별시 서초구 잠원동,53-15,202506,202508~202708,85000,0
강변건영아파트,전세,84,서울특별시 성동구 성수동1가,710,202506,202509~202709,83000,0
강변그린,전세,59,서울특별시 마포구 용강동,495-1,202506,202507~202707,36000,0
강변래미안,전세,79,서울특별시 영등포구 당산동,376,202506,202509~202709,65000,0
강변래미안,전세,108,서울특별시 영등포구 당산동,376,202506,202509~202709,90000,0
강변삼성스위트,전세,59,서울특별시 용산구 원효로4가,178,202506,202508~202708,54049,0
강변삼성스위트,전세,84,서울특별시 용산구 원효로4가,178,202506,202508~202708,78000,0
강변에스케이뷰,전세,84,서울특별시 광진구 구의동,667,202506,202507~202707,88500,0
강변임광,전세,57,서울특별시 성동구 성수동2가,609-2,202506,202507~202707,45000,0
강변한신코아,전세,51,서울특별시 마포구 마포동,350,202506,202507~202707,39500,0
강변힐스테이트,전세,84,서울특별시 마포구 현석동,222,202506,202509~202709,80000,0
강변힐스테이트,전세,84,서울특별시 강서구 염창동,299,202506,202509~202801,65000,0
강서,전세,77,서울특별시 강서구 등촌동,517-39,202506,202511~202801,32000,0
강서한강자이,전세,59,서울특별시 강서구 가양동,1500,202506,202506~202709,48672,0
강서한강자이,전세,84,서울특별시 강서구 가양동,1500,202506,202506~202709,64509,0
강서한강자이,전세,102,서울특별시 강서구 가양동,1500,202506,202508~202708,83000,0
강서힐스테이트,전세,59,서울특별시 강서구 화곡동,1165,202506,202509~202709,65600,0
강서힐스테이트,전세,84,서울특별시 강서구 화곡동,1165,202506,202508~202708,85000,0
강서힐스테이트,전세,128,서울특별시 강서구 화곡동,1165,202506,202508~202708,101500,0
강일리버파크10단지,전세,59,서울특별시 강동구 강일동,695,202506,202506~202706,13499,0
강일리버파크10단지,전세,114,서울특별시 강동구 강일동,695,202506,202506~202708,59400,0
강일리버파크1단지,전세,59,서울특별시 강동구 강일동,665,202506,202506~202706,13499,0
강일리버파크1단지,전세,84,서울특별시 강동구 강일동,665,202506,202508~202708,50000,0
강일리버파크2단지,전세,84,서울특별시 강동구 강일동,668,202506,202506~202706,35656,0
강일리버파크2단지,전세,114,서울특별시 강동구 강일동,668,202506,202506~202708,48800,0
강일리버파크3단지,전세,59,서울특별시 강동구 강일동,674,202506,202507~202707,48000,0
강일리버파크3단지,전세,84,서울특별시 강동구 강일동,674,202506,202509~202709,54000,0
강일리버파크4단지,전세,84,서울특별시 강동구 강일동,673,202506,202508~202708,50000,0
강일리버파크5단지,전세,59,서울특별시 강동구 강일동,670,202506,202508~202707,49000,0
강일리버파크7단지,전세,84,서울특별시 강동구 강일동,686,202506,202508~202708,51000,0
강일리버파크9단지,전세,49,서울특별시 강동구 강일동,699,202506,202506~202706,8752,0
강일리버파크9단지,전세,59,서울특별시 강동구 강일동,699,202506,202506~202706,13499,0
강일리버파크9단지,전세,84,서울특별시 강동구 강일동,699,202506,202506~202706,21312,0
강일리버파크9단지,전세,114,서울특별시 강동구 강일동,699,202506,202506~202708,48800,0
강촌,전세,59,서울특별시 용산구 이촌동,402,202506,202508~202708,67000,0
강촌,전세,84,서울특별시 용산구 이촌동,402,202506,202509~202708,83000,0
강촌,전세,114,서울특별시 용산구 이촌동,402,202506,202506~202706,120000,0
개나리래미안,전세,129,서울특별시 강남구 역삼동,754,202506,202508~202708,165000,0
개나리푸르지오,전세,84,서울특별시 강남구 역삼동,755-1,202506,202508~202708,150000,0
개나리푸르지오,전세,132,서울특별시 강남구 역삼동,755-1,202506,202508~202708,180000,0
개봉동현대아이파크,전세,59,서울특별시 구로구 개봉동,489,202506,202510~202710,47000,0
개봉푸르지오,전세,59,서울특별시 구로구 개봉동,492,202506,202506~202709,33774,0
개인택시주택조합(미성아파트),전세,55,서울특별시 중랑구 면목동,1-41,202506,202509~202709,22750,0
개포2차현대아파트(220),전세,77,서울특별시 강남구 개포동,655-2,202506,202506~202512,85000,0
개포6차우성아파트1동~8동,전세,67,서울특별시 강남구 개포동,658-1,202506,202508~202708,42000,0
개포래미안포레스트,전세,49,서울특별시 강남구 개포동,1282,202506,202506~202612,100000,0
개포래미안포레스트,전세,59,서울특별시 강남구 개포동,1282,202506,202508~202708,93833,0
개포래미안포레스트,전세,74,서울특별시 강남구 개포동,1282,202506,202507~202707,118500,0
개포래미안포레스트,전세,96,서울특별시 강남구 개포동,1282,202506,202506~202706,200000,0
개포래미안포레스트,전세,102,서울특별시 강남구 개포동,1282,202506,202506~202706,181667,0
개포우성1,전세,84,서울특별시 강남구 대치동,503,202506,202508~202708,125000,0
개포우성1,전세,127,서울특별시 강남구 대치동,503,202506,202507~202707,160000,0
개포우성1,전세,158,서울특별시 강남구 대치동,503,202506,202508~202708,180000,0
개포우성3차,전세,104,서울특별시 강남구 개포동,652,202506,202508~202708,77333,0
개포자이,전세,170,서울특별시 강남구 개포동,12-2,202506,202508~202708,150000,0
개포자이프레지던스,전세,59,서울특별시 강남구 개포동,1284,202506,202506~202706,105000,0
개포자이프레지던스,전세,84,서울특별시 강남구 개포동,1284,202506,202508~202708,162500,0
개포자이프레지던스,전세,114,서울특별시 강남구 개포동,1284,202506,202506~202706,220000,0
개포주공5단지,전세,74,서울특별시 강남구 개포동,187,202506,202506~202604,50000,0
개포주공5단지,전세,83,서울특별시 강남구 개포동,187,202506,202506~202706,60000,0
개포주공6단지,전세,53,서울특별시 강남구 개포동,185,202506,202508~202708,35667,0
개포주공6단지,전세,60,서울특별시 강남구 개포동,185,202506,202506~202706,37500,0
개포주공6단지,전세,73,서울특별시 강남구 개포동,185,202506,202507~202707,50000,0
개포주공6단지,전세,83,서울특별시 강남구 개포동,185,202506,202509~202709,55000,0
개포주공7단지,전세,53,서울특별시 강남구 개포동,185,202506,202508~202708,35000,0
개포주공7단지,전세,60,서울특별시 강남구 개포동,185,202506,202509~202708,36000,0
개포주공7단지,전세,73,서울특별시 강남구 개포동,185,202506,202507~202707,47000,0
개포주공7단지,전세,83,서울특별시 강남구 개포동,185,202506,202507~202707,50000,0
개포한신,전세,82,서울특별시 강남구 일원동,615-1,202506,202506~202706,25000,0
개포한신,전세,107,서울특별시 강남구 일원동,615-1,202506,202506~202706,39500,0
개포현대200동,전세,82,서울특별시 강남구 개포동,655-1,202506,202507~202707,89000,0
갤러리아팰리스,전세,123,서울특별시 송파구 잠실동,40,202506,202506~202706,145000,0
갤러리아포레,전세,170,서울특별시 성동구 성수동1가,685-696,202506,202508~202708,400000,0
거성파스텔,전세,59,서울특별시 영등포구 양평동3가,90-1,202506,202508~202708,51000,0
거성푸르뫼2,전세,59,서울특별시 구로구 개봉동,60-82,202506,202508~202708,23000,0
거여1단지,전세,39,서울특별시 송파구 거여동,290,202506,202509~202709,30000,0
거여1단지,전세,49,서울특별시 송파구 거여동,290,202506,202508~202708,45000,0
거여2단지효성아파트,전세,101,서울특별시 송파구 거여동,291,202506,202507~202707,68000,0
거여4단지,전세,39,서울특별시 송파구 거여동,293,202506,202510~202710,33000,0
거여4단지,전세,59,서울특별시 송파구 거여동,293,202506,202508~202708,44500,0
거여5단지,전세,59,서울특별시 송파구 거여동,294,202506,202510~202710,40000,0
거평프리젠,전세,31,서울특별시 강남구 논현동,196,202506,202506~202706,23000,0
건양노블레스빌,전세,84,서울특별시 노원구 월계동,938,202506,202509~202709,47000,0
건영,전세,32,서울특별시 동작구 상도동,414,202506,202508~202708,32000,0
건영,전세,60,서울특별시 영등포구 신길동,364,202506,202508~202708,30000,0
건영,전세,84,서울특별시 성동구 송정동,90,202506,202507~202707,56333,0
건영,전세,84,서울특별시 양천구 목동,928,202506,202507~202707,45500,0
건영,전세,114,서울특별시 동작구 상도동,414,202506,202507~202707,65000,0
건영(103동-106동),전세,84,서울특별시 동작구 노량진동,324,202506,202508~202708,55000,0
건영1,전세,84,서울특별시 중랑구 상봉동,1,202506,202508~202708,38000,0
건영2,전세,59,서울특별시 관악구 신림동,721-2,202506,202509~202709,25000,0
건영2,전세,84,서울특별시 노원구 중계동,515-2,202506,202509~202709,47500,0
건영2차아파트,전세,74,서울특별시 중랑구 상봉동,63,202506,202507~202707,40000,0
건영2차아파트,전세,84,서울특별시 중랑구 상봉동,63,202506,202508~202708,49000,0
건영3,전세,84,서울특별시 노원구 중계동,360-15,202506,202507~202707,68600,0
건영6,전세,59,서울특별시 관악구 봉천동,1701,202506,202507~202707,46000,0
건영장미아파트,전세,59,서울특별시 노원구 공릉동,744,202506,202509~202709,30000,0
건영캐스빌,전세,84,서울특별시 중랑구 상봉동,499,202506,202507~202707,45000,0
경남,전세,44,서울특별시 도봉구 쌍문동,73,202506,202507~202707,18000,0
경남,전세,46,서울특별시 도봉구 쌍문동,73,202506,202506~202706,20000,0
경남,전세,59,서울특별시 중랑구 망우동,226,202506,202507~202707,23000,0
경남,전세,59,서울특별시 광진구 자양동,641,202506,202509~202709,49000,0
경남,전세,59,서울특별시 영등포구 신길동,67-1,202506,202509~202709,47000,0
경남,전세,74,서울특별시 노원구 중계동,505,202506,202508~202708,45000,0
경남,전세,74,서울특별시 은평구 응암동,714,202506,202508~202708,37000,0
경남,전세,84,서울특별시 은평구 응암동,714,202506,202508~202708,40000,0
경남,전세,84,서울특별시 강남구 도곡동,967,202506,202507~202707,100000,0
경남아너스빌,전세,59,서울특별시 구로구 오류동,344,202506,202508~202708,40000,0
경남아너스빌,전세,59,서울특별시 영등포구 영등포동7가,46-1,202506,202508~202708,50125,0
경남아너스빌,전세,59,서울특별시 영등포구 양평동4가,51-1,202506,202507~202707,45000,0
경남아너스빌,전세,59,서울특별시 영등포구 양평동3가,55-1,202506,202508~202708,50000,0
경남아너스빌,전세,81,서울특별시 강남구 역삼동,722,202506,202508~202708,85000,0
경남아너스빌,전세,84,서울특별시 은평구 구산동,224,202506,202509~202709,41000,0
경남아너스빌,전세,84,서울특별시 강북구 수유동,229-49,202506,202507~202707,37000,0
경남아너스빌,전세,84,서울특별시 구로구 오류동,344,202506,202508~202708,50000,0
경남아너스빌,전세,84,서울특별시 영등포구 영등포동7가,46-1,202506,202506~202706,65000,0
경남아너스빌,전세,84,서울특별시 동작구 대방동,512,202506,202508~202708,71000,0
경남아너스빌,전세,103,서울특별시 양천구 신정동,1307,202506,202509~202709,97000,0
경남아너스빌(1356-0),전세,59,서울특별시 강북구 미아동,1356,202506,202509~202709,36000,0
경남아너스빌(1356-0),전세,84,서울특별시 강북구 미아동,1356,202506,202509~202709,45000,0
경남아너스빌1차,전세,59,서울특별시 동작구 사당동,1134,202506,202506~202606,45000,0
경동윈츠리버,전세,79,서울특별시 동작구 본동,484,202506,202508~202708,63000,0
경동팰리스힐,전세,12,서울특별시 강서구 방화동,898,202506,202507~202707,7300,0
경희궁의아침4단지,전세,124,서울특별시 종로구 내수동,73,202506,202506~202706,125000,0
경희궁자이(2단지),전세,59,서울특별시 종로구 홍파동,199,202506,202507~202707,93000,0
경희궁자이(2단지),전세,84,서울특별시 종로구 홍파동,199,202506,202508~202708,122500,0
경희궁자이(2단지),전세,101,서울특별시 종로구 홍파동,199,202506,202508~202708,140000,0
경희궁자이(2단지),전세,138,서울특별시 종로구 홍파동,199,202506,202506~202706,200000,0
경희궁자이(3단지),전세,59,서울특별시 종로구 평동,233,202506,202509~202709,92000,0
경희궁자이(3단지),전세,84,서울특별시 종로구 평동,233,202506,202506~202906,112500,0
경희궁자이(4단지),전세,33,서울특별시 종로구 교북동,126,202506,202508~202708,48500,0
경희궁자이(4단지),전세,37,서울특별시 종로구 교북동,126,202506,202509~202709,55000,0
경희궁자이(4단지),전세,45,서울특별시 종로구 교북동,126,202506,202508~202708,71000,0
고덕 아이파크,전세,114,서울특별시 강동구 고덕동,499,202506,202508~202601,130000,0
고덕그라시움,전세,59,서울특별시 강동구 고덕동,693,202506,202507~202707,73250,0
고덕그라시움,전세,73,서울특별시 강동구 고덕동,693,202506,202508~202708,81000,0
고덕그라시움,전세,84,서울특별시 강동구 고덕동,693,202506,202508~202708,94167,0
고덕그라시움,전세,97,서울특별시 강동구 고덕동,693,202506,202508~202708,115000,0
고덕롯데캐슬베네루체,전세,59,서울특별시 강동구 상일동,514,202506,202507~202707,69500,0
고덕롯데캐슬베네루체,전세,84,서울특별시 강동구 상일동,514,202506,202507~202707,69750,0
고덕롯데캐슬베네루체,전세,122,서울특별시 강동구 상일동,514,202506,202508~202708,95000,0
고덕리엔파크1단지,전세,84,서울특별시 강동구 강일동,707,202506,202508~202708,55967,0
고덕리엔파크3단지,전세,59,서울특별시 강동구 상일동,490,202506,202509~202709,53000,0
고덕리엔파크3단지,전세,84,서울특별시 강동구 상일동,490,202506,202508~202708,60000,0
고덕리엔파크3단지,전세,114,서울특별시 강동구 상일동,490,202506,202507~202709,52560,0
고덕센트럴IPARK,전세,59,서울특별시 강동구 상일동,513,202506,202509~202709,66667,0
고덕센트럴IPARK,전세,74,서울특별시 강동구 상일동,513,202506,202506~202706,78000,0
고덕센트럴IPARK,전세,84,서울특별시 강동구 상일동,513,202506,202509~202709,75000,0
고덕센트럴IPARK,전세,102,서울특별시 강동구 상일동,513,202506,202508~202707,95000,0
고덕센트럴푸르지오,전세,59,서울특별시 강동구 고덕동,210-1,202506,202508~202708,63000,0
고덕숲아이파크,전세,59,서울특별시 강동구 상일동,515,202506,202506~202709,44382,0
고덕숲아이파크,전세,84,서울특별시 강동구 상일동,515,202506,202509~202709,74000,0
고덕숲아이파크,전세,108,서울특별시 강동구 상일동,515,202506,202508~202708,95000,0
고덕아르테온,전세,59,서울특별시 강동구 상일동,519,202506,202507~202707,70667,0
고덕아르테온,전세,84,서울특별시 강동구 상일동,519,202506,202506~202706,85333,0
고덕아르테온,전세,114,서울특별시 강동구 상일동,519,202506,202508~202708,115000,0
고덕자이,전세,59,서울특별시 강동구 상일동,521,202506,202509~202709,68000,0
고덕자이,전세,84,서울특별시 강동구 상일동,521,202506,202510~202710,81300,0
고덕자이,전세,101,서울특별시 강동구 상일동,521,202506,202509~202709,100000,0
고덕주공9,전세,83,서울특별시 강동구 명일동,257,202506,202507~202712,50643,0
고덕풍경채어바니티,전세,84,서울특별시 강동구 고덕동,BL-3-1,202506,202508~202708,75000,0
