단지명,거래구분,전용면적(㎡),시군구,번지,계약년월,건축년도,평균 보증금(만원),평균 월세금(만원)
동인샤인빌,전세,57,서울특별시 성동구 옥수동,12,202506,202507~202707,61000,0
동일,전세,59,서울특별시 서대문구 홍은동,457,202506,202510~202710,32500,0
동작협성휴포레시그니처,전세,84,서울특별시 동작구 신대방동,686-48,202506,202508~202708,70333,0
동진신안,전세,101,서울특별시 노원구 중계동,364,202506,202508~202708,85000,0
동현아파트1~6,전세,84,서울특별시 강남구 논현동,105,202506,202507~202707,71167,0
동현아파트1~6,전세,119,서울특별시 강남구 논현동,105,202506,202507~202707,90000,0
두산,전세,54,서울특별시 성북구 석관동,10,202506,202509~202709,39500,0
두산,전세,59,서울특별시 성북구 석관동,10,202506,202508~202708,37875,0
두산,전세,59,서울특별시 서대문구 북아현동,1009,202506,202508~202708,50000,0
두산,전세,59,서울특별시 성동구 금호동3가,1331,202506,202506~202601,52500,0
두산,전세,59,서울특별시 관악구 봉천동,1708,202506,202507~202707,52333,0
두산,전세,59,서울특별시 종로구 창신동,232,202506,202506~202706,45000,0
두산,전세,59,서울특별시 구로구 개봉동,472,202506,202509~202709,30500,0
두산,전세,59,서울특별시 금천구 가산동,769,202506,202507~202707,36747,0
두산,전세,79,서울특별시 성동구 금호동3가,1331,202506,202508~202708,50000,0
두산,전세,84,서울특별시 성북구 석관동,10,202506,202506~202706,55000,0
두산,전세,84,서울특별시 성동구 금호동3가,1331,202506,202506~202706,65500,0
두산,전세,84,서울특별시 관악구 봉천동,1708,202506,202508~202708,63333,0
두산,전세,84,서울특별시 종로구 창신동,232,202506,202508~202708,57000,0
두산,전세,84,서울특별시 서대문구 홍은동,456,202506,202404~202604,43000,0
두산,전세,84,서울특별시 금천구 가산동,769,202506,202507~202707,45000,0
두산,전세,84,서울특별시 동대문구 답십리동,990,202506,202509~202709,55000,0
두산,전세,114,서울특별시 관악구 봉천동,1708,202506,202508~202708,56000,0
두산,전세,116,서울특별시 성동구 금호동3가,1331,202506,202509~202709,75000,0
두산3,전세,84,서울특별시 중랑구 면목동,1511,202506,202509~202709,47000,0
두산4,전세,84,서울특별시 중랑구 면목동,1522,202506,202509~202709,47000,0
두산5,전세,59,서울특별시 중랑구 면목동,1522-1,202506,202507~202707,41500,0
두산위브,전세,25,서울특별시 송파구 가락동,98,202506,202508~202708,15000,0
두산위브,전세,33,서울특별시 송파구 가락동,98,202506,202508~202708,22500,0
두산위브,전세,59,서울특별시 영등포구 영등포동,649,202506,202507~202707,50000,0
두산위브,전세,59,서울특별시 동대문구 답십리동,998,202506,202510~202710,56000,0
두산위브1단지,전세,84,서울특별시 강남구 논현동,252-1,202506,202508~202708,90000,0
두산위브트레지움,전세,59,서울특별시 동작구 사당동,1131,202506,202506~202709,51558,0
두산위브트레지움,전세,84,서울특별시 동작구 사당동,1131,202506,202509~202709,97000,0
두산위브트레지움,전세,84,서울특별시 강북구 미아동,811,202506,202508~202708,56000,0
두산위브트레지움2차,전세,59,서울특별시 동작구 상도동,535,202506,202506~202709,49140,0
두산위브트레지움2차,전세,84,서울특별시 동작구 상도동,535,202506,202508~202708,72755,0
두영,전세,84,서울특별시 관악구 신림동,1717,202506,202508~202708,40000,0
두원,전세,84,서울특별시 서초구 방배동,473-1,202506,202506~202702,85000,0
두원A동,전세,84,서울특별시 양천구 신월동,485-2,202506,202509~202709,31000,0
둔촌역청구,전세,84,서울특별시 강동구 성내동,419-1,202506,202506~202706,55000,0
둔촌푸르지오,전세,59,서울특별시 강동구 둔촌동,630,202506,202508~202702,48500,0
둔촌푸르지오,전세,84,서울특별시 강동구 둔촌동,630,202506,202508~202708,66500,0
둔촌하이츠,전세,59,서울특별시 강동구 둔촌동,545,202506,202508~202708,50000,0
드림케슬3차,전세,84,서울특별시 금천구 가산동,237-81,202506,202509~202709,29500,0
"등촌1,2단지주공아파트",전세,41,서울특별시 강서구 등촌동,687,202506,202508~202708,29600,0
"등촌7,8단지주공아파트",전세,41,서울특별시 강서구 등촌동,707,202506,202507~202707,26000,0
등촌동아이파크,전세,84,서울특별시 강서구 등촌동,715,202506,202508~202708,61000,0
등촌동현대2차,전세,59,서울특별시 강서구 등촌동,655-46,202506,202507~202707,40000,0
등촌제이스카이,전세,28,서울특별시 강서구 염창동,311,202506,202507~202707,26250,0
등촌제이스카이,전세,39,서울특별시 강서구 염창동,311,202506,202507~202707,39000,0
등촌파밀리에더클래식101동,전세,49,서울특별시 강서구 등촌동,722,202506,202510~202710,48000,0
디아레나서초,전세,27,서울특별시 서초구 서초동,1588-5,202506,202507~202707,33500,0
디아인스,전세,23,서울특별시 강서구 화곡동,899-31,202506,202509~202709,22000,0
디에이치반포라클라스,전세,84,서울특별시 서초구 반포동,1343,202506,202507~202707,175000,0
디에이치반포라클라스,전세,115,서울특별시 서초구 반포동,1343,202506,202506~202706,260000,0
디에이치아너힐즈,전세,59,서울특별시 강남구 개포동,1281,202506,202506~202601,100000,0
디에이치아너힐즈,전세,76,서울특별시 강남구 개포동,1281,202506,202508~202708,145000,0
디에이치아너힐즈,전세,84,서울특별시 강남구 개포동,1281,202506,202509~202709,160000,0
디에이치아너힐즈,전세,94,서울특별시 강남구 개포동,1281,202506,202507~202707,180000,0
디에이치아너힐즈,전세,131,서울특별시 강남구 개포동,1281,202506,202508~202708,287500,0
디에이치자이개포,전세,63,서울특별시 강남구 일원동,743,202506,202509~202709,140000,0
디에이치자이개포,전세,76,서울특별시 강남구 일원동,743,202506,202508~202708,126000,0
디에이치자이개포,전세,84,서울특별시 강남구 일원동,743,202506,202509~202709,170667,0
디에이치자이개포,전세,103,서울특별시 강남구 일원동,743,202506,202508~202708,210000,0
디에이치포레센트,전세,121,서울특별시 강남구 일원동,742,202506,202509~202709,177000,0
디와이빌,전세,34,서울특별시 은평구 대조동,9-12,202506,202506~202606,16800,0
디큐브시티,전세,59,서울특별시 구로구 신도림동,692,202506,202508~202708,55250,0
디큐브시티,전세,84,서울특별시 구로구 신도림동,692,202506,202508~202708,87500,0
디큐브시티,전세,128,서울특별시 구로구 신도림동,692,202506,202508~202708,105000,0
라온유,전세,84,서울특별시 성북구 정릉동,1034,202506,202508~202708,45100,0
라온유,전세,109,서울특별시 성북구 정릉동,1034,202506,202507~202707,60000,0
라온프라이빗,전세,84,서울특별시 중랑구 면목동,1544,202506,202507~202707,65000,0
라온프라이빗,전세,95,서울특별시 중랑구 면목동,1544,202506,202506~202706,70000,0
라이프,전세,115,서울특별시 노원구 중계동,366,202506,202508~202708,81750,0
라이프101동(544)102동(544-1),전세,84,서울특별시 강동구 둔촌동,544,202506,202507~202707,45000,0
라이프미성,전세,66,서울특별시 은평구 불광동,248,202506,202509~202709,35500,0
라이프미성,전세,84,서울특별시 은평구 불광동,248,202506,202508~202708,40000,0
라이프미성,전세,91,서울특별시 관악구 신림동,1656,202506,202508~202708,25000,0
라이프미성,전세,125,서울특별시 은평구 불광동,248,202506,202506~202706,39000,0
라이프시티,전세,79,서울특별시 은평구 갈현동,267-1,202506,202508~202708,28500,0
라인,전세,84,서울특별시 구로구 오류동,334,202506,202507~202707,34500,0
라테라스청담,전세,21,서울특별시 강남구 청담동,76-12,202506,202507~202707,25400,0
래미안 개포 루체하임,전세,59,서울특별시 강남구 일원동,741,202506,202509~202509,120000,0
래미안 개포 루체하임,전세,84,서울특별시 강남구 일원동,741,202506,202508~202708,165000,0
래미안 개포 루체하임,전세,121,서울특별시 강남구 일원동,741,202506,202506~202802,170000,0
래미안 리더스원,전세,59,서울특별시 서초구 서초동,1755,202506,202509~202708,111250,0
래미안 리더스원,전세,84,서울특별시 서초구 서초동,1755,202506,202506~202612,155000,0
래미안 리더스원,전세,114,서울특별시 서초구 서초동,1755,202506,202509~202709,195000,0
래미안 옥수 리버젠,전세,59,서울특별시 성동구 옥수동,561,202506,202507~202707,79800,0
래미안 옥수 리버젠,전세,84,서울특별시 성동구 옥수동,561,202506,202506~202706,104667,0
래미안 옥수 리버젠,전세,113,서울특별시 성동구 옥수동,561,202506,202508~202708,150000,0
래미안 허브리츠,전세,84,서울특별시 동대문구 용두동,792,202506,202508~202708,69250,0
래미안 허브리츠,전세,114,서울특별시 동대문구 용두동,792,202506,202508~202708,85000,0
래미안강남힐즈,전세,101,서울특별시 강남구 자곡동,611,202506,202509~202709,97000,0
래미안강동팰리스,전세,59,서울특별시 강동구 천호동,571,202506,202509~202709,71000,0
래미안강동팰리스,전세,84,서울특별시 강동구 천호동,571,202506,202509~202709,78900,0
래미안공덕4차,전세,59,서울특별시 마포구 공덕동,464,202506,202508~202708,71000,0
래미안공덕5차,전세,59,서울특별시 마포구 공덕동,469,202506,202507~202707,73000,0
래미안그레이튼,전세,84,서울특별시 강남구 역삼동,763-16,202506,202508~202611,130000,0
래미안그레이튼(진달래2차),전세,59,서울특별시 강남구 역삼동,762-3,202506,202508~202707,96367,0
래미안그레이튼(진달래2차),전세,84,서울특별시 강남구 역삼동,762-3,202506,202508~202710,135000,0
래미안길음센터피스,전세,59,서울특별시 성북구 길음동,1288,202506,202507~202707,58427,0
래미안길음센터피스,전세,73,서울특별시 성북구 길음동,1288,202506,202506~202709,54210,0
래미안길음센터피스,전세,84,서울특별시 성북구 길음동,1288,202506,202508~202708,80000,0
래미안남가좌2차,전세,59,서울특별시 서대문구 남가좌동,379,202506,202509~202709,57000,0
래미안당산1차,전세,59,서울특별시 영등포구 당산동,374,202506,202507~202707,52500,0
래미안대치팰리스,전세,94,서울특별시 강남구 대치동,1027,202506,202506~202706,200000,0
래미안도곡카운티,전세,71,서울특별시 강남구 도곡동,538-3,202506,202507~202707,138000,0
래미안도봉,전세,59,서울특별시 도봉구 도봉동,655,202506,202507~202707,37500,0
래미안도봉,전세,114,서울특별시 도봉구 도봉동,655,202506,202506~202706,50000,0
래미안라그란데,전세,84,서울특별시 동대문구 이문동,257-42,202506,202504~202704,61500,0
래미안라센트,전세,59,서울특별시 성북구 종암동,134,202506,202507~202707,53000,0
래미안라센트,전세,84,서울특별시 성북구 종암동,134,202506,202504~203102,57300,0
래미안라센트,전세,114,서울특별시 성북구 종암동,134,202506,202507~202707,78000,0
래미안로이파크,전세,59,서울특별시 동작구 사당동,1159,202506,202508~202708,85000,0
래미안로이파크,전세,84,서울특별시 동작구 사당동,1159,202506,202508~202708,98000,0
래미안루센티아,전세,59,서울특별시 서대문구 남가좌동,390,202506,202508~202708,64000,0
래미안루센티아,전세,84,서울특별시 서대문구 남가좌동,390,202506,202509~202709,68250,0
래미안루센티아,전세,114,서울특별시 서대문구 남가좌동,390,202506,202510~202710,115000,0
래미안목동아델리체(101동~118동),전세,59,서울특별시 양천구 신정동,1326,202506,202508~202708,73000,0
래미안목동아델리체(101동~118동),전세,84,서울특별시 양천구 신정동,1326,202506,202506~202706,85000,0
래미안목동아델리체(101동~118동),전세,115,서울특별시 양천구 신정동,1326,202506,202507~202707,90000,0
래미안목동아델리체(119동~123동),전세,59,서울특별시 양천구 신정동,1326,202506,202506~202706,66000,0
래미안미드카운티,전세,59,서울특별시 동대문구 답십리동,1013,202506,202508~202708,59667,0
래미안밤섬리베뉴Ⅰ,전세,59,서울특별시 마포구 상수동,402,202506,202509~202709,83000,0
래미안밤섬리베뉴Ⅰ,전세,84,서울특별시 마포구 상수동,402,202506,202508~202708,89000,0
래미안밤섬리베뉴Ⅱ,전세,59,서울특별시 마포구 상수동,398,202506,202507~202707,75000,0
래미안밤섬리베뉴Ⅱ,전세,84,서울특별시 마포구 상수동,398,202506,202506~202706,84000,0
래미안베라힐즈,전세,59,서울특별시 은평구 녹번동,283,202506,202509~202709,58500,0
래미안베라힐즈,전세,84,서울특별시 은평구 녹번동,283,202506,202508~202708,67500,0
래미안블레스티지,전세,49,서울특별시 강남구 개포동,1280,202506,202506~202706,100000,0
래미안블레스티지,전세,59,서울특별시 강남구 개포동,1280,202506,202509~202708,116000,0
래미안블레스티지,전세,84,서울특별시 강남구 개포동,1280,202506,202507~202707,162500,0
래미안블레스티지,전세,99,서울특별시 강남구 개포동,1280,202506,202509~202709,162500,0
래미안삼성2차,전세,134,서울특별시 강남구 삼성동,7-3,202506,202508~202708,160000,0
래미안상도3차,전세,59,서울특별시 동작구 상도동,431,202506,202510~202710,70000,0
래미안상도3차,전세,84,서울특별시 동작구 상도동,431,202506,202508~202708,72000,0
래미안상도3차,전세,114,서울특별시 동작구 상도동,431,202506,202506~202706,81000,0
래미안서초스위트,전세,59,서울특별시 서초구 서초동,1301-6,202506,202509~202709,100000,0
래미안서초스위트,전세,84,서울특별시 서초구 서초동,1301-6,202506,202508~202708,115500,0
래미안서초에스티지,전세,59,서울특별시 서초구 서초동,1332-13,202506,202507~202709,56000,0
래미안서초에스티지,전세,101,서울특별시 서초구 서초동,1332-13,202506,202508~202708,160000,0
래미안세레니티,전세,84,서울특별시 성북구 종암동,133,202506,202509~202709,60000,0
래미안솔베뉴,전세,49,서울특별시 강동구 명일동,359,202506,202509~202709,55000,0
래미안솔베뉴,전세,59,서울특별시 강동구 명일동,359,202506,202508~202708,70227,0
래미안솔베뉴,전세,78,서울특별시 강동구 명일동,359,202506,202509~202709,80000,0
래미안솔베뉴,전세,84,서울특별시 강동구 명일동,359,202506,202508~202708,90000,0
래미안송파파인탑,전세,53,서울특별시 송파구 송파동,243,202506,202506~202709,60903,0
래미안송파파인탑,전세,64,서울특별시 송파구 송파동,243,202506,202506~202706,81000,0
래미안송파파인탑,전세,71,서울특별시 송파구 송파동,243,202506,202509~202709,85000,0
래미안수유,전세,59,서울특별시 강북구 수유동,730,202506,202508~202708,34150,0
래미안수유,전세,84,서울특별시 강북구 수유동,730,202506,202508~202708,40000,0
래미안신반포리오센트,전세,59,서울특별시 서초구 잠원동,161,202506,202509~202709,119000,0
래미안신반포리오센트,전세,133,서울특별시 서초구 잠원동,161,202506,202507~202707,219000,0
래미안신반포팰리스,전세,84,서울특별시 서초구 잠원동,158,202506,202507~202707,140000,0
래미안아트리치,전세,59,서울특별시 성북구 석관동,410,202506,202508~202708,50000,0
래미안아트리치,전세,84,서울특별시 성북구 석관동,410,202506,202509~202709,59000,0
래미안에스티움,전세,59,서울특별시 영등포구 신길동,4950,202506,202506~202702,66000,0
래미안에스티움,전세,84,서울특별시 영등포구 신길동,4950,202506,202507~202707,74417,0
래미안엘리니티,전세,51,서울특별시 동대문구 용두동,796,202506,202508~202708,65000,0
래미안엘리니티,전세,84,서울특별시 동대문구 용두동,796,202506,202509~202709,82000,0
래미안영등포프레비뉴,전세,59,서울특별시 영등포구 신길동,4945,202506,202506~202706,62000,0
래미안영등포프레비뉴,전세,84,서울특별시 영등포구 신길동,4945,202506,202506~202509,67567,0
래미안용산더센트럴,전세,161,서울특별시 용산구 한강로2가,422,202506,202508~202808,240000,0
래미안원베일리,전세,59,서울특별시 서초구 반포동,1,202506,202510~202710,143000,0
래미안원베일리,전세,84,서울특별시 서초구 반포동,1,202506,202506~202611,222000,0
래미안원펜타스,전세,59,서울특별시 서초구 반포동,12,202506,202508~202708,155000,0
래미안월곡,전세,84,서울특별시 성북구 하월곡동,225,202506,202508~202708,52500,0
래미안웰스트림,전세,59,서울특별시 마포구 현석동,225,202506,202508~202708,76750,0
래미안웰스트림,전세,84,서울특별시 마포구 현석동,225,202506,202508~202708,108000,0
래미안위브,전세,59,서울특별시 동대문구 답십리동,1003,202506,202508~202708,62500,0
래미안위브,전세,84,서울특별시 동대문구 답십리동,1003,202506,202509~202709,73250,0
래미안장안,전세,115,서울특별시 동대문구 장안동,354-2,202506,202509~202709,71500,0
래미안장안2차,전세,54,서울특별시 동대문구 장안동,329-3,202506,202507~202707,52000,0
래미안장안2차,전세,81,서울특별시 동대문구 장안동,329-3,202506,202508~202708,60500,0
래미안장안2차,전세,112,서울특별시 동대문구 장안동,329-3,202506,202506~202706,73000,0
래미안장위퍼스트하이,전세,59,서울특별시 성북구 장위동,320,202506,202508~202708,50357,0
래미안장위퍼스트하이,전세,84,서울특별시 성북구 장위동,320,202506,202508~202708,55400,0
래미안첼리투스,전세,124,서울특별시 용산구 이촌동,436,202506,202508~202708,202000,0
래미안크레시티,전세,59,서울특별시 동대문구 전농동,690,202506,202509~202709,60286,0
래미안크레시티,전세,84,서울특별시 동대문구 전농동,690,202506,202507~202707,70600,0
래미안크리시엘,전세,59,서울특별시 성북구 종암동,80,202506,202508~202708,45000,0
래미안크리시엘,전세,114,서울특별시 성북구 종암동,80,202506,202509~202709,60000,0
래미안트리베라1단지,전세,84,서울특별시 강북구 미아동,813,202506,202509~202709,56000,0
래미안트윈파크,전세,84,서울특별시 동작구 본동,494,202506,202508~202708,90000,0
래미안파크스위트,전세,75,서울특별시 광진구 구의동,668,202506,202506~202706,81000,0
래미안파크스위트,전세,84,서울특별시 광진구 구의동,668,202506,202508~202708,91000,0
래미안파크스위트,전세,126,서울특별시 광진구 구의동,668,202506,202509~202709,120000,0
래미안파크팰리스,전세,59,서울특별시 송파구 가락동,165,202506,202509~202709,76000,0
래미안파크팰리스,전세,84,서울특별시 송파구 가락동,165,202506,202508~202708,88000,0
래미안퍼스티지,전세,59,서울특별시 서초구 반포동,18-1,202506,202509~202609,139000,0
래미안퍼스티지,전세,84,서울특별시 서초구 반포동,18-1,202506,202506~202512,183429,0
래미안퍼스티지,전세,222,서울특별시 서초구 반포동,18-1,202506,202508~202708,350000,0
래미안포레카운티,전세,59,서울특별시 성북구 장위동,322,202506,202508~202708,49500,0
래미안포레카운티,전세,84,서울특별시 성북구 장위동,322,202506,202508~202711,52668,0
래미안하이리버,전세,59,서울특별시 성동구 금호동2가,1217,202506,202507~202707,70333,0
래미안하이리버,전세,84,서울특별시 성동구 금호동2가,1217,202506,202508~202708,85000,0
래미안하이리버,전세,114,서울특별시 성동구 금호동2가,1217,202506,202509~202709,122500,0
래미안하이베르,전세,59,서울특별시 중구 신당동,851,202506,202506~202706,64250,0
래미안하이베르,전세,84,서울특별시 중구 신당동,851,202506,202509~202709,75000,0
래미안하이베르,전세,117,서울특별시 중구 신당동,851,202506,202509~202709,85000,0
래미안힐스테이트고덕,전세,59,서울특별시 강동구 고덕동,688,202506,202508~202708,71333,0
래미안힐스테이트고덕,전세,84,서울특별시 강동구 고덕동,688,202506,202506~202609,78981,0
래미안힐스테이트고덕,전세,97,서울특별시 강동구 고덕동,688,202506,202508~202708,98000,0
래미안힐스테이트고덕,전세,109,서울특별시 강동구 고덕동,688,202506,202508~202512,120000,0
럭키,전세,71,서울특별시 구로구 구로동,1257,202506,202509~202709,36000,0
럭키,전세,84,서울특별시 도봉구 도봉동,595,202506,202507~202707,34000,0
럭키(963),전세,84,서울특별시 강남구 도곡동,963,202506,202506~202706,87500,0
럭키남서울아파트,전세,41,서울특별시 금천구 시흥동,1002-1,202506,202509~202709,16088,0
럭키남서울아파트,전세,49,서울특별시 금천구 시흥동,1002-1,202506,202506~202706,22167,0
레그노시티,전세,37,서울특별시 중랑구 상봉동,89-10,202506,202507~202707,29000,0
레이크팰리스,전세,84,서울특별시 송파구 잠실동,44,202506,202508~202708,116250,0
레이크해모로,전세,120,서울특별시 송파구 송파동,58-4,202506,202509~202709,98000,0
로데오현대,전세,90,서울특별시 강남구 신사동,658,202506,202507~202707,85000,0
로얄빌리지,전세,103,서울특별시 강남구 역삼동,644-6,202506,202506~202706,75000,0
로얄홈타운(102동),전세,40,서울특별시 강서구 화곡동,928-25,202506,202507~202706,18000,0
롯데,전세,84,서울특별시 성동구 금호동4가,1250,202506,202509~202709,73000,0
롯데(505),전세,54,서울특별시 노원구 중계동,505,202506,202509~202709,30000,0
롯데1차,전세,84,서울특별시 강서구 내발산동,728,202506,202508~202708,56000,0
롯데2,전세,59,서울특별시 강서구 내발산동,729,202506,202508~202708,44000,0
롯데2,전세,84,서울특별시 강서구 내발산동,729,202506,202607~202807,63000,0
롯데낙천대,전세,55,서울특별시 동작구 신대방동,713,202506,202508~202708,45000,0
롯데낙천대,전세,80,서울특별시 동작구 신대방동,713,202506,202508~202708,67000,0
롯데낙천대,전세,133,서울특별시 종로구 평창동,72,202506,202507~202707,90000,0
롯데우성,전세,115,서울특별시 노원구 중계동,361-1,202506,202508~202708,77500,0
롯데캐슬,전세,59,서울특별시 중구 황학동,2545,202506,202508~202708,55250,0
롯데캐슬,전세,84,서울특별시 양천구 신월동,1063,202506,202508~202708,57000,0
롯데캐슬,전세,84,서울특별시 중구 황학동,2545,202506,202506~202706,67000,0
롯데캐슬,전세,84,서울특별시 강서구 염창동,272-11,202506,202508~202708,60000,0
롯데캐슬,전세,84,서울특별시 강남구 대치동,893,202506,202507~202707,120000,0
롯데캐슬(1057-0),전세,59,서울특별시 양천구 신월동,1057,202506,202508~202708,42000,0
롯데캐슬(1057-1),전세,59,서울특별시 양천구 신월동,1057-1,202506,202510~202710,41000,0
롯데캐슬갤럭시,전세,106,서울특별시 서초구 잠원동,50,202506,202509~202709,145000,0
롯데캐슬갤럭시,전세,133,서울특별시 서초구 잠원동,50,202506,202508~202708,122667,0
롯데캐슬갤럭시(50-1),전세,109,서울특별시 서초구 잠원동,50-1,202506,202508~202708,131000,0
롯데캐슬갤럭시(50-1),전세,132,서울특별시 서초구 잠원동,50-1,202506,202508~202708,135500,0
롯데캐슬골든힐스,전세,84,서울특별시 성북구 길음동,1287-1,202506,202506~202706,60083,0
롯데캐슬아르떼,전세,59,서울특별시 서초구 방배동,424-28,202506,202507~202709,79625,0
롯데캐슬아르떼,전세,121,서울특별시 서초구 방배동,424-28,202506,202509~202709,145000,0
롯데캐슬아이비,전세,113,서울특별시 영등포구 여의도동,43-4,202506,202507~202707,125000,0
롯데캐슬아이비,전세,137,서울특별시 영등포구 여의도동,43-4,202506,202508~202708,125000,0
롯데캐슬에듀포레,전세,59,서울특별시 동작구 흑석동,340,202506,202508~202708,64796,0
롯데캐슬에듀포레,전세,84,서울특별시 동작구 흑석동,340,202506,202508~202708,99000,0
롯데캐슬엠파이어,전세,126,서울특별시 영등포구 여의도동,36,202506,202509~202709,119000,0
롯데캐슬위너,전세,114,서울특별시 양천구 목동,956,202506,202507~202707,83000,0
롯데캐슬클라시아,전세,59,서울특별시 성북구 길음동,1289,202506,202506~202706,60750,0
롯데캐슬클라시아,전세,84,서울특별시 성북구 길음동,1289,202506,202507~202707,80875,0
롯데캐슬클래식,전세,74,서울특별시 서초구 서초동,1312-3,202506,202506~202612,100000,0
롯데캐슬클래식,전세,84,서울특별시 서초구 서초동,1312-3,202506,202508~202708,111500,0
롯데캐슬클래식,전세,120,서울특별시 서초구 서초동,1312-3,202506,202507~202707,140000,0
롯데캐슬파크,전세,81,서울특별시 성동구 성수동2가,835,202506,202508~202708,72000,0
롯데캐슬퍼스트,전세,59,서울특별시 강동구 암사동,414-2,202506,202509~202709,62333,0
롯데캐슬퍼스트,전세,84,서울특별시 강동구 암사동,414-2,202506,202509~202706,75500,0
롯데캐슬퍼스트,전세,111,서울특별시 강동구 암사동,414-2,202506,202508~202708,86500,0
롯데캐슬퍼스트,전세,112,서울특별시 강동구 암사동,414-2,202506,202508~202708,85000,0
롯데캐슬퍼스트,전세,133,서울특별시 강동구 암사동,414-2,202506,202506~202706,110000,0
롯데캐슬포레스트,전세,239,서울특별시 서초구 방배동,844-27,202506,202509~202709,230000,0
롯데캐슬프레미어,전세,84,서울특별시 강남구 삼성동,11,202506,202509~202709,120000,0
롯데캐슬피렌체,전세,30,서울특별시 동대문구 용두동,790,202506,202508~202708,27000,0
롯데캐슬헤론,전세,124,서울특별시 서초구 방배동,754-1,202506,202509~202709,125000,0
리더스빌,전세,92,서울특별시 강남구 논현동,192-1,202506,202507~202707,60000,0
리버센SK뷰롯데캐슬,전세,59,서울특별시 중랑구 중화동,331-1,202506,202510~202710,49917,0
리버센SK뷰롯데캐슬,전세,70,서울특별시 중랑구 중화동,331-1,202506,202508~202708,62000,0
리버센SK뷰롯데캐슬,전세,84,서울특별시 중랑구 중화동,331-1,202506,202507~202707,68300,0
리버탑,전세,59,서울특별시 용산구 한남동,802,202506,202509~202708,60000,0
리버힐삼성,전세,59,서울특별시 용산구 산천동,193,202506,202508~202708,45000,0
리버힐삼성,전세,84,서울특별시 용산구 산천동,193,202506,202508~202708,65000,0
리버힐삼성,전세,114,서울특별시 용산구 산천동,193,202506,202506~202606,32000,0
리베르떼,전세,19,서울특별시 동대문구 전농동,597-5,202506,202509~202709,17500,0
리센츠,전세,27,서울특별시 송파구 잠실동,22,202506,202508~202708,52514,0
리센츠,전세,59,서울특별시 송파구 잠실동,22,202506,202509~202709,105000,0
리센츠,전세,84,서울특별시 송파구 잠실동,22,202506,202508~202708,130000,0
리센츠,전세,124,서울특별시 송파구 잠실동,22,202506,202507~202709,170000,0
리첸시아,전세,119,서울특별시 영등포구 여의도동,61,202506,202506~202706,140000,0
리첸시아용산A,전세,122,서울특별시 용산구 원효로1가,133-3,202506,202507~202708,120000,0
리첸시아용산B,전세,84,서울특별시 용산구 문배동,40-31,202506,202507~202707,83000,0
리치안풍산,전세,84,서울특별시 구로구 온수동,154,202506,202507~202707,31000,0
리치타워,전세,89,서울특별시 강남구 역삼동,604,202506,202507~202707,65000,0
마고정3단지센트레빌(301~309동)BL2-11,전세,134,서울특별시 은평구 진관동,106,202506,202509~202709,76000,0
마고정3단지센트레빌(323~335동)BL2-2,전세,59,서울특별시 은평구 진관동,105,202506,202507~202707,50000,0
마고정3단지센트레빌(323~335동)BL2-2,전세,84,서울특별시 은평구 진관동,105,202506,202508~202708,62000,0
마곡13단지힐스테이트마스터,전세,59,서울특별시 강서구 마곡동,748,202506,202509~202709,64600,0
마곡13단지힐스테이트마스터,전세,84,서울특별시 강서구 마곡동,748,202506,202507~202707,72945,0
마곡루나플라체,전세,22,서울특별시 강서구 등촌동,725,202506,202507~202707,25600,0
마곡서광(치현마을),전세,59,서울특별시 강서구 방화동,860,202506,202510~202710,36000,0
마곡수명산파크1단지,전세,84,서울특별시 강서구 내발산동,742,202506,202508~202707,63000,0
마곡수명산파크2단지,전세,84,서울특별시 강서구 내발산동,741,202506,202508~202708,60667,0
마곡수명산파크3단지,전세,84,서울특별시 강서구 내발산동,751,202506,202507~202709,48717,0
마곡수명산파크4단지,전세,59,서울특별시 강서구 내발산동,753,202506,202508~202708,48500,0
마곡수명산파크4단지,전세,84,서울특별시 강서구 내발산동,753,202506,202508~202708,58000,0
마곡수명산파크5단지,전세,59,서울특별시 강서구 내발산동,749,202506,202508~202708,56000,0
마곡수명산파크6단지,전세,84,서울특별시 강서구 내발산동,759,202506,202508~202708,60000,0
마곡수명산파크7단지,전세,84,서울특별시 강서구 내발산동,756,202506,202506~202706,51500,0
마곡엠밸리10단지,전세,84,서울특별시 강서구 마곡동,747,202506,202507~202709,78000,0
마곡엠밸리11단지,전세,59,서울특별시 강서구 마곡동,746,202506,202509~202709,64000,0
마곡엠밸리1단지,전세,84,서울특별시 강서구 마곡동,734,202506,202708~202708,70000,0
마곡엠밸리5단지,전세,114,서울특별시 강서구 마곡동,740,202506,202508~202708,96000,0
마곡엠밸리6단지,전세,84,서울특별시 강서구 마곡동,743,202506,202509~202709,74000,0
마곡엠밸리7단지,전세,84,서울특별시 강서구 마곡동,743-4,202506,202508~202708,75000,0
마곡엠밸리8단지,전세,84,서울특별시 강서구 마곡동,741,202506,202508~202708,80000,0
마곡엠밸리9단지,전세,59,서울특별시 강서구 마곡동,744,202506,202509~202709,63267,0
마곡엠밸리9단지,전세,84,서울특별시 강서구 마곡동,744,202506,202506~202706,74667,0
마곡우림필유아파트,전세,74,서울특별시 강서구 마곡동,1467,202506,202506~202706,53500,0
마곡일성트루엘아파트,전세,72,서울특별시 강서구 마곡동,1535,202506,202507~202707,53000,0
마곡중앙하이츠아파트,전세,39,서울특별시 강서구 방화동,852,202506,202508~202708,22667,0
