단지명,거래구분,전용면적(㎡),시군구,번지,계약년월,건축년도,평균 거래금액(만원)
두산,매매,84,서울특별시 동대문구 답십리동,990,202505,2000,79225
두산,매매,101,서울특별시 금천구 가산동,769,202505,1998,76075
두산,매매,114,서울특별시 관악구 봉천동,1708,202505,2000,110000
두산,매매,114,서울특별시 동대문구 답십리동,990,202505,2000,90000
두산,매매,116,서울특별시 성동구 금호동3가,1331,202505,1994,145967
두산,매매,124,서울특별시 성동구 금호동3가,1331,202505,1994,157000
두산,매매,164,서울특별시 성북구 석관동,10,202505,1998,94000
두산1,매매,59,서울특별시 중랑구 면목동,1500,202505,1993,56250
두산1,매매,84,서울특별시 중랑구 면목동,1500,202505,1993,63500
두산4,매매,84,서울특별시 중랑구 면목동,1522,202505,2000,71000
두산5,매매,59,서울특별시 중랑구 면목동,1522-1,202505,2000,65167
두산6,매매,59,서울특별시 중랑구 면목동,1501,202505,1993,60000
두산위브,매매,59,서울특별시 영등포구 영등포동,649,202505,2004,78625
두산위브,매매,59,서울특별시 동대문구 답십리동,998,202505,2007,100933
두산위브,매매,83,서울특별시 영등포구 영등포동,649,202505,2004,96500
두산위브,매매,84,서울특별시 동대문구 답십리동,998,202505,2007,110400
두산위브센티움,매매,31,서울특별시 강동구 천호동,414,202505,2004,16750
두산위브트레지움,매매,59,서울특별시 강북구 미아동,811,202505,2011,70900
두산위브트레지움,매매,84,서울특별시 동작구 사당동,1131,202505,2011,166250
두산위브트레지움,매매,84,서울특별시 강북구 미아동,811,202505,2011,81000
두산위브트레지움,매매,118,서울특별시 동작구 사당동,1131,202505,2011,200800
두산위브트레지움2차,매매,84,서울특별시 동작구 상도동,535,202505,2016,159125
두산힐스빌아파트,매매,59,서울특별시 노원구 공릉동,747,202505,2000,64800
두산힐스빌아파트,매매,60,서울특별시 노원구 공릉동,747,202505,2000,65550
두산힐스빌아파트,매매,84,서울특별시 노원구 공릉동,747,202505,2000,83500
두성아파트,매매,84,서울특별시 은평구 역촌동,219,202505,2004,47000
둔촌역청구,매매,59,서울특별시 강동구 성내동,419-1,202505,1999,76500
둔촌역청구,매매,84,서울특별시 강동구 성내동,419-1,202505,1999,97700
둔촌푸르지오,매매,59,서울특별시 강동구 둔촌동,630,202505,2010,118800
둔촌푸르지오,매매,84,서울특별시 강동구 둔촌동,630,202505,2010,135500
드림리버빌,매매,117,서울특별시 영등포구 당산동,378,202505,2002,119500
드림캐시아1,매매,59,서울특별시 은평구 응암동,116-26,202505,2011,48500
"등촌1,2단지주공아파트",매매,41,서울특별시 강서구 등촌동,687,202505,1995,55167
"등촌7,8단지주공아파트",매매,41,서울특별시 강서구 등촌동,707,202505,1994,58900
등촌동아이파크,매매,84,서울특별시 강서구 등촌동,715,202505,2004,102500
등촌동아이파크,매매,119,서울특별시 강서구 등촌동,715,202505,2004,108833
등촌동아이파크,매매,165,서울특별시 강서구 등촌동,715,202505,2004,127300
등촌라인(조합),매매,59,서울특별시 강서구 등촌동,628-15,202505,1997,69333
디앤제이하우징(281-89),매매,24,서울특별시 은평구 불광동,281-89,202505,2022,29000
디에이치반포라클라스,매매,59,서울특별시 서초구 반포동,1343,202505,2021,337000
디에이치반포라클라스,매매,115,서울특별시 서초구 반포동,1343,202505,2021,475000
디에이치아너힐즈,매매,76,서울특별시 강남구 개포동,1281,202505,2019,320000
디에이치아너힐즈,매매,86,서울특별시 강남구 개포동,1281,202505,2019,350000
디에이치자이개포,매매,84,서울특별시 강남구 일원동,743,202505,2021,356500
디엠씨엘가,매매,30,서울특별시 서대문구 남가좌동,387,202505,2017,31700
디우아르떼,매매,39,서울특별시 은평구 응암동,590-23,202505,2019,40500
디큐브시티,매매,59,서울특별시 구로구 신도림동,692,202505,2011,100000
디큐브시티,매매,105,서울특별시 구로구 신도림동,692,202505,2011,145500
디큐브시티,매매,128,서울특별시 구로구 신도림동,692,202505,2011,156500
라온유,매매,84,서울특별시 성북구 정릉동,1034,202505,2008,82800
라온유,매매,109,서울특별시 성북구 정릉동,1034,202505,2008,84500
라움포레,매매,59,서울특별시 강동구 성내동,607,202505,2020,79750
라이프,매매,84,서울특별시 금천구 독산동,1131,202505,1996,49500
라이프,매매,84,서울특별시 관악구 신림동,1700,202505,1996,58000
라이프미성,매매,59,서울특별시 중랑구 신내동,487,202505,1992,38000
라이프미성,매매,66,서울특별시 은평구 불광동,248,202505,1988,67500
라이프미성,매매,84,서울특별시 은평구 불광동,248,202505,1988,78333
라이프미성,매매,91,서울특별시 관악구 신림동,1656,202505,1982,84000
라이프미성,매매,125,서울특별시 은평구 불광동,248,202505,1988,95500
라이프씨티,매매,83,서울특별시 은평구 신사동,354,202505,1992,49700
라이프콤비,매매,131,서울특별시 영등포구 여의도동,61-4,202505,1994,163000
라인,매매,59,서울특별시 강동구 길동,365-1,202505,1998,63000
래미안 리더스원,매매,84,서울특별시 서초구 서초동,1755,202505,2020,369750
래미안 리더스원,매매,114,서울특별시 서초구 서초동,1755,202505,2020,403000
래미안 옥수 리버젠,매매,59,서울특별시 성동구 옥수동,561,202505,2012,177800
래미안 옥수 리버젠,매매,84,서울특별시 성동구 옥수동,561,202505,2012,222500
래미안 허브리츠,매매,84,서울특별시 동대문구 용두동,792,202505,2011,129500
래미안강남힐즈,매매,91,서울특별시 강남구 자곡동,611,202505,2014,182500
래미안강남힐즈,매매,101,서울특별시 강남구 자곡동,611,202505,2014,215000
래미안강동팰리스,매매,59,서울특별시 강동구 천호동,571,202505,2017,131900
래미안강동팰리스,매매,84,서울특별시 강동구 천호동,571,202505,2017,145800
래미안공덕4차,매매,59,서울특별시 마포구 공덕동,464,202505,2005,144314
래미안공덕4차,매매,83,서울특별시 마포구 공덕동,464,202505,2005,157333
래미안공덕5차,매매,59,서울특별시 마포구 공덕동,469,202505,2011,157000
래미안공덕5차,매매,84,서울특별시 마포구 공덕동,469,202505,2011,194333
래미안공덕5차,매매,113,서울특별시 마포구 공덕동,469,202505,2011,215000
래미안그레이튼,매매,84,서울특별시 강남구 역삼동,763-16,202505,2009,304500
래미안그레이튼(진달래2차),매매,105,서울특별시 강남구 역삼동,762-3,202505,2010,330000
래미안길음센터피스,매매,59,서울특별시 성북구 길음동,1288,202505,2019,110038
래미안길음센터피스,매매,84,서울특별시 성북구 길음동,1288,202505,2019,153167
래미안길음센터피스,매매,109,서울특별시 성북구 길음동,1288,202505,2019,186500
래미안남가좌2차,매매,59,서울특별시 서대문구 남가좌동,379,202505,2005,96675
래미안남가좌2차,매매,84,서울특별시 서대문구 남가좌동,379,202505,2005,105250
래미안남가좌2차,매매,114,서울특별시 서대문구 남가좌동,379,202505,2005,122000
래미안당산1차,매매,59,서울특별시 영등포구 당산동,374,202505,1995,105900
래미안당산1차,매매,84,서울특별시 영등포구 당산동,374,202505,1995,123750
래미안대치팰리스,매매,84,서울특별시 강남구 대치동,1027,202505,2015,441000
래미안대치팰리스,매매,91,서울특별시 강남구 대치동,1027,202505,2015,440000
래미안대치팰리스,매매,114,서울특별시 강남구 대치동,1027,202505,2015,600000
래미안도봉,매매,84,서울특별시 도봉구 도봉동,655,202505,2005,71500
래미안라센트,매매,59,서울특별시 성북구 종암동,134,202505,2011,91600
래미안라클래시,매매,59,서울특별시 강남구 삼성동,189,202505,2021,307000
래미안라클래시,매매,71,서울특별시 강남구 삼성동,189,202505,2021,360000
래미안라클래시,매매,136,서울특별시 강남구 삼성동,189,202505,2021,650000
래미안로이파크,매매,59,서울특별시 동작구 사당동,1159,202505,2018,149500
래미안로이파크,매매,84,서울특별시 동작구 사당동,1159,202505,2018,175783
래미안루센티아,매매,59,서울특별시 서대문구 남가좌동,390,202505,2020,114000
래미안루센티아,매매,84,서울특별시 서대문구 남가좌동,390,202505,2020,124000
래미안마포리버웰,매매,84,서울특별시 마포구 용강동,502,202505,2015,240000
래미안마포리버웰,매매,114,서울특별시 마포구 용강동,502,202505,2015,251500
래미안목동아델리체(101동~118동),매매,59,서울특별시 양천구 신정동,1326,202505,2021,134500
래미안목동아델리체(101동~118동),매매,84,서울특별시 양천구 신정동,1326,202505,2021,153167
래미안미드카운티,매매,59,서울특별시 동대문구 답십리동,1013,202505,2019,115133
래미안미드카운티,매매,75,서울특별시 동대문구 답십리동,1013,202505,2019,118500
래미안미드카운티,매매,84,서울특별시 동대문구 답십리동,1013,202505,2019,137600
래미안밤섬리베뉴Ⅰ,매매,84,서울특별시 마포구 상수동,402,202505,2014,180000
래미안밤섬리베뉴Ⅱ,매매,84,서울특별시 마포구 상수동,398,202505,2014,175425
래미안방배아트힐(1008-2),매매,114,서울특별시 서초구 방배동,1008-2,202505,2004,238000
래미안방배아트힐(1008-2),매매,174,서울특별시 서초구 방배동,1008-2,202505,2004,266000
래미안베라힐즈,매매,59,서울특별시 은평구 녹번동,283,202505,2019,101500
래미안베라힐즈,매매,84,서울특별시 은평구 녹번동,283,202505,2019,122250
래미안블레스티지,매매,59,서울특별시 강남구 개포동,1280,202505,2019,250000
래미안블레스티지,매매,99,서울특별시 강남구 개포동,1280,202505,2019,357000
래미안블레스티지,매매,126,서울특별시 강남구 개포동,1280,202505,2019,460000
래미안상도3차,매매,59,서울특별시 동작구 상도동,431,202505,2004,120000
래미안상도3차,매매,84,서울특별시 동작구 상도동,431,202505,2004,137333
래미안서초3차,매매,180,서울특별시 서초구 서초동,1487-145,202505,2005,205000
래미안서초에스티지,매매,59,서울특별시 서초구 서초동,1332-13,202505,2016,270000
래미안서초에스티지,매매,101,서울특별시 서초구 서초동,1332-13,202505,2016,330000
래미안서초유니빌,매매,45,서울특별시 서초구 서초동,1445-4,202505,2003,45000
래미안세레니티,매매,59,서울특별시 성북구 종암동,133,202505,2009,87760
래미안세레니티,매매,84,서울특별시 성북구 종암동,133,202505,2009,102000
래미안솔베뉴,매매,49,서울특별시 강동구 명일동,359,202505,2019,120000
래미안솔베뉴,매매,59,서울특별시 강동구 명일동,359,202505,2019,143560
래미안솔베뉴,매매,78,서울특별시 강동구 명일동,359,202505,2019,168800
래미안솔베뉴,매매,84,서울특별시 강동구 명일동,359,202505,2019,178000
래미안송파파인탑,매매,64,서울특별시 송파구 송파동,243,202505,2012,174000
래미안송파파인탑,매매,71,서울특별시 송파구 송파동,243,202505,2012,181000
래미안송파파인탑,매매,87,서울특별시 송파구 송파동,243,202505,2012,193000
래미안신반포리오센트,매매,84,서울특별시 서초구 잠원동,161,202505,2019,280000
래미안아름숲,매매,114,서울특별시 동대문구 전농동,688,202505,2012,140000
래미안아트리치,매매,59,서울특별시 성북구 석관동,410,202505,2019,92700
래미안아트리치,매매,84,서울특별시 성북구 석관동,410,202505,2019,109500
래미안에스티움,매매,59,서울특별시 영등포구 신길동,4950,202505,2017,133086
래미안에스티움,매매,84,서울특별시 영등포구 신길동,4950,202505,2017,146667
래미안엘리니티,매매,59,서울특별시 동대문구 용두동,796,202505,2022,124500
래미안엘리니티,매매,84,서울특별시 동대문구 용두동,796,202505,2022,147333
래미안엘파인아파트,매매,59,서울특별시 동대문구 답십리동,1000,202505,2011,76000
래미안영등포프레비뉴,매매,59,서울특별시 영등포구 신길동,4945,202505,2015,119333
래미안영등포프레비뉴,매매,84,서울특별시 영등포구 신길동,4945,202505,2015,137725
래미안월곡,매매,59,서울특별시 성북구 하월곡동,225,202505,2006,74633
래미안월곡,매매,84,서울특별시 성북구 하월곡동,225,202505,2006,91618
래미안월곡,매매,114,서울특별시 성북구 하월곡동,225,202505,2006,107000
래미안웰스트림,매매,84,서울특별시 마포구 현석동,225,202505,2016,212625
래미안웰스트림,매매,114,서울특별시 마포구 현석동,225,202505,2016,275000
래미안위브,매매,59,서울특별시 동대문구 답십리동,1003,202505,2014,123500
래미안위브,매매,84,서울특별시 동대문구 답십리동,1003,202505,2014,136033
래미안위브,매매,140,서울특별시 동대문구 답십리동,1003,202505,2014,177500
래미안이문2차,매매,59,서울특별시 동대문구 이문동,311,202505,2004,86267
래미안이문2차,매매,84,서울특별시 동대문구 이문동,311,202505,2004,87067
래미안장안2차,매매,64,서울특별시 동대문구 장안동,329-3,202505,2007,86967
래미안장안2차,매매,81,서울특별시 동대문구 장안동,329-3,202505,2007,96589
래미안장위퍼스트하이,매매,59,서울특별시 성북구 장위동,320,202505,2020,93317
래미안장위퍼스트하이,매매,84,서울특별시 성북구 장위동,320,202505,2020,107380
래미안장위퍼스트하이,매매,101,서울특별시 성북구 장위동,320,202505,2020,119500
래미안장위퍼스트하이,매매,116,서울특별시 성북구 장위동,320,202505,2020,133000
래미안크레시티,매매,59,서울특별시 동대문구 전농동,690,202505,2014,124143
래미안크레시티,매매,84,서울특별시 동대문구 전농동,690,202505,2014,142200
래미안크레시티,매매,121,서울특별시 동대문구 전농동,690,202505,2014,163237
래미안크리시엘,매매,59,서울특별시 성북구 종암동,80,202505,2004,75158
래미안크리시엘,매매,84,서울특별시 성북구 종암동,80,202505,2004,87667
래미안크리시엘,매매,114,서울특별시 성북구 종암동,80,202505,2004,95500
래미안트리베라1단지,매매,59,서울특별시 강북구 미아동,813,202505,2010,73500
래미안트윈파크,매매,84,서울특별시 동작구 본동,494,202505,2011,178000
래미안파크스위트,매매,75,서울특별시 광진구 구의동,668,202505,2018,149000
래미안파크스위트,매매,84,서울특별시 광진구 구의동,668,202505,2018,153400
래미안파크팰리스,매매,59,서울특별시 송파구 가락동,165,202505,2007,159000
래미안파크팰리스,매매,84,서울특별시 송파구 가락동,165,202505,2007,180400
래미안파크팰리스,매매,114,서울특별시 송파구 가락동,165,202505,2007,205500
래미안퍼스티지,매매,84,서울특별시 서초구 반포동,18-1,202505,2009,450000
래미안펜타빌,매매,157,서울특별시 강남구 역삼동,713-7,202505,2007,375000
래미안포레카운티,매매,59,서울특별시 성북구 장위동,322,202505,2021,91000
래미안포레카운티,매매,84,서울특별시 성북구 장위동,322,202505,2021,102567
래미안프리미어팰리스,매매,84,서울특별시 광진구 자양동,859,202505,2017,151000
래미안하이리버,매매,59,서울특별시 성동구 금호동2가,1217,202505,2012,149960
래미안하이리버,매매,84,서울특별시 성동구 금호동2가,1217,202505,2012,169000
래미안하이베르,매매,59,서울특별시 중구 신당동,851,202505,2011,116600
래미안하이베르,매매,84,서울특별시 중구 신당동,851,202505,2011,133500
래미안힐스테이트고덕,매매,59,서울특별시 강동구 고덕동,688,202505,2016,152811
래미안힐스테이트고덕,매매,84,서울특별시 강동구 고덕동,688,202505,2016,175080
래미안힐스테이트고덕,매매,97,서울특별시 강동구 고덕동,688,202505,2016,191500
래미안힐스테이트고덕,매매,109,서울특별시 강동구 고덕동,688,202505,2016,203000
럭키,매매,56,서울특별시 구로구 구로동,1257,202505,1992,54000
럭키,매매,59,서울특별시 구로구 구로동,1257,202505,1992,60000
럭키,매매,71,서울특별시 구로구 구로동,1257,202505,1992,60000
럭키,매매,84,서울특별시 구로구 구로동,1257,202505,1992,65500
럭키(963),매매,84,서울특별시 강남구 도곡동,963,202505,1995,233500
럭키남서울아파트,매매,49,서울특별시 금천구 시흥동,1002-1,202505,1982,52500
레이크팰리스,매매,59,서울특별시 송파구 잠실동,44,202505,2006,238250
레이크팰리스,매매,84,서울특별시 송파구 잠실동,44,202505,2006,275000
레이크팰리스,매매,116,서울특별시 송파구 잠실동,44,202505,2006,289000
레이크팰리스,매매,136,서울특별시 송파구 잠실동,44,202505,2006,320000
레이크해모로,매매,84,서울특별시 송파구 송파동,58-4,202505,2005,119500
로데오휘버스빌,매매,84,서울특별시 양천구 신정동,893-9,202505,2003,79000
로얄동아,매매,84,서울특별시 광진구 자양동,644,202505,1999,125000
로얄동아,매매,114,서울특별시 광진구 자양동,644,202505,1999,160000
로얄팰리스스위트,매매,40,서울특별시 종로구 수송동,85,202505,2005,38000
로쟌뷰,매매,123,서울특별시 송파구 석촌동,1-1,202505,2005,155000
로하스,매매,64,서울특별시 서대문구 홍은동,281,202505,2010,43000
롯데,매매,59,서울특별시 동대문구 휘경동,78,202505,2000,64000
롯데,매매,84,서울특별시 성동구 금호동4가,1250,202505,2003,127111
롯데,매매,114,서울특별시 동대문구 휘경동,78,202505,2000,81000
롯데(505),매매,54,서울특별시 노원구 중계동,505,202505,1989,51750
롯데2,매매,84,서울특별시 강서구 내발산동,729,202505,2003,78000
롯데낙천대,매매,55,서울특별시 동작구 신대방동,713,202505,2003,82967
롯데미도파광화문빌딩,매매,93,서울특별시 종로구 당주동,145,202505,1981,87000
롯데우성,매매,101,서울특별시 노원구 중계동,361-1,202505,1993,123200
롯데우성,매매,115,서울특별시 노원구 중계동,361-1,202505,1993,113000
롯데캐슬,매매,59,서울특별시 양천구 신월동,1063,202505,2014,88500
롯데캐슬,매매,59,서울특별시 중구 황학동,2545,202505,2008,85333
롯데캐슬,매매,84,서울특별시 동작구 사당동,1132,202505,2003,115000
롯데캐슬,매매,84,서울특별시 양천구 신정동,1309,202505,2004,150000
롯데캐슬,매매,84,서울특별시 강서구 염창동,272-11,202505,2005,127250
롯데캐슬,매매,105,서울특별시 동작구 사당동,1132,202505,2003,112700
롯데캐슬,매매,116,서울특별시 양천구 신월동,1063,202505,2014,113250
롯데캐슬,매매,117,서울특별시 동작구 사당동,1132,202505,2003,141000
롯데캐슬,매매,123,서울특별시 강남구 대치동,893,202505,2002,305000
롯데캐슬,매매,134,서울특별시 강서구 염창동,272-11,202505,2005,140000
롯데캐슬,매매,155,서울특별시 동작구 사당동,1132,202505,2003,140667
롯데캐슬(1057-1),매매,59,서울특별시 양천구 신월동,1057-1,202505,2010,67000
롯데캐슬갤럭시,매매,133,서울특별시 서초구 잠원동,50,202505,2002,400000
롯데캐슬골든힐스,매매,59,서울특별시 성북구 길음동,1287-1,202505,2019,79780
롯데캐슬모닝,매매,150,서울특별시 강남구 도곡동,551-28,202505,2003,245000
롯데캐슬비엔,매매,84,서울특별시 동작구 상도동,530,202505,2010,114000
롯데캐슬에듀포레,매매,59,서울특별시 동작구 흑석동,340,202505,2018,168833
롯데캐슬에듀포레,매매,84,서울특별시 동작구 흑석동,340,202505,2018,207000
롯데캐슬에듀포레,매매,107,서울특별시 동작구 흑석동,340,202505,2018,229700
롯데캐슬위너,매매,84,서울특별시 양천구 목동,956,202505,2005,123429
롯데캐슬위너,매매,114,서울특별시 양천구 목동,956,202505,2005,141000
롯데캐슬위너,매매,127,서울특별시 양천구 목동,956,202505,2005,152000
롯데캐슬클라시아,매매,59,서울특별시 성북구 길음동,1289,202505,2022,112400
롯데캐슬클라시아,매매,84,서울특별시 성북구 길음동,1289,202505,2022,147009
롯데캐슬클래식,매매,74,서울특별시 서초구 서초동,1312-3,202505,2006,262000
롯데캐슬클래식,매매,84,서울특별시 서초구 서초동,1312-3,202505,2006,280000
롯데캐슬클래식,매매,120,서울특별시 서초구 서초동,1312-3,202505,2006,315000
롯데캐슬파크,매매,81,서울특별시 성동구 성수동2가,835,202505,2003,161000
롯데캐슬파크,매매,84,서울특별시 성동구 성수동2가,835,202505,2003,169000
롯데캐슬파크,매매,101,서울특별시 성동구 성수동2가,835,202505,2003,176500
롯데캐슬퍼스트,매매,59,서울특별시 강동구 암사동,414-2,202505,2008,130833
롯데캐슬퍼스트,매매,84,서울특별시 강동구 암사동,414-2,202505,2008,149470
롯데캐슬퍼스트,매매,102,서울특별시 강동구 암사동,414-2,202505,2008,152800
롯데캐슬퍼스트,매매,103,서울특별시 강동구 암사동,414-2,202505,2008,159500
롯데캐슬퍼스트,매매,111,서울특별시 강동구 암사동,414-2,202505,2008,165333
롯데캐슬퍼스트,매매,112,서울특별시 강동구 암사동,414-2,202505,2008,175000
롯데캐슬퍼스트,매매,133,서울특별시 강동구 암사동,414-2,202505,2008,180000
롯데캐슬프레지던트,매매,191,서울특별시 마포구 공덕동,467,202505,2009,268900
롯데캐슬피렌체,매매,26,서울특별시 동대문구 용두동,790,202505,2009,30500
루체비스타,매매,24,서울특별시 강서구 화곡동,897-2,202505,2017,19000
르메이에르,매매,84,서울특별시 동작구 사당동,1141,202505,2001,80000
르메이에르1차(344-1),매매,84,서울특별시 동대문구 장안동,344-1,202505,2004,59300
르메이에르장안타운3차,매매,84,서울특별시 동대문구 장안동,337-3,202505,2005,63000
리버펠리스1동,매매,142,서울특별시 강서구 염창동,257,202505,2001,147000
리버펠리스2동,매매,146,서울특별시 강서구 염창동,257-5,202505,2001,145000
리버펠리스3동,매매,132,서울특별시 강서구 염창동,257-1,202505,2001,116000
리버펠리스4동,매매,132,서울특별시 강서구 염창동,257-4,202505,2001,120000
리버힐삼성,매매,59,서울특별시 용산구 산천동,193,202505,2001,113500
리버힐삼성,매매,114,서울특별시 용산구 산천동,193,202505,2001,165000
리센츠,매매,27,서울특별시 송파구 잠실동,22,202505,2008,130000
리센츠,매매,59,서울특별시 송파구 잠실동,22,202505,2008,260000
리센츠,매매,84,서울특별시 송파구 잠실동,22,202505,2008,306423
리센츠,매매,124,서울특별시 송파구 잠실동,22,202505,2008,401250
리슈리안,매매,50,서울특별시 양천구 신월동,500-21,202505,2015,46500
리첸시아,매매,147,서울특별시 영등포구 여의도동,61,202505,2003,260000
리츠뷰,매매,57,서울특별시 영등포구 양평동6가,95-4,202505,2014,60000
리치카운티,매매,84,서울특별시 중랑구 면목동,1505,202505,2004,75500
리치타워,매매,86,서울특별시 강남구 역삼동,604,202505,1996,65000
마고정3단지센트레빌(310~322동)BL2-3,매매,167,서울특별시 은평구 진관동,107,202505,2009,141750
마고정3단지센트레빌(323~335동)BL2-2,매매,101,서울특별시 은평구 진관동,105,202505,2009,119300
마고정3단지센트레빌(323~335동)BL2-2,매매,167,서울특별시 은평구 진관동,105,202505,2009,148000
마곡13단지힐스테이트마스터,매매,59,서울특별시 강서구 마곡동,748,202505,2017,124500
마곡13단지힐스테이트마스터,매매,84,서울특별시 강서구 마곡동,748,202505,2017,147250
마곡루나플라체,매매,22,서울특별시 강서구 등촌동,725,202505,2021,27500
마곡수명산파크1단지,매매,84,서울특별시 강서구 내발산동,742,202505,2007,103380
마곡수명산파크2단지,매매,84,서울특별시 강서구 내발산동,741,202505,2007,114000
마곡수명산파크4단지,매매,84,서울특별시 강서구 내발산동,753,202505,2008,111500
마곡수명산파크5단지,매매,59,서울특별시 강서구 내발산동,749,202505,2008,87000
마곡수명산파크6단지,매매,84,서울특별시 강서구 내발산동,759,202505,2007,93000
마곡수명산파크7단지,매매,84,서울특별시 강서구 내발산동,756,202505,2008,83433
마곡승윤노블리안아파트,매매,83,서울특별시 강서구 마곡동,1360,202505,2008,69000
마곡엠밸리12단지,매매,84,서울특별시 강서구 마곡동,746-1,202505,2016,143500
마곡엠밸리2단지,매매,84,서울특별시 강서구 마곡동,735,202505,2014,128000
마곡엠밸리4단지,매매,114,서울특별시 강서구 마곡동,738,202505,2014,159000
마곡엠밸리6단지,매매,114,서울특별시 강서구 마곡동,743,202505,2014,182500
마곡엠밸리7단지,매매,84,서울특별시 강서구 마곡동,743-4,202505,2014,170667
마곡엠밸리7단지,매매,114,서울특별시 강서구 마곡동,743-4,202505,2014,205000
마곡엠밸리8단지,매매,59,서울특별시 강서구 마곡동,741,202505,2016,116000
마곡엠밸리8단지,매매,84,서울특별시 강서구 마곡동,741,202505,2016,140167
마곡엠밸리9단지,매매,59,서울특별시 강서구 마곡동,744,202505,2021,118000
마곡엠밸리9단지,매매,84,서울특별시 강서구 마곡동,744,202505,2021,141000
마곡엠벨리(14단지),매매,84,서울특별시 강서구 마곡동,750,202505,2014,146250
마곡엠벨리(15단지),매매,84,서울특별시 강서구 마곡동,751,202505,2014,142000
마곡일성트루엘아파트,매매,72,서울특별시 강서구 마곡동,1535,202505,2013,84500
마곡중앙하이츠아파트,매매,51,서울특별시 강서구 방화동,852,202505,1994,51625
마곡중앙하이츠아파트,매매,59,서울특별시 강서구 방화동,852,202505,1994,50000
마곡푸르지오,매매,59,서울특별시 강서구 마곡동,1525,202505,2008,99000
마곡현대아파트,매매,59,서울특별시 강서구 마곡동,1171,202505,1999,55900
마일스디오빌,매매,36,서울특별시 강남구 논현동,58-2,202505,2004,39500
마젤란,매매,59,서울특별시 구로구 고척동,338,202505,2008,58200
마젤란,매매,84,서울특별시 구로구 고척동,338,202505,2008,64500
마포그랑자이,매매,59,서울특별시 마포구 대흥동,806,202505,2020,182500
마포그랑자이,매매,84,서울특별시 마포구 대흥동,806,202505,2020,212000
마포그랑자이(2단지),매매,84,서울특별시 마포구 대흥동,807,202505,2020,192000
마포대림1,매매,131,서울특별시 마포구 용강동,500,202505,2002,178000
마포동원베네스트,매매,58,서울특별시 마포구 도화동,564,202505,2010,105900
마포래미안푸르지오1단지,매매,59,서울특별시 마포구 아현동,777,202505,2014,178940
마포래미안푸르지오1단지,매매,84,서울특별시 마포구 아현동,777,202505,2014,214667
마포래미안푸르지오2단지,매매,59,서울특별시 마포구 아현동,777,202505,2014,185667
마포래미안푸르지오2단지,매매,84,서울특별시 마포구 아현동,777,202505,2014,222500
마포래미안푸르지오2단지,매매,114,서울특별시 마포구 아현동,777,202505,2014,253400
마포래미안푸르지오3단지,매매,59,서울특별시 마포구 아현동,777,202505,2014,174500
마포래미안푸르지오3단지,매매,84,서울특별시 마포구 아현동,777,202505,2014,200580
마포래미안푸르지오3단지,매매,114,서울특별시 마포구 아현동,777,202505,2014,242000
마포래미안푸르지오4단지,매매,59,서울특별시 마포구 아현동,777,202505,2014,186500
마포래미안푸르지오4단지,매매,84,서울특별시 마포구 아현동,777,202505,2014,216929
마포센트럴 아이파크,매매,59,서울특별시 마포구 아현동,802,202505,2017,145875
마포센트럴 아이파크,매매,84,서울특별시 마포구 아현동,802,202505,2017,174500
마포쌍용황금아파트,매매,59,서울특별시 마포구 마포동,253,202505,2000,103000
마포쌍용황금아파트,매매,84,서울특별시 마포구 마포동,253,202505,2000,122250
마포용강삼성래미안,매매,84,서울특별시 마포구 용강동,380,202505,2003,168000
마포웨스트리버태영데시앙,매매,74,서울특별시 마포구 창전동,449,202505,2019,141000
마포자이,매매,84,서울특별시 마포구 염리동,521,202505,2003,211000
마포자이,매매,135,서울특별시 마포구 염리동,521,202505,2003,221500
마포자이,매매,157,서울특별시 마포구 염리동,521,202505,2003,245000
마포자이2차,매매,84,서울특별시 마포구 대흥동,804,202505,2014,213500
마포자이2차,매매,118,서울특별시 마포구 대흥동,804,202505,2014,260000
마포자이더센트리지(102동~112동),매매,59,서울특별시 마포구 염리동,533,202505,2022,159000
마포자이더센트리지(102동~112동),매매,84,서울특별시 마포구 염리동,533,202505,2022,196250
마포중동현대,매매,59,서울특별시 마포구 중동,392,202505,2001,79333
마포중동현대,매매,84,서울특별시 마포구 중동,392,202505,2001,97000
마포트라팰리스2차,매매,99,서울특별시 마포구 아현동,738,202505,2008,129000
마포프레스티지자이,매매,59,서울특별시 마포구 염리동,532,202505,2021,194633
마포프레스티지자이,매매,84,서울특별시 마포구 염리동,532,202505,2021,248360
마포프레스티지자이,매매,114,서울특별시 마포구 염리동,532,202505,2021,281000
마포한강아이파크,매매,84,서울특별시 마포구 망원동,521,202505,2019,155500
만민하늘애,매매,51,서울특별시 마포구 성산동,54-7,202505,2023,78000
매봉삼성,매매,83,서울특별시 강남구 도곡동,966,202505,1999,163000
메가스터디타워,매매,15,서울특별시 동작구 노량진동,57-1,202505,2015,15400
메가스터디타워,매매,21,서울특별시 동작구 노량진동,57-1,202505,2015,26000
면목삼호101,매매,59,서울특별시 중랑구 면목동,1513,202505,2000,52200
면목삼호101,매매,83,서울특별시 중랑구 면목동,1513,202505,2000,59500
면목한신,매매,27,서울특별시 중랑구 면목동,193-1,202505,1988,25300
면목한신,매매,35,서울특별시 중랑구 면목동,193-1,202505,1988,32450
면목한신,매매,44,서울특별시 중랑구 면목동,193-1,202505,1988,40000
면목한신,매매,45,서울특별시 중랑구 면목동,193-1,202505,1987,42500
